a1,a2,c,co_cmt_cnt,co_issue_cnt,date,ic,nc,pc
BrenBarn,shoyer,0,2,1,2015-05,0,0,0
BrenBarn,shoyer,0,2,1,2015-10,0,0,0
BrenBarn,tipanverella,0,8,1,2014-07,0,0,0
BrenBarn,wesm,1,2,1,2012-05,0,0,1
BrendanMartin,TomAugspurger,8,8,1,2018-02,0,0,6
BrendanMartin,WillAyd,2,5,1,2018-05,1,0,0
BrendanMartin,gfyoung,1,3,1,2018-05,0,0,0
BrendanMartin,jreback,0,2,1,2017-12,0,0,0
BrendanMartin,jreback,3,6,1,2018-02,0,0,0
BruceDai003,jreback,1,2,1,2017-08,0,0,0
BuhtigithuB,jreback,1,4,1,2015-10,0,0,0
Buttonwood,TomAugspurger,2,3,1,2014-04,0,0,0
Buttonwood,cpcloud,3,4,1,2014-04,0,0,0
Buttonwood,fonnesbeck,1,2,1,2014-04,0,0,0
Buttonwood,jreback,2,4,1,2014-04,0,0,0
C5G6M7,TomAugspurger,1,2,1,2018-01,0,0,0
C5G6M7,markjszy,0,2,1,2018-02,1,0,0
CAM-Gerlach,codecov[bot],2,3,1,2018-07,0,0,0
CAM-Gerlach,jorisvandenbossche,1,2,1,2018-09,0,0,0
CRP,TomAugspurger,1,2,1,2014-06,0,0,0
CRP,TomAugspurger,9,11,2,2017-05,1,0,2
CRP,dieterv77,2,8,1,2012-02,0,0,0
CRP,hmeine,2,4,1,2014-06,0,0,2
CRP,jreback,8,7,1,2013-04,0,0,0
CRP,jreback,0,2,1,2014-02,0,0,0
CRP,jreback,1,2,1,2014-06,0,0,0
CRP,jreback,1,2,1,2017-06,0,0,0
CRP,lbeltrame,2,3,1,2012-02,0,0,0
CRP,lodagro,1,2,1,2011-10,0,0,1
CRP,tkf,1,2,1,2012-07,0,0,0
CRP,wesm,1,3,1,2011-10,0,0,1
CRP,wesm,2,7,3,2011-11,0,0,1
CRP,wesm,3,6,2,2011-12,0,0,0
CRP,wesm,3,12,2,2012-02,0,0,0
CRP,wesm,4,4,1,2012-06,0,0,0
CRP,wesm,0,2,1,2012-07,0,0,0
CRiddler,NadiaRom,0,3,1,2017-09,1,0,0
CRiddler,TomAugspurger,0,4,2,2017-09,1,0,0
CRiddler,fsck-mount,3,7,1,2017-09,2,1,0
CRiddler,ibukanov,1,3,1,2017-09,0,0,1
CRiddler,jreback,3,8,3,2017-09,0,0,1
CalmDownKarm,TomAugspurger,2,4,1,2018-10,0,0,0
CalmDownKarm,TomAugspurger,1,2,1,2018-11,0,0,0
CalmDownKarm,codecov[bot],1,2,1,2018-10,0,0,0
CalmDownKarm,datapythonista,2,8,3,2018-10,0,0,0
CalmDownKarm,jorisvandenbossche,1,2,1,2018-10,0,0,0
CalmDownKarm,pep8speaks,1,2,1,2018-10,0,0,0
CalmDownKarm,sechilds,0,2,1,2018-10,0,0,0
CalmDownKarm,verascity,2,5,1,2018-10,0,0,0
CamDavidsonPilon,TomAugspurger,0,2,1,2015-12,1,0,0
CamDavidsonPilon,jreback,2,3,1,2015-12,0,0,2
CamWhitelaw,jreback,1,2,1,2018-05,0,0,0
CamWhitelaw,minggli,0,2,1,2018-05,0,0,0
CamWhitelaw,nvm1,0,2,1,2018-05,0,0,0
CameronTStark,shoyer,0,2,1,2015-05,0,0,0
CarGod,TomAugspurger,0,2,1,2017-12,0,0,0
CarGod,jreback,0,2,1,2017-12,0,0,0
Carla08,WillAyd,0,2,1,2018-10,0,0,0
Carreau,DGrady,2,5,1,2017-05,0,0,0
Carreau,TomAugspurger,1,4,1,2017-01,0,0,1
Carreau,TomAugspurger,4,10,2,2017-04,3,2,1
Carreau,TomAugspurger,2,4,1,2017-05,0,0,0
Carreau,TomAugspurger,17,10,1,2018-06,0,0,1
Carreau,TomAugspurger,2,3,1,2019-03,0,0,2
Carreau,codecov-io,0,2,1,2017-01,0,0,0
Carreau,codecov[bot],0,3,1,2019-03,0,0,0
Carreau,gnestor,1,3,1,2017-01,0,0,1
Carreau,holdenk,0,2,1,2017-01,0,0,0
Carreau,jorisvandenbossche,0,2,1,2017-04,0,0,0
Carreau,jorisvandenbossche,2,3,1,2017-05,0,0,0
Carreau,jorisvandenbossche,0,3,1,2018-05,0,0,0
Carreau,jorisvandenbossche,9,8,1,2018-06,0,0,1
Carreau,jorisvandenbossche,2,4,1,2019-03,0,0,2
Carreau,jreback,0,3,1,2017-04,0,0,0
Carreau,minrk,1,2,1,2017-01,0,0,1
Carreau,pwalsh,0,5,1,2017-01,0,0,0
Carreau,rgbkrk,3,8,1,2017-01,0,0,3
Carreau,rgbkrk,1,8,2,2017-04,1,0,0
Carreau,takluyver,0,2,1,2017-01,0,0,0
Carreau,wesm,0,3,1,2017-05,0,0,0
CarstVaartjes,FrancescElies,4,4,1,2014-10,0,0,4
CarstVaartjes,RomanPekar,0,4,1,2013-11,0,0,0
CarstVaartjes,cpcloud,6,6,1,2014-02,0,0,0
CarstVaartjes,dsm054,0,2,1,2013-11,0,0,0
CarstVaartjes,ellisonbg,1,3,1,2015-09,0,1,0
CarstVaartjes,ghost,1,2,1,2014-01,0,0,0
CarstVaartjes,ghost,4,4,1,2014-02,0,0,0
CarstVaartjes,ifmihai,1,4,1,2016-05,0,0,1
CarstVaartjes,immerrr,6,6,1,2014-10,0,0,6
CarstVaartjes,jbrockmendel,0,2,1,2018-07,0,0,0
CarstVaartjes,jorisvandenbossche,0,3,1,2014-01,0,0,0
CarstVaartjes,jreback,4,8,2,2013-11,0,0,4
CarstVaartjes,jreback,0,6,1,2014-01,2,0,0
CarstVaartjes,jreback,12,13,2,2014-02,0,0,4
CarstVaartjes,jreback,3,10,3,2014-08,0,0,1
CarstVaartjes,jreback,6,7,1,2014-10,0,0,6
CarstVaartjes,jreback,3,6,1,2015-09,1,0,0
CarstVaartjes,jreback,3,8,1,2016-05,0,0,3
CarstVaartjes,jtratner,0,2,1,2013-11,0,0,0
CarstVaartjes,michaelaye,2,4,1,2016-05,0,0,2
CarstVaartjes,nickeubank,1,8,1,2015-09,5,0,0
CarstVaartjes,rabernat,0,2,1,2016-05,0,0,0
CarstVaartjes,shoyer,3,6,1,2015-09,1,0,0
CarstVaartjes,shoyer,2,4,1,2016-05,0,0,2
CarstVaartjes,wesm,2,3,1,2014-10,0,0,2
CaselIT,WillAyd,1,2,1,2019-02,0,0,0
CaselIT,gfyoung,1,2,1,2019-02,0,0,0
Casyfill,jreback,1,2,1,2015-12,0,0,0
CerebralMastication,TomAugspurger,2,4,1,2014-09,0,0,0
CerebralMastication,jreback,4,5,1,2014-09,0,0,0
CerebralMastication,lodagro,0,2,1,2012-10,0,0,0
CerebralMastication,onesandzeroes,2,4,1,2014-09,0,0,0
ChadFulton,chris-b1,1,2,1,2017-07,0,0,1
ChadFulton,jreback,0,3,1,2017-07,0,0,0
CharlesB2,codecov[bot],2,3,1,2018-06,0,0,0
CharlesB2,jreback,2,3,1,2018-06,0,0,0
Chet-Sheng,gfyoung,25,14,1,2017-08,0,0,0
Chet-Sheng,jreback,15,12,1,2017-08,0,0,0
Cheukting,TomAugspurger,1,3,1,2018-08,0,0,0
Cheukting,codecov[bot],1,2,1,2017-12,0,0,0
Cheukting,codecov[bot],1,2,1,2018-03,0,0,0
Cheukting,codecov[bot],1,2,1,2018-04,0,0,0
Cheukting,codecov[bot],1,2,1,2018-05,0,0,0
Cheukting,codecov[bot],1,2,1,2018-08,0,0,0
Cheukting,cxl923cc,0,2,1,2018-05,0,0,0
Cheukting,datapythonista,0,3,1,2017-12,0,0,0
Cheukting,feiphoon,3,4,1,2018-08,0,0,0
Cheukting,jorisvandenbossche,2,4,2,2018-03,0,0,0
Cheukting,jreback,2,5,1,2017-12,0,0,0
Cheukting,jreback,2,3,1,2018-08,0,0,0
Cheukting,pep8speaks,0,2,1,2017-12,0,0,0
Cheukting,pep8speaks,0,2,1,2018-03,0,0,0
Cheukting,pep8speaks,0,2,1,2018-04,0,0,0
Cheukting,pep8speaks,0,2,1,2018-05,0,0,0
Cheukting,pep8speaks,0,2,1,2018-08,0,0,0
Cheukting,rok,0,2,1,2018-03,0,0,0
Chhamanshu,jorisvandenbossche,3,4,1,2018-05,0,0,0
Chhamanshu,mitar,6,5,1,2018-05,0,0,0
ChikiChickey,jorisvandenbossche,0,3,1,2017-02,0,0,0
Chitrank-Dixit,TomAugspurger,0,6,2,2018-03,0,0,0
Chitrank-Dixit,codecov[bot],0,2,1,2018-03,0,0,0
Chitrank-Dixit,datapythonista,0,4,1,2018-03,0,0,0
Chitrank-Dixit,jorisvandenbossche,2,3,1,2018-03,0,0,0
Chitrank-Dixit,jreback,0,4,2,2018-03,0,0,0
Chitrank-Dixit,limitup,2,3,1,2018-03,0,0,0
Chitrank-Dixit,pep8speaks,0,2,1,2018-03,1,0,0
ChoiwahChow,TomAugspurger,3,9,1,2019-02,3,0,3
ChoiwahChow,WillAyd,13,10,1,2019-02,1,1,0
ChoiwahChow,jreback,4,7,1,2019-02,0,0,0
ChoiwahChow,mrocklin,4,7,1,2019-02,0,0,0
Choxmi,DGrady,1,3,1,2017-11,0,0,1
Choxmi,JB712,1,2,1,2017-11,0,0,1
Chris7,dsm054,0,2,1,2015-03,0,0,0
Chris7,jreback,0,4,1,2015-03,0,0,0
Chris7,jreback,1,3,1,2015-04,0,0,1
ChrisMuir,JackKZ,4,5,1,2018-03,0,0,0
ChrisMuir,TomAugspurger,5,6,1,2018-03,0,0,1
ChrisMuir,minggli,1,2,1,2018-08,0,0,0
ChristianKleineidam,TomAugspurger,0,2,1,2016-06,1,0,0
ChristianKleineidam,jreback,0,2,1,2016-06,0,0,0
ChristopherShort,jreback,7,9,1,2014-07,3,2,1
ChristopherShort,jreback,1,4,1,2014-10,0,0,0
ChristopherShort,jreback,6,9,2,2016-01,0,0,4
ChristopherShort,jreback,1,2,1,2016-05,0,0,0
ChristopherShort,yaduart,2,3,1,2016-05,0,0,0
CianciuStyles,TomAugspurger,0,2,1,2018-04,0,0,0
CianciuStyles,codecov[bot],1,2,1,2018-04,0,0,0
CianciuStyles,codecov[bot],2,3,1,2018-12,0,0,0
CianciuStyles,jreback,0,2,1,2018-04,0,0,0
CianciuStyles,jreback,3,4,1,2018-12,0,0,0
CianciuStyles,pep8speaks,0,2,1,2018-04,0,0,0
CianciuStyles,pep8speaks,1,2,1,2018-12,0,0,0
ClemShirestock,jorisvandenbossche,1,2,1,2018-04,0,0,0
ClimbsRocks,jreback,0,2,1,2017-03,1,0,0
Code4SAFrankie,WillAyd,0,3,1,2019-02,0,0,0
Code4SAFrankie,rbenes,4,4,1,2019-02,0,0,0
ColdHumour,fotisj,0,2,1,2018-01,0,0,0
CoolRanch29,jreback,2,3,1,2015-03,0,0,0
CoolRanch29,jreback,1,4,1,2015-04,0,0,1
CoolRanch29,jreback,2,4,1,2015-05,0,0,0
CoolRanch29,shoyer,0,2,1,2015-01,1,0,0
Cornelius-Riemenschneider,hoffmann,0,5,1,2017-11,0,0,0
Cornelius-Riemenschneider,jorisvandenbossche,12,7,1,2017-11,0,0,0
Cornelius-Riemenschneider,jreback,16,8,1,2017-11,0,0,0
Cornelius-Riemenschneider,martindurant,4,5,1,2017-11,0,0,0
Cornelius-Riemenschneider,pep8speaks,0,5,1,2017-11,0,0,0
Cornelius-Riemenschneider,xhochy,8,6,1,2017-11,0,0,0
Cristianasp,LISHITING,0,2,1,2018-03,0,0,0
Cristianasp,TomAugspurger,1,2,1,2018-03,0,0,1
Cristianasp,franktoffel,0,2,1,2018-04,0,0,0
Cristianasp,jacksonjos,0,3,1,2018-03,0,0,0
Cristianasp,jacksonjos,0,2,1,2018-04,0,0,0
Cristianasp,mrfaptastic,1,2,1,2018-04,0,0,0
CrossNox,maximveksler,6,5,1,2018-04,0,0,0
CruiseDevice,TomAugspurger,2,3,1,2018-02,0,0,0
CruiseDevice,jreback,2,6,1,2018-01,0,0,0
CruiseDevice,jreback,2,3,1,2018-02,0,0,0
CruiseDevice,nvgoldin,3,5,1,2018-01,0,0,3
CruiseDevice,nvgoldin,1,2,1,2018-02,0,0,0
DGalt,jreback,4,6,1,2016-04,0,0,0
DGrady,JB712,1,3,1,2017-11,0,0,1
DGrady,TomAugspurger,2,5,1,2017-05,1,0,1
DGrady,jorisvandenbossche,1,4,1,2017-05,0,0,0
DGrady,jreback,2,3,1,2016-01,0,0,0
DGrady,jreback,2,5,2,2017-05,0,0,2
DGrady,jreback,4,6,1,2017-06,0,0,0
DGrady,jreback,0,4,1,2017-08,0,0,0
DGrady,wesm,1,4,1,2017-05,1,1,0
DJCordhose,TomAugspurger,2,9,1,2017-07,0,0,2
DJCordhose,gfyoung,46,20,1,2017-07,2,0,10
DJCordhose,pep8speaks,6,9,1,2017-07,0,0,0
DRMacIver,TomAugspurger,0,2,1,2017-08,0,0,0
DRMacIver,jreback,1,2,1,2017-08,0,0,0
DSLituiev,TomAugspurger,2,4,1,2015-02,0,0,0
DSLituiev,TomAugspurger,2,3,1,2017-06,0,0,0
DSLituiev,jorisvandenbossche,2,3,1,2017-06,0,0,0
DSLituiev,jreback,14,15,3,2015-10,0,0,0
DSLituiev,jreback,2,5,2,2015-11,0,0,0
DSLituiev,jreback,3,5,1,2015-12,0,0,1
DSLituiev,jreback,7,7,1,2016-02,0,0,1
DSLituiev,jreback,2,3,1,2016-04,0,0,0
DSLituiev,sinhrks,1,2,1,2016-04,0,0,0
DSLituiev,sornars,0,2,1,2016-05,0,0,0
DZPM,TomAugspurger,3,7,2,2018-03,0,0,0
DZPM,TomAugspurger,1,3,1,2018-08,0,0,0
DZPM,jorisvandenbossche,0,2,1,2018-04,0,0,0
DaanVanHauwermeiren,jorisvandenbossche,1,2,1,2017-03,0,0,0
DaanVanHauwermeiren,jreback,1,2,1,2017-03,0,0,0
DanCardin,jreback,0,2,1,2017-06,0,0,0
DanMargetts,gfyoung,1,3,1,2019-04,0,0,1
DanMargetts,jreback,2,4,1,2019-04,0,0,0
DanNi0130,jreback,10,7,1,2015-08,0,0,0
DanSmith,makmanalp,1,5,1,2015-04,0,0,1
DanielMorton,wesm,1,3,1,2012-07,0,0,0
DanielOverdevest,vitalious,1,2,1,2019-02,0,0,1
DanielOverdevest,xnejed07,0,2,1,2019-02,0,0,0
DanielWeitzenfeld,jreback,1,2,1,2013-11,0,0,0
Darel13712,jreback,1,2,1,2018-03,0,0,0
DataJunkie,wesm,10,8,2,2011-09,0,0,0
DataMonk2017,WillAyd,0,2,1,2018-06,0,0,0
DataMonk2017,uds5501,1,2,1,2018-06,0,0,1
DataOmbudsman,TomAugspurger,0,3,1,2018-03,0,0,0
DataOmbudsman,WillAyd,1,2,1,2018-06,0,0,1
DataOmbudsman,datapythonista,3,4,1,2018-04,0,0,0
DataOmbudsman,jorisvandenbossche,1,3,1,2018-03,0,0,1
DataOmbudsman,jorisvandenbossche,0,2,1,2018-06,0,0,0
DataOmbudsman,jreback,0,3,1,2018-03,0,0,0
DataOmbudsman,pep8speaks,1,2,1,2018-06,0,0,1
DaveBackus,jnmclarty,0,8,1,2014-10,0,0,0
DaveBackus,jreback,10,8,1,2014-10,0,0,10
David-Alkalai,dsm054,2,6,1,2014-06,0,0,0
DavidCEllis,jreback,0,3,1,2017-03,1,0,0
DavidEscott,TomAugspurger,0,6,1,2016-04,4,0,0
DavidEscott,jorisvandenbossche,0,5,1,2016-04,2,0,0
DavidEscott,jreback,5,12,2,2016-04,6,0,0
DavidEscott,jreback,0,2,1,2017-01,0,0,0
DavidEscott,wesm,0,2,1,2017-01,1,0,0
DavidLeifer,gfyoung,30,13,1,2017-11,1,0,0
DavidMertz,jreback,1,2,1,2015-12,0,1,0
DavidMertz,mroeschke,0,2,1,2019-03,0,0,0
DavidStaheli,TomAugspurger,8,10,1,2018-11,0,0,2
DavidStaheli,gfyoung,2,4,1,2018-11,0,0,0
DavidStaheli,jreback,1,3,1,2018-11,0,0,0
DavidStaheli,vtbassmatt,1,3,1,2018-11,0,0,0
DavidTolan,jreback,4,4,1,2018-03,0,0,0
Davidnet,jorisvandenbossche,0,3,1,2018-04,0,0,0
DeanLa,WillAyd,1,2,1,2018-07,0,0,0
DeanLa,jreback,1,2,1,2018-07,0,0,0
DeanLa,jreback,1,2,1,2019-03,0,0,0
DeanLa,mroeschke,1,2,1,2019-02,0,0,0
DeanLa,mroeschke,2,3,1,2019-03,0,0,0
Dear-Mar-garet,jpedrick,1,2,1,2018-12,0,0,0
Dear-Mar-garet,pasinu29,1,2,1,2018-12,0,0,0
Deborah-Digges,PMeira,0,4,1,2018-04,1,0,0
Deborah-Digges,TomAugspurger,12,14,2,2018-04,2,0,0
Deborah-Digges,pcluo,2,5,1,2018-04,1,0,0
DeepSpace2,jkyeung,2,3,1,2018-10,0,0,2
DeliciousHair,jreback,4,6,2,2014-11,0,0,2
DeliciousHair,manugarri,2,3,1,2014-11,0,0,0
DenisGDM,TomAugspurger,1,2,1,2017-04,0,0,0
DenisGDM,jreback,1,3,1,2017-04,0,0,0
Denisevi4,gfyoung,2,5,1,2017-08,0,0,0
DeoLeung,jreback,1,2,1,2017-02,0,0,0
DiSchi123,jreback,2,5,1,2016-01,1,0,0
DiegoAlbertoTorres,jreback,6,5,1,2018-11,0,0,0
DiegoAlbertoTorres,pep8speaks,2,3,1,2018-11,0,0,0
Dimchord,shoyer,0,2,1,2016-02,1,0,0
Dinh-Hung-Tu,TomAugspurger,3,5,1,2017-09,0,0,0
Dinh-Hung-Tu,gfyoung,2,4,1,2017-08,0,0,0
Dinh-Hung-Tu,jorisvandenbossche,2,3,1,2017-09,0,0,0
Dinh-Hung-Tu,jreback,1,2,1,2017-08,0,0,0
Dinh-Hung-Tu,jreback,1,2,1,2017-09,0,0,0
Dinh-Hung-Tu,randomgambit,1,2,1,2017-08,0,0,0
Dinh-Hung-Tu,scls19fr,1,2,1,2017-09,0,0,0
Dmitrii-I,TomAugspurger,1,2,1,2016-10,0,0,0
Dmitrii-I,jreback,1,2,1,2016-10,0,0,0
Dmitrii-I,jreback,0,2,1,2016-12,0,0,0
Dmitrii-I,rockg,1,2,1,2016-12,0,0,0
DmitriyLeybel,jreback,1,2,1,2018-09,0,0,0
Dmoonleo,jreback,0,2,1,2016-05,0,0,0
Dobatymo,TomAugspurger,2,3,1,2017-11,0,0,0
Dobatymo,TomAugspurger,1,3,1,2018-11,0,1,0
Dobatymo,WillAyd,0,3,1,2018-11,2,0,0
Dobatymo,jorisvandenbossche,0,5,1,2017-10,0,0,0
Dobatymo,jorisvandenbossche,4,4,1,2017-11,0,0,0
Dobatymo,jreback,8,6,1,2017-10,0,0,0
Dobatymo,jreback,6,5,1,2017-11,0,0,0
Dobatymo,jreback,1,2,1,2018-01,0,0,0
Doc-Scott,WillAyd,1,2,1,2019-03,0,0,0
Doc-Scott,jreback,2,3,1,2019-03,0,0,0
Doc-Scott,matthiastns,2,5,1,2019-03,0,0,0
DocViper666,TomAugspurger,0,3,1,2016-06,0,0,0
DocViper666,sinhrks,4,4,1,2016-06,0,0,4
Dominik1123,gfyoung,0,2,1,2017-05,0,0,0
Dominik1123,jreback,2,3,1,2017-05,0,0,0
Dominnio,TomAugspurger,1,5,1,2018-10,0,1,0
Dominnio,joh,0,3,1,2018-10,0,0,0
Dominnio,pambot,0,2,1,2018-10,0,0,0
DonBeo,TomAugspurger,2,3,1,2016-03,0,0,0
DonBeo,jreback,3,6,1,2015-11,0,0,0
Dorozhko-Anton,jorisvandenbossche,1,2,1,2016-02,0,0,0
Dorozhko-Anton,joshlk,2,4,1,2016-02,0,0,0
Dorozhko-Anton,jreback,4,6,1,2016-02,0,0,0
Dpananos,jorisvandenbossche,2,4,1,2018-03,0,0,0
Dpananos,pep8speaks,0,3,1,2018-03,1,0,0
Dr-G,TomAugspurger,2,4,2,2018-01,0,0,1
Dr-Irv,TomAugspurger,3,17,3,2016-12,4,0,3
Dr-Irv,TomAugspurger,1,4,1,2018-03,0,0,0
Dr-Irv,TomAugspurger,21,33,5,2018-04,1,0,7
Dr-Irv,TomAugspurger,12,16,3,2018-05,0,0,5
Dr-Irv,TomAugspurger,3,6,2,2018-06,0,0,0
Dr-Irv,TomAugspurger,1,2,1,2018-09,0,1,0
Dr-Irv,TomAugspurger,21,23,4,2018-10,0,0,3
Dr-Irv,TomAugspurger,3,6,2,2018-11,0,0,1
Dr-Irv,TomAugspurger,10,9,1,2019-01,0,0,6
Dr-Irv,TomAugspurger,10,9,1,2019-02,0,0,4
Dr-Irv,Twizzledrizzle,0,2,1,2016-03,0,0,0
Dr-Irv,WillAyd,1,6,2,2018-05,0,0,0
Dr-Irv,WillAyd,1,4,1,2018-11,0,0,1
Dr-Irv,WillAyd,4,6,1,2019-02,0,0,0
Dr-Irv,fonnesbeck,2,3,1,2016-12,0,0,0
Dr-Irv,gfyoung,0,5,1,2016-02,0,0,0
Dr-Irv,gfyoung,3,5,1,2016-03,0,0,0
Dr-Irv,gfyoung,12,8,1,2016-12,0,0,0
Dr-Irv,gfyoung,1,2,1,2018-02,0,0,0
Dr-Irv,gfyoung,2,4,1,2018-03,0,0,0
Dr-Irv,gfyoung,6,6,1,2018-11,0,0,0
Dr-Irv,ialong,1,6,1,2016-12,2,1,0
Dr-Irv,jbrockmendel,23,22,3,2018-05,0,0,20
Dr-Irv,jbrockmendel,4,10,1,2018-06,0,0,4
Dr-Irv,jbrockmendel,1,2,1,2019-04,0,0,0
Dr-Irv,jonmmease,3,4,1,2018-03,0,0,0
Dr-Irv,jorisvandenbossche,4,6,1,2015-10,1,0,0
Dr-Irv,jorisvandenbossche,4,11,2,2015-12,0,0,0
Dr-Irv,jorisvandenbossche,6,5,1,2016-02,0,0,0
Dr-Irv,jorisvandenbossche,24,26,3,2016-12,9,1,6
Dr-Irv,jorisvandenbossche,2,5,1,2017-02,0,0,0
Dr-Irv,jorisvandenbossche,6,10,2,2018-03,0,0,3
Dr-Irv,jorisvandenbossche,14,28,6,2018-04,1,0,5
Dr-Irv,jorisvandenbossche,34,24,3,2018-05,0,0,8
Dr-Irv,jorisvandenbossche,31,19,2,2018-06,0,0,4
Dr-Irv,jorisvandenbossche,3,5,1,2018-07,0,0,0
Dr-Irv,jorisvandenbossche,0,2,1,2018-09,0,0,0
Dr-Irv,jorisvandenbossche,0,2,1,2018-10,0,0,0
Dr-Irv,jorisvandenbossche,8,8,1,2019-01,0,0,4
Dr-Irv,jreback,69,34,4,2015-10,9,0,9
Dr-Irv,jreback,37,30,4,2015-12,0,1,10
Dr-Irv,jreback,15,8,1,2016-02,0,0,0
Dr-Irv,jreback,2,8,2,2016-03,0,0,0
Dr-Irv,jreback,65,59,9,2016-12,17,0,12
Dr-Irv,jreback,5,7,1,2017-01,0,0,1
Dr-Irv,jreback,7,14,4,2017-02,0,0,0
Dr-Irv,jreback,1,2,1,2017-08,0,0,0
Dr-Irv,jreback,0,6,2,2018-02,0,0,0
Dr-Irv,jreback,23,30,7,2018-03,0,0,0
Dr-Irv,jreback,2,10,4,2018-04,1,0,0
Dr-Irv,jreback,43,45,9,2018-05,1,0,10
Dr-Irv,jreback,43,28,3,2018-06,0,0,9
Dr-Irv,jreback,14,17,1,2018-07,0,0,0
Dr-Irv,jreback,2,3,1,2018-09,0,0,0
Dr-Irv,jreback,10,9,1,2018-10,0,0,0
Dr-Irv,jreback,10,15,4,2018-11,0,0,1
Dr-Irv,jreback,2,3,1,2018-12,0,0,0
Dr-Irv,jreback,6,7,1,2019-02,0,0,0
Dr-Irv,max-sixty,4,5,1,2017-06,0,0,0
Dr-Irv,msarahan,3,4,1,2016-02,0,0,0
Dr-Irv,ohadle,2,4,1,2016-12,0,0,0
Dr-Irv,pep8speaks,1,3,1,2018-04,0,0,1
Dr-Irv,pep8speaks,0,2,1,2018-05,0,0,0
Dr-Irv,pep8speaks,4,10,1,2018-06,0,0,4
Dr-Irv,pep8speaks,0,2,1,2018-09,0,0,0
Dr-Irv,pep8speaks,2,7,2,2018-11,1,0,0
Dr-Irv,pganssle,2,5,1,2019-04,0,0,0
Dr-Irv,ralienpp,1,2,1,2017-02,0,0,0
Dr-Irv,ralienpp,1,2,1,2017-03,0,0,0
Dr-Irv,rosygupta,2,3,1,2017-06,0,0,0
Dr-Irv,shoyer,2,3,1,2015-12,0,0,0
Dr-Irv,sinhrks,4,12,1,2016-12,0,0,0
Dr-Irv,srib,2,4,1,2015-12,0,0,0
Dr-Irv,vnlitvin,1,7,1,2019-04,0,0,0
Dr-Irv,wesm,1,3,1,2018-07,0,0,0
Dr-Irv,wholmgren,1,2,1,2016-03,0,0,0
DrEhrfurchtgebietend,TomAugspurger,0,3,1,2016-11,0,0,0
DrEhrfurchtgebietend,jorisvandenbossche,0,4,1,2016-11,0,0,0
DrEhrfurchtgebietend,jreback,2,4,1,2014-07,0,0,2
DrEhrfurchtgebietend,jreback,0,3,1,2016-11,0,0,0
DrRibosome,jreback,1,2,1,2016-11,0,0,1
Dremor,TomAugspurger,1,3,1,2019-02,0,0,0
DylanDmitri,gfyoung,1,4,2,2018-03,0,0,0
DylanDmitri,jreback,1,4,1,2018-02,1,1,0
DylanDmitri,montanalow,1,2,1,2018-03,0,0,0
ERIPECH,ImportanceOfBeingErnest,0,5,1,2019-01,0,0,0
ERIPECH,TomAugspurger,8,7,1,2019-01,0,0,0
EVaisman,TomAugspurger,1,3,1,2016-04,0,0,0
EVaisman,jorisvandenbossche,1,3,1,2016-04,0,0,1
EVaisman,jreback,0,3,1,2016-04,1,0,0
Earthson,jreback,1,2,1,2016-06,0,0,0
Eastsun,TomAugspurger,2,3,1,2017-09,0,0,0
Eastsun,johanneshk,0,2,1,2015-11,0,0,0
Eastsun,jreback,2,3,1,2015-11,0,0,0
Eastsun,jreback,2,3,1,2017-09,0,0,0
Ecboxer,TomAugspurger,0,3,1,2018-09,0,0,0
Ecboxer,jorisvandenbossche,0,2,1,2018-09,0,0,0
Ecboxer,pep8speaks,0,2,1,2018-09,0,0,0
EdAbati,WillAyd,0,2,1,2019-02,0,0,0
EdAbati,WillAyd,1,4,2,2019-03,0,0,0
EdAbati,jreback,1,2,1,2018-12,0,0,0
EdAbati,jreback,0,2,1,2019-02,0,0,0
EdAbati,pep8speaks,1,2,1,2019-03,0,0,1
Eimis,jorisvandenbossche,26,18,1,2016-09,14,6,4
Eimis,jreback,4,11,1,2016-09,2,0,4
Ekillz,TomAugspurger,0,5,1,2018-05,0,0,0
Ekillz,shantanuo,2,4,1,2018-05,0,0,0
Ekillz,toobaz,2,4,1,2018-05,0,0,0
ElDeveloper,jorisvandenbossche,0,2,1,2015-04,0,0,0
ElDeveloper,jreback,1,2,1,2015-08,0,0,0
ElDeveloper,jreback,1,2,1,2015-10,0,0,0
ElDeveloper,jreback,0,2,1,2016-05,0,0,0
ElDeveloper,jreback,0,3,1,2017-08,1,0,0
ElDeveloper,nreeve17,0,3,1,2017-08,1,0,0
Emanolo786,WillAyd,2,5,1,2018-12,0,0,2
Emanolo786,jlricon,2,5,1,2018-12,0,0,0
Emanolo786,kokes,4,6,1,2018-12,0,0,0
Emanolo786,mroeschke,2,5,1,2018-12,0,0,0
EmlynC,wesm,3,5,1,2012-02,0,0,1
EmptyRabbit,Liam3851,0,2,1,2019-01,0,0,0
EntilZha,jorisvandenbossche,2,6,1,2015-02,0,0,0
Eoksni,TomAugspurger,2,5,1,2017-11,0,0,0
Eoksni,gfyoung,2,5,1,2017-11,0,0,0
Eoksni,shoyer,2,5,1,2017-11,0,0,0
ErfPy,WillAyd,1,3,1,2019-01,0,0,1
EricChea,TomAugspurger,2,4,2,2018-02,0,0,0
EricChea,gfyoung,1,2,1,2018-02,0,0,0
EricChea,jorisvandenbossche,1,2,1,2018-02,0,0,0
EricChea,jreback,2,3,1,2018-02,0,0,0
