period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,average_clustering,connectivity,global_centrality
2015-01-01,115,316,5.496,8.667,12.4114,2,5,3.0,0.0482,0.2577,0.1672,115,0.3955,0.0128,0.5620046347765282,2.75,0.278957627988098
2015-07-01,162,486,6.0,10.11,10.2819,3,6,2.6666666666666665,0.0373,0.2852,0.2275,162,0.376,0.0094,0.508341506775798,3.0,0.28256754497640185
2016-01-01,314,1052,6.701,13.04,11.481,7,5,1.5714285714285714,0.0214,0.1991,0.3029,314,0.3505,0.0048,0.653083896049187,3.35,0.27082682617290654
2016-07-01,437,1453,6.65,12.449,7.0936,10,6,1.6,0.0153,0.2496,0.54,437,0.3233,0.0039,0.6152364650020133,3.32,0.2583010689335918
2017-01-01,515,1311,5.091,11.695,13.1098,23,7,1.391304347826087,0.0099,0.1864,0.2826,515,0.2835,0.003,0.5780692847473479,2.55,0.25719662314198105
2017-07-01,529,1481,5.599,11.404,18.8636,29,6,1.1724137931034482,0.0106,0.2227,0.1649,529,0.2558,0.0028,0.6010585127448168,2.8,0.23434917355371843
2018-01-01,516,1300,5.039,11.044,16.0985,25,7,1.28,0.0098,0.1922,0.18,516,0.2767,0.003,0.5424274280737527,2.52,0.25748407686196206
2018-07-01,447,1072,4.796,10.817,14.6959,23,6,1.2608695652173914,0.0108,0.1526,0.1678,447,0.286,0.0033,0.5802288577818391,2.4,0.26186011515748786
2019-01-01,264,582,4.409,8.622,4.8265,8,7,1.75,0.0168,0.1808,0.4771,264,0.3135,0.0064,0.4588678928371589,2.2,0.294948328765502
