period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,average_clustering,connectivity,global_centrality
2015-01-01,125,381,6.096,9.801,13.4488,2,5,3.0,0.0492,0.2553,0.1673,125,0.4059,0.0113,0.642939005726234,3.05,0.29573361082205957
2015-07-01,187,592,6.332,11.011,12.152,3,5,2.3333333333333335,0.034,0.2641,0.2063,187,0.3811,0.0081,0.5982919360150261,3.17,0.2820509114733879
2016-01-01,344,1299,7.552,14.9,12.4126,4,5,2.0,0.022,0.1992,0.2834,344,0.3788,0.0045,0.6899306667737466,3.78,0.27588334792476005
2016-07-01,496,1784,7.194,13.929,8.8677,13,7,1.5384615384615385,0.0145,0.2445,0.4325,496,0.3237,0.0033,0.661888289677794,3.6,0.2627018622978201
2017-01-01,595,1699,5.711,13.783,11.8099,23,6,1.3043478260869565,0.0096,0.1603,0.2651,595,0.2997,0.0026,0.6669316568447751,2.86,0.25911471618542115
2017-07-01,623,1907,6.122,13.176,14.1626,33,6,1.1818181818181819,0.0098,0.208,0.218,623,0.2643,0.0023,0.6528084037180021,3.06,0.2473232286680221
2018-01-01,611,1754,5.741,12.772,11.8888,19,5,1.2105263157894737,0.0094,0.1848,0.26,611,0.305,0.0026,0.651739051163818,2.87,0.2558589984771099
2018-07-01,535,1423,5.32,12.312,12.5917,21,6,1.3333333333333333,0.01,0.1496,0.2393,535,0.2983,0.0028,0.6512980535696644,2.66,0.2622129641319123
2019-01-01,311,736,4.733,9.788,6.0014,9,6,1.5555555555555556,0.0153,0.1717,0.4333,311,0.322,0.0053,0.5345333027770967,2.37,0.2919257717655231
