period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,between_centrality_dif,average_clustering,connectivity,global_centrality
2015-01-01,45,72,3.2,4.272,2.0556,1,5,5.0,0.0727,0.1951,0.3474,45,0.4026,0.0364,0.0116,0.37682268348935016,1.6,0.33922176308539975
2015-07-01,56,75,2.679,3.581,1.9733,3,5,2.3333333333333335,0.0487,0.1423,0.4666,56,0.3149,0.0291,0.0064,0.21173727066584208,1.34,0.31182369146005534
2016-01-01,114,191,3.351,5.424,3.5183,7,7,1.8571428571428572,0.0297,0.1496,0.3349,114,0.2721,0.0133,0.0018,0.4245655911665082,1.68,0.28928356995550963
2016-07-01,130,238,3.662,6.35,9.5252,11,5,1.3636363636363635,0.0284,0.1355,0.1765,130,0.2435,0.0087,0.0013,0.4356510543876173,1.83,0.3553472347415014
2017-01-01,153,274,3.582,7.134,23.2226,12,6,1.6666666666666667,0.0236,0.1298,0.0416,153,0.2511,0.0081,0.0013,0.472424300718633,1.79,0.35908789242843897
2017-07-01,121,243,4.017,7.148,25.5514,7,6,2.0,0.0335,0.1585,0.0787,121,0.2965,0.0113,0.0015,0.4303456445224858,2.01,0.3293425925925924
2018-01-01,130,156,2.4,3.527,2.0449,17,8,1.4705882352941178,0.0186,0.1168,0.6752,130,0.1455,0.0099,0.0016,0.31192439913028147,1.2,0.27591419357238767
2018-07-01,106,135,2.547,3.201,1.5852,12,6,1.4166666666666667,0.0243,0.1636,0.7327,106,0.1796,0.0126,0.0018,0.3362423111479715,1.27,0.2557309145880583
2019-01-01,67,72,2.149,2.787,2.8889,7,7,1.8571428571428572,0.0326,0.0962,0.7202,67,0.1978,0.0246,0.0054,0.19950248756218905,1.07,0.2903313437404347
