name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
ADR-007-SoftServe,gnossen,20190,1.0,1.0,4,0,0,0,1,7
ADR-007-SoftServe,jjinux,20190,1.0,1.0,7,0,4,0,1,8
AdamLeMmon01,jtattermusch,20190,1.0,1.0,6,0,0,0,1,5
AdamLeMmon01,thelinuxfoundation,20190,1.0,1.0,0,0,0,0,1,4
AjitParanjpeDev,Pablotagu,20190,1.0,1.0,1,0,0,0,1,2
AjitParanjpeDev,jtattermusch,20190,1.0,0.0,0,0,0,0,1,2
AnashOommen,Swapygit,20190,1.0,1.0,2,0,0,0,1,3
AnashOommen,apolcyn,20190,1.0,0.83,5,0,0,0,1,7
Anton1123,rmstar,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,billfeng327,20190,1.0,1.0,2,0,0,0,1,3
AspirinSJL,chenbaggio,20190,0.8,1.0,4,7,0,0,1,13
AspirinSJL,deeglaze,20190,1.0,1.0,1,0,0,0,1,3
AspirinSJL,euroelessar,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,georghinkel,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,gnossen,20190,0.8,1.0,8,0,0,0,1,7
AspirinSJL,hcaseyal,20190,1.0,1.0,3,0,0,0,2,10
AspirinSJL,jhaals,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,jtattermusch,20190,1.0,0.9166666666666666,33,1,0,0,6,29
AspirinSJL,kakshay21,20190,1.0,1.0,2,0,0,0,1,3
AspirinSJL,lidizheng,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,markdroth,20190,0.9545454545454546,0.9772727272727272,24,1,1,1,11,35
AspirinSJL,mhaidrygoog,20190,1.0,1.0,0,0,0,0,1,2
AspirinSJL,ncteisen,20190,0.75,1.0,3,0,0,0,2,6
AspirinSJL,nicolasnoble,20190,1.0,0.6666666666666666,3,0,0,0,3,8
AspirinSJL,pgrosu,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,software-dov,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,soheilhy,20190,1.0,1.0,2,0,0,0,1,5
AspirinSJL,srini100,20190,1.0,1.0,2,0,0,0,2,6
AspirinSJL,thelinuxfoundation,20190,1.0,1.0,2,0,2,0,3,7
AspirinSJL,tlg-bf,20190,1.0,0.75,2,0,0,0,1,5
AspirinSJL,toanju,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,tpetazzoni,20190,1.0,1.0,1,0,0,0,1,3
AspirinSJL,tzik,20190,1.0,1.0,2,0,0,0,1,4
AspirinSJL,vertextao,20190,1.0,1.0,11,0,0,0,1,18
AspirinSJL,vjpai,20190,0.75,1.0,7,0,0,0,4,11
AspirinSJL,yang-g,20190,1.0,1.0,1,0,0,0,1,2
AspirinSJL,yashykt,20190,1.0,1.0,8,0,0,0,2,9
AspirinSJL,yiakwy,20190,1.0,0.6699999999999999,6,0,0,0,1,9
AspirinSJL,yihuazhang,20190,1.0,1.0,7,0,0,0,2,7
Azure7sky,didibaba,20190,1.0,1.0,1,0,0,0,1,2
