source,target,weight
dustinkerstein,mrdoob,1
looeee,Neuxxx,1
mike-tuxedo,Neuxxx,1
looeee,mike-tuxedo,1
Mugen87,peppsac,1
daoshengmu,WestLangley,3
WestLangley,XanderLuciano,1
donmccurdy,looeee,1
Mugen87,otse,1
levilime,Mugen87,2
looeee,Mugen87,2
levilime,looeee,1
looeee,takahirox,2
sunag,takahirox,1
fernandojsg,looeee,1
looeee,p5aholic,2
Mugen87,p5aholic,2
fernandojsg,p5aholic,2
looeee,RemusMar,1
p5aholic,RemusMar,2
Mugen87,RemusMar,1
fernandojsg,RemusMar,1
looeee,Mugen87,1
fernandojsg,Mugen87,1
wesleyted00,WestLangley,1
Busata,mrdoob,2
bgirschig,Mugen87,1
bhouston,richardmonette,2
richardmonette,WestLangley,1
bhouston,WestLangley,2
takahirox,yoshikiohshima,4
bhouston,yoshikiohshima,2
Mugen87,yoshikiohshima,2
bhouston,takahirox,2
Mugen87,takahirox,2
bhouston,Mugen87,1
meatwallace,Mugen87,2
mrdoob,Mugen87,1
meatwallace,mrdoob,2
donmccurdy,WestLangley,1
mrdoob,takahirox,2
takahirox,yoshikiohshima,4
mrdoob,yoshikiohshima,2
mrz5018,WestLangley,1
bhouston,WestLangley,6
Krulvis,nick-nikoliuk,1
looeee,nick-nikoliuk,1
RemusMar,soadzoor,1
vlucendo,yomboprime,1
donmccurdy,WestLangley,2
mrdoob,ndebeiss,1
donmccurdy,WestLangley,6
pailhead,WestLangley,4
donmccurdy,pailhead,6
mrdoob,paulbrzeski,9
Mugen87,RemusMar,3
fernandojsg,RemusMar,1
donmccurdy,RemusMar,2
fernandojsg,Mugen87,3
donmccurdy,Mugen87,6
donmccurdy,fernandojsg,2
RemusMar,Usnul,1
Mugen87,Usnul,3
fernandojsg,Usnul,1
donmccurdy,Usnul,2
donmccurdy,takahirox,6
pailhead,takahirox,10
donmccurdy,pailhead,15
looeee,WestLangley,1
Mugen87,osov,3
Mugen87,osov,2
mrdoob,ranbuch,4
ranbuch,takahirox,4
mrdoob,takahirox,4
ranbuch,WestLangley,2
takahirox,WestLangley,2
mrdoob,WestLangley,2
donmccurdy,Usnul,6
gkjohnson,Usnul,6
donmccurdy,gkjohnson,4
dantoye,donmccurdy,2
Mugen87,WestLangley,1
mrdoob,Mugen87,2
Mugen87,sunag,2
mrdoob,sunag,1
pailhead,trusktr,1
mquander,WestLangley,1
jxm-math,WestLangley,2
donmccurdy,takahirox,6
kickblade,takahirox,2
donmccurdy,kickblade,3
pailhead,WestLangley,3
pailhead,WestLangley,3
mrdoob,WestLangley,2
mrdoob,pailhead,6
donmccurdy,gkjohnson,2
gkjohnson,WestLangley,2
Usnul,WestLangley,2
donmccurdy,WestLangley,4
gkjohnson,Usnul,1
donmccurdy,Usnul,2
donmccurdy,mrdoob,1
mrdoob,oewstyle,1
donmccurdy,oewstyle,1
donmccurdy,WestLangley,4
pailhead,WestLangley,7
donmccurdy,pailhead,28
donmccurdy,UstymUkhman,1
donmccurdy,takahirox,1
pailhead,WestLangley,1
arodic,mrdoob,1
haroldiedema,mrdoob,1
arodic,haroldiedema,1
haroldiedema,makc,1
pailhead,sunag,3
donmccurdy,sunag,6
donmccurdy,pailhead,2
sunag,Usnul,3
pailhead,Usnul,1
donmccurdy,Usnul,2
haroldiedema,NicolasRannou,10
mrdoob,NicolasRannou,5
NicolasRannou,Usnul,10
haroldiedema,Usnul,4
mrdoob,Usnul,2
haroldiedema,mrdoob,2
kenrussell,Mugen87,1
Mugen87,takahirox,1
kenrussell,takahirox,1
mrdoob,pailhead,8
pailhead,Usnul,8
mrdoob,Usnul,4
bhouston,pailhead,2
mrdoob,pailhead,2
bhouston,mrdoob,1
donmccurdy,pailhead,3
mrdoob,pailhead,3
donmccurdy,Usnul,2
pailhead,Usnul,6
mrdoob,Usnul,2
donmccurdy,mrdoob,1
donmccurdy,pailhead,1
pailhead,RemusMar,1
RemusMar,rtpHarry,1
pailhead,rtpHarry,1
RemusMar,SlimMarten,1
pailhead,SlimMarten,1
rtpHarry,SlimMarten,1
mrdoob,Mugen87,1
mimooh,Mugen87,1
donmccurdy,takahirox,2
ikeough,takahirox,4
donmccurdy,ikeough,2
takahirox,vyv03354,2
donmccurdy,vyv03354,1
ikeough,vyv03354,2
pailhead,WestLangley,2
Mugen87,takahirox,1
indus,Usnul,1
donmccurdy,takahirox,10
haroldiedema,takahirox,4
donmccurdy,haroldiedema,10
donmccurdy,Usnul,10
takahirox,Usnul,4
haroldiedema,Usnul,4
johnshaughnessy,Usnul,1
Mugen87,zaykho,3
Usnul,zaykho,3
Mugen87,Usnul,1
kurozael,mrdoob,4
mrdoob,takahirox,2
kurozael,takahirox,2
paulmasson,WestLangley,1
Mugen87,navigator117,1
FMS-Cat,navigator117,1
FMS-Cat,Mugen87,1
navigator117,WestLangley,2
Mugen87,WestLangley,2
RemusMar,WestLangley,2
FMS-Cat,WestLangley,2
navigator117,RemusMar,1
Mugen87,RemusMar,1
FMS-Cat,RemusMar,1
looeee,Mugen87,2
donmccurdy,Mugen87,3
Mugen87,RemusMar,9
looeee,RemusMar,18
donmccurdy,RemusMar,27
donmccurdy,looeee,6
arodic,looeee,4
looeee,pailhead,6
arodic,pailhead,6
looeee,tschoartschi,2
arodic,tschoartschi,2
pailhead,tschoartschi,3
roomle-build,tschoartschi,1
looeee,roomle-build,2
arodic,roomle-build,2
pailhead,roomle-build,3
mysisi,pailhead,1
bhouston,WestLangley,1
Mugen87,siner77,2
benguild,RemusMar,6
looeee,pikilipita,1
oguzeroglu,pailhead,6
looeee,sunag,2
oguzeroglu,Usnul,2
mlimper,mrdoob,2
mrdoob,WestLangley,1
mlimper,WestLangley,2
mrdoob,WestLangley,2
WestLangley,yomboprime,4
mrdoob,yomboprime,2
arodic,ieskudero,1
LordBenjamin,Mugen87,1
mrdoob,Mugen87,1
kevinlandsberg,Mugen87,1
kevinlandsberg,LordBenjamin,1
LordBenjamin,mrdoob,1
kevinlandsberg,mrdoob,1
donmccurdy,kevinresol,1
oguzeroglu,WestLangley,1
Mugen87,oguzeroglu,2
Mugen87,WestLangley,1
oguzeroglu,WestLangley,2
Mugen87,WestLangley,1
mrdoob,titansoftime,1
donmccurdy,Mugen87,1
donmccurdy,WestLangley,2
takahirox,WestLangley,2
donmccurdy,takahirox,4
kschzt,mrdoob,2
bhouston,mrdoob,1
mrdoob,WestLangley,1
bhouston,WestLangley,1
akashkuttappa,donmccurdy,2
isassaba,looeee,3
donmccurdy,takahirox,1
titansoftime,WestLangley,3
donmccurdy,WestLangley,2
WestLangley,yomboprime,2
bhouston,WestLangley,3
mrdoob,WestLangley,3
bhouston,mrdoob,1
almarklein,gkjohnson,2
almarklein,WestLangley,1
gkjohnson,WestLangley,2
mrdoob,Mugen87,1
ieskudero,WestLangley,1
arodic,Mugen87,2
Mugen87,takahirox,1
arodic,takahirox,2
algrs,amarchino,1
mrdoob,WestLangley,1
bhouston,mrdoob,1
Mugen87,sachingarg05,2
brianpeiris,mrdoob,2
donmccurdy,Usnul,2
looeee,WestLangley,1
looeee,Mugen87,1
donmccurdy,ft-lab,2
mholladay,XanderLuciano,4
donmccurdy,Mugen87,1
looeee,mikemeerschaert,6
donmccurdy,mikemeerschaert,24
arodic,mikemeerschaert,6
donmccurdy,looeee,4
arodic,looeee,1
arodic,donmccurdy,4
EliasHasle,Mugen87,1
soadzoor,WestLangley,2
WestLangley,yomotsu,2
kenrussell,olivierchatry,1
MagicLM,Mugen87,1
mrdoob,Mugen87,1
mrdoob,Mugen87,2
lguminski,WestLangley,4
Evertvdw,Mugen87,4
donmccurdy,FMS-Cat,2
Mugen87,RemusMar,1
jsantell,WestLangley,1
liaohengfan,Mugen87,4
hoch,Mugen87,4
mrdoob,trusktr,2
looeee,trusktr,2
Mugen87,trusktr,2
looeee,mrdoob,1
mrdoob,Mugen87,1
looeee,Mugen87,1
arodic,mrdoob,3
donmccurdy,pailhead,4
donmccurdy,mrdoob,3
gkjohnson,mrdoob,1
mrdoob,sompylasar,3
donmccurdy,sompylasar,9
gkjohnson,sompylasar,3
donmccurdy,gkjohnson,3
donmccurdy,shingoonk,1
gkjohnson,looeee,2
cnstoba,WestLangley,1
Mugen87,nahashsvb,1
