name1,name2,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,degree1,degree2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
8one6,behzadnouri,0.5,0.0,0.0,0.0,0.857,0.948,29,147,2,0,0,0,1,4
8one6,cpcloud,0.67,0.0,0.0,0.0,0.857,0.8909999999999999,29,2545,2,0,0,0,1,4
8one6,denfromufa,0.67,0.0,0.0,0.0,0.857,0.9540000000000001,29,116,2,0,0,0,1,4
8one6,eronlloyd,0.67,0.0,0.0,0.0,0.857,0.0,29,10,2,0,0,0,1,4
8one6,fancychildren,1.0,0.0,0.0,0.0,0.857,0.0,29,6,4,0,0,0,1,4
8one6,geoffrey-eisenbarth,0.67,0.0,0.0,0.0,0.857,0.75,29,13,2,0,0,0,1,4
8one6,gfyoung,0.0,0.0,0.0,0.0,0.857,0.8109999999999999,29,4256,0,0,0,0,1,2
8one6,hayd,0.62,0.0,0.0,0.0,0.857,0.81,29,1289,20,0,0,0,2,17
8one6,jorisvandenbossche,0.48,0.0,0.0,0.0,0.857,0.7959999999999999,29,10540,8,0,0,0,2,14
8one6,jreback,0.49875,0.085,0.005,0.02375,0.8570000000000001,0.835,29,28609,83,10,2,8,8,73
8one6,mroeschke,0.57,0.0,0.0,0.0,0.857,0.851,29,1295,4,0,0,0,1,8
8one6,mwiebusch78,0.33,0.0,0.0,0.33,0.857,1.0,29,18,1,0,0,1,1,4
8one6,shoyer,1.0,0.0,0.0,0.0,0.857,0.797,29,2338,2,0,0,0,1,3
8one6,tlmaloney,0.71,0.0,0.0,0.0,0.857,0.8,29,6,20,0,0,0,1,16
8one6,wesm,1.0,0.0,0.0,0.0,0.857,0.8220000000000001,29,2558,2,0,0,0,1,3
AHoke,jorisvandenbossche,1.0,0.0,0.0,0.0,0.0,0.7959999999999999,2,10540,2,0,0,0,1,3
AHoke,weakunix,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,1,2
AKuederle,TomAugspurger,0.0,0.0,0.0,0.0,1.0,0.8640000000000001,6,9311,0,0,0,0,1,3
AKuederle,WillAyd,0.67,0.0,0.0,0.0,1.0,0.823,6,2735,4,0,0,0,1,5
AKuederle,gfyoung,1.0,0.0,0.0,0.0,1.0,0.8109999999999999,6,4256,2,0,0,0,1,3
AKuederle,jorisvandenbossche,0.5,0.0,0.0,0.0,1.0,0.7959999999999999,6,10540,2,0,0,0,2,6
AKuederle,jreback,1.0,0.0,0.0,0.0,1.0,0.835,6,28609,2,0,0,0,1,3
ALShum,jreback,1.0,0.0,0.0,0.0,0.0,0.835,1,28609,1,0,0,0,1,2
AMFIRNAS,AmnaKhan1,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,RANAJITGIT,1.0,0.0,0.0,0.0,0.0,0.0,19,19,2,0,0,0,1,3
AMFIRNAS,RobStelling,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,Sonupival6,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,TomAugspurger,1.0,0.0,0.0,0.0,0.0,0.8640000000000001,19,9311,1,0,0,0,1,2
AMFIRNAS,Wessi,0.5,0.0,0.0,0.0,0.0,1.0,19,19,1,0,0,0,1,3
AMFIRNAS,datomnurdin,1.0,0.0,0.0,0.0,0.0,0.0,19,37,2,0,0,0,1,3
AMFIRNAS,dduque10,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,gbabic,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,gfyoung,1.0,0.0,0.0,0.0,0.0,0.8109999999999999,19,4256,3,0,0,0,1,4
AMFIRNAS,jreback,1.0,0.0,0.0,0.0,0.0,0.835,19,28609,3,0,0,0,1,4
AMFIRNAS,mrparsaeian,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,pavankat,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,ram1421,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,scls19fr,1.0,0.0,0.0,0.0,0.0,0.828,19,124,1,0,0,0,1,2
AMFIRNAS,siposmiki,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,thomasschijf,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AMFIRNAS,vinrok,1.0,0.0,0.0,0.0,0.0,0.0,19,19,1,0,0,0,1,2
AP23,jreback,0.0,0.0,0.0,0.0,0.0,0.835,2,28609,0,0,0,0,1,4
AP23,jtratner,0.0,0.0,0.0,0.0,0.0,0.8859999999999999,2,2092,0,0,0,0,1,2
ARF1,TomAugspurger,0.0,0.0,0.0,0.0,0.857,0.8640000000000001,16,9311,0,0,0,0,1,3
ARF1,auvipy,0.83,0.0,0.0,0.0,0.857,0.667,16,13,5,0,0,0,1,7
ARF1,hayd,0.5,0.0,0.1,0.0,0.857,0.81,16,1289,5,0,1,0,1,7
ARF1,immerrr,0.8,0.0,0.0,0.0,0.857,0.938,16,267,4,0,0,0,1,6
ARF1,jorisvandenbossche,0.7666666666666666,0.0,0.0,0.3333333333333333,0.8569999999999999,0.7959999999999999,16,10540,6,0,0,1,3,11
ARF1,jreback,0.6759999999999999,0.02,0.0,0.1,0.857,0.835,16,28609,31,3,0,2,5,32
ARF1,shoyer,0.6225,0.11,0.0,0.095,0.857,0.797,16,2338,36,5,0,3,4,31
ATPs,WillAyd,0.0,0.0,0.0,0.0,0.0,0.823,1,2735,0,0,0,0,1,2
AVI18794,jorisvandenbossche,1.0,0.0,0.0,0.0,0.0,0.7959999999999999,1,10540,1,0,0,0,1,2
AaronCritchley,TomAugspurger,0.33,0.0,0.0,0.0,0.769,0.8640000000000001,17,9311,4,0,0,0,1,8
AaronCritchley,WillAyd,0.67,0.0,0.0,0.0,0.769,0.823,17,2735,2,0,0,0,1,4
AaronCritchley,codecov[bot],0.44333333333333336,0.0,0.0,0.0,0.769,0.0,17,10328,3,0,0,0,3,11
AaronCritchley,datapythonista,0.67,0.0,0.0,0.0,0.769,0.768,17,1385,2,0,0,0,1,4
AaronCritchley,jbrockmendel,1.0,0.0,1.0,0.0,0.769,0.9520000000000001,17,2663,1,0,1,0,1,2
AaronCritchley,jreback,0.4716666666666667,0.16666666666666666,0.055,0.0,0.769,0.835,17,28609,13,1,1,0,6,25
AaronCritchley,pep8speaks,0.165,0.165,0.165,0.0,0.769,0.0,17,5120,2,2,2,0,2,9
AaronCritchley,topper-123,0.33,0.0,0.0,0.0,0.769,0.945,17,455,2,0,0,0,1,7
AaronCritchley,tzyl,0.67,0.0,0.0,0.0,0.769,0.0,17,4,2,0,0,0,1,4
AaronNBrock,TomAugspurger,1.0,0.0,0.0,0.0,0.0,0.8640000000000001,2,9311,4,0,0,0,1,4
AaronNBrock,jreback,1.0,0.0,0.0,0.0,0.0,0.835,2,28609,2,0,0,0,1,3
AashitaK,brianhuey,0.46,0.04,0.04,0.0,0.5,0.9229999999999999,4,5,11,1,1,0,1,14
AashitaK,codecov-io,0.5,0.0,0.0,0.0,0.5,0.0,4,1983,1,0,0,0,1,3
AashitaK,jorisvandenbossche,0.5,0.0,0.0,0.0,0.5,0.7959999999999999,4,10540,1,0,0,0,1,3
AashitaK,jreback,0.46,0.04,0.08,0.0,0.5,0.835,4,28609,12,1,2,0,1,15
AbdealiJK,Make42,1.0,0.0,0.0,0.0,0.818,1.0,13,5,1,0,0,0,1,2
AbdealiJK,TomAugspurger,1.0,0.0,0.0,0.0,0.818,0.8640000000000001,13,9311,5,0,0,0,2,6
AbdealiJK,codecov[bot],0.335,0.0,0.0,0.0,0.818,0.0,13,10328,4,0,0,0,2,8
AbdealiJK,jorisvandenbossche,0.0,0.0,0.0,0.0,0.818,0.7959999999999999,13,10540,0,0,0,0,1,3
AbdealiJK,jreback,0.5425,0.0,0.0425,0.0,0.818,0.835,13,28609,11,0,1,0,4,18
AbdealiJK,mukesh5,0.67,0.0,0.0,0.0,0.818,0.0,13,2,2,0,0,0,1,4
AbdealiJK,pep8speaks,0.41500000000000004,0.25,0.41500000000000004,0.0,0.818,0.0,13,5120,2,1,2,0,2,7
AbdouSeck,jbrockmendel,1.0,0.0,0.0,0.0,0.0,0.9520000000000001,2,2663,1,0,0,0,1,2
AbdouSeck,mroeschke,0.5,0.0,0.0,0.0,0.0,0.851,2,1295,1,0,0,0,1,3
AbeHandler,jankatins,0.33,0.0,0.0,0.0,0.5,0.904,8,469,1,0,0,0,1,4
AbeHandler,jorisvandenbossche,0.0,0.33,0.0,0.0,0.5,0.7959999999999999,8,10540,0,1,0,0,1,4
AbeHandler,jreback,0.5,0.0,0.0,0.0,0.5,0.835,8,28609,4,0,0,0,2,12
AbeHandler,jtratner,0.57,0.0,0.0,0.0,0.5,0.8859999999999999,8,2092,4,0,0,0,1,8
AbeHandler,ksvensson8,0.0,0.0,0.0,0.0,0.5,0.5,8,4,0,0,0,0,1,3
AbeHandler,max-sixty,0.25,0.0,0.25,0.0,0.5,0.848,8,567,1,0,1,0,1,5
AbeHandler,nickeubank,0.0,0.0,0.0,0.0,0.5,0.659,8,123,0,0,0,0,1,3
AbhishekAshokDubey,WillAyd,0.0,0.0,0.0,0.0,0.0,0.823,1,2735,0,0,0,0,1,2
Abir0802,jreback,0.83,0.0,0.0,0.0,0.0,0.835,4,28609,5,0,0,0,1,7
Abir0802,scls19fr,0.12,0.0,0.0,0.0,0.0,0.828,4,124,1,0,0,0,1,9
Abir0802,shwetasit,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,1,2
Abir0802,wegry,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1,0,0,0,1,2
Acanthostega,cpcloud,0.51,0.0,0.06666666666666667,0.0,0.8000000000000002,0.8909999999999999,6,2545,8,0,1,0,3,18
Acanthostega,jorisvandenbossche,0.165,0.085,0.02,0.06,0.8,0.7959999999999999,6,10540,16,8,2,6,2,21
Acanthostega,jreback,0.33,0.0,0.0,0.0,0.8,0.835,6,28609,4,0,0,0,1,8
AdamGleave,TomAugspurger,0.5,0.0,0.0,0.0,1.0,0.8640000000000001,7,9311,1,0,0,0,1,3
AdamGleave,codecov[bot],0.5,0.0,0.0,0.0,1.0,0.0,7,10328,2,0,0,0,1,4
AdamGleave,dsm054,1.0,0.0,0.0,0.0,1.0,0.9740000000000001,7,314,1,0,0,0,1,2
AdamGleave,jorisvandenbossche,1.0,0.0,0.0,0.0,1.0,0.7959999999999999,7,10540,1,0,0,0,1,2
AdamGleave,jreback,0.44333333333333336,0.05666666666666667,0.0,0.0,1.0,0.835,7,28609,3,1,0,0,3,10
AdamHede,chris-b1,1.0,0.0,1.0,0.0,0.0,0.8370000000000001,3,1377,2,0,2,0,1,3
AdamHede,jreback,0.0,0.0,0.0,0.0,0.0,0.835,3,28609,0,0,0,0,1,3
AdamHede,pratapvardhan,0.0,0.0,0.0,0.0,0.0,0.875,3,23,0,0,0,0,1,4
AdamShamlian,TheGhostHuCodes,0.5,0.0,0.0,0.0,0.5,0.0,4,2,1,0,0,0,1,3
AdamShamlian,TomAugspurger,0.5,0.0,0.0,0.0,0.5,0.8640000000000001,4,9311,2,0,0,0,1,4
AdamShamlian,codecov[bot],1.0,0.0,0.0,0.0,0.5,0.0,4,10328,2,0,0,0,1,3
AdamShamlian,jreback,0.0,0.0,0.0,0.0,0.5,0.835,4,28609,0,0,0,0,1,2
Adirio,codecov[bot],0.67,0.0,0.0,0.0,0.833,0.0,7,10328,2,0,0,0,1,4
Adirio,jbrockmendel,0.67,0.0,0.0,0.0,0.833,0.9520000000000001,7,2663,2,0,0,0,1,4
Adirio,jreback,0.835,0.0,0.0,0.0,0.833,0.835,7,28609,7,0,0,0,2,8
Adirio,mroeschke,0.335,0.0,0.0,0.0,0.833,0.851,7,1295,2,0,0,0,2,7
Adirio,pep8speaks,0.33,0.0,0.33,0.0,0.833,0.0,7,5120,1,0,1,0,1,4
AdrianTeng,jreback,1.0,0.0,0.0,0.0,0.0,0.835,1,28609,3,0,0,0,1,4
Adrienlq,jorisvandenbossche,0.5,0.0,0.5,0.0,0.0,0.7959999999999999,3,10540,1,0,1,0,1,3
Adrienlq,jreback,0.0,0.0,0.0,0.0,0.0,0.835,3,28609,0,0,0,0,1,2
Adrienlq,pep8speaks,1.0,0.0,1.0,0.0,0.0,0.0,3,5120,1,0,1,0,1,2
Aerlinger,TomAugspurger,0.0,0.0,0.0,0.0,0.0,0.8640000000000001,2,9311,0,0,0,0,1,2
Aerlinger,jorisvandenbossche,0.0,1.0,0.0,0.0,0.0,0.7959999999999999,2,10540,0,1,0,0,1,2
AeroWRX,juseg,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,1,2
Aico,TomAugspurger,1.0,0.0,0.0,0.0,0.0,0.8640000000000001,6,9311,2,0,0,0,1,3
Aico,erwanp,1.0,0.0,0.0,0.0,0.0,0.0,6,6,2,0,0,0,1,3
Aico,jreback,1.0,0.0,0.0,0.0,0.0,0.835,6,28609,2,0,0,0,1,3
Aico,jrovegno,1.0,0.0,0.0,0.0,0.0,0.0,6,13,2,0,0,0,1,3
Aico,stephenwlin,0.33,0.0,0.0,0.0,0.0,0.915,6,84,2,0,0,0,1,5
Aico,wesm,1.0,0.0,0.0,0.0,0.0,0.8220000000000001,6,2558,2,0,0,0,1,3
Airatvi,TomAugspurger,1.0,0.0,0.0,1.0,1.0,0.8640000000000001,3,9311,2,0,0,2,1,3
Airatvi,Yalniza,0.0,0.0,0.0,0.0,1.0,0.0,3,3,0,0,0,0,1,2
Airatvi,plankthom,0.0,0.0,0.0,0.0,1.0,0.0,3,14,0,0,0,0,1,2
Ajeet-Ganga,jreback,0.5,0.0,0.0,0.0,1.0,0.835,1,28609,3,0,0,0,1,5
Ako520,jorisvandenbossche,0.75,0.0,0.0,0.0,0.0,0.7959999999999999,5,10540,3,0,0,0,1,5
Ako520,megaserg,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1,0,0,0,1,2
Ako520,neo01124,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1,0,0,0,1,2
Ako520,tonyshare,1.0,0.0,0.0,0.0,0.0,0.0,5,5,1,0,0,0,1,2
Ako520,whitequark,1.0,0.0,0.0,0.0,0.0,0.0,5,5,2,0,0,0,1,3
AlJohri,bkasel,0.67,0.0,0.0,0.0,0.5,0.833,4,3,8,0,0,0,1,13
AlJohri,jorisvandenbossche,0.75,0.0,0.0,0.0,0.5,0.7959999999999999,4,10540,3,0,0,0,1,5
AlJohri,jreback,0.25,0.0,0.0,0.0,0.5,0.835,4,28609,3,0,0,0,2,11
AlbertDeFusco,TomAugspurger,0.5,0.0,0.0,0.0,0.33299999999999996,0.8640000000000001,6,9311,2,0,0,0,1,4
AlbertDeFusco,YDD9,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,6,5,0,0,0,0,1,2
AlbertDeFusco,jorisvandenbossche,0.25,0.0,0.25,0.0,0.33299999999999996,0.7959999999999999,6,10540,1,0,1,0,1,5
AlbertDeFusco,jreback,0.0,0.0,0.0,0.0,0.33299999999999996,0.835,6,28609,0,0,0,0,1,2
AlbertDeFusco,minhouse,0.67,0.0,0.67,0.0,0.33299999999999996,0.33299999999999996,6,5,2,0,2,0,1,4
AlbertDeFusco,pcattori,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,6,5,0,0,0,0,1,2
AlbertRothman,TomAugspurger,1.0,0.0,0.0,0.0,0.0,0.8640000000000001,4,9311,3,0,0,0,1,4
AlbertRothman,fukac99,1.0,0.0,0.0,0.0,0.0,0.0,4,4,1,0,0,0,1,2
AlbertRothman,ghost,1.0,0.0,0.0,0.0,0.0,0.871,4,1821,1,0,0,0,1,2
AlbertRothman,max-sixty,0.0,0.0,0.0,0.0,0.0,0.848,4,567,0,0,0,0,1,2
Alex-qin,jorisvandenbossche,1.0,0.0,1.0,0.0,0.0,0.7959999999999999,1,10540,2,0,2,0,1,3
AlexHentschel,chris-b1,1.0,0.0,1.0,0.0,0.0,0.8370000000000001,2,1377,2,0,2,0,1,3
AlexHentschel,jreback,0.0,0.0,0.0,0.0,0.0,0.835,2,28609,0,0,0,0,1,3
AlexRiina,mroeschke,0.0,0.0,0.0,0.0,0.0,0.851,1,1295,0,0,0,0,1,2
AlexS12,Murmuria,0.0,0.0,0.0,0.0,0.0,1.0,9,11,0,0,0,0,1,2
AlexS12,Pierre-Bartet,1.0,0.0,0.0,0.0,0.0,0.0,9,9,1,0,0,0,1,2
