name1,name2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2,degree1,degree2
ellisonbg,minrk,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.797,0.859,3891,9085
fperez,minrk,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.798,0.859,2962,9085
ellisonbg,ipython,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.797,0.819,3891,138
Carreau,ipython,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.845,0.819,8113,138
ipython,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.819,0.86,138,9097
ellisonbg,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.797,0.86,3891,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
Carreau,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.845,0.86,8113,9097
Carreau,ellisonbg,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.845,0.797,8113,3891
ipython,minrk,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.819,0.859,138,9085
ellisonbg,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.797,0.859,3891,9085
Carreau,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.845,0.859,8113,9085
ellisonbg,fperez,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.797,0.798,3891,2962
fperez,ipython,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.798,0.819,2962,138
ipython,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
fperez,takluyver,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.798,0.86,2962,9097
Drekin,ipython,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.792,0.819,19,138
fperez,ipython,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.819,2962,138
Carreau,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,0.819,8113,138
Carreau,Drekin,0,2,0,0,0.0,0.5,0.0,0.0,5,1,0.845,0.792,8113,19
ipython,takluyver,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.819,0.86,138,9097
Drekin,takluyver,6,0,0,0,0.5,0.0,0.0,0.0,7,1,0.792,0.86,19,9097
fperez,takluyver,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.798,0.86,2962,9097
Carreau,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.845,0.86,8113,9097
Drekin,fperez,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.792,0.798,19,2962
Carreau,fperez,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,0.798,8113,2962
fperez,minrk,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.798,0.859,2962,9085
fperez,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.798,0.819,2962,138
asmeurer,ipython,5,0,0,0,0.71,0.0,0.0,0.0,8,1,0.744,0.819,205,138
boxed,ipython,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.778,0.819,13,138
Carreau,ipython,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.845,0.819,8113,138
cottrell,ipython,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.7,0.819,18,138
ipython,minrk,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.819,0.859,138,9085
asmeurer,minrk,17,0,0,2,0.61,0.0,0.0,0.07,11,1,0.744,0.859,205,9085
boxed,minrk,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.778,0.859,13,9085
Carreau,minrk,3,1,0,0,0.38,0.12,0.0,0.0,6,1,0.845,0.859,8113,9085
cottrell,minrk,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.7,0.859,18,9085
asmeurer,boxed,5,0,0,0,0.71,0.0,0.0,0.0,8,1,0.744,0.778,205,13
asmeurer,Carreau,5,2,0,0,0.36,0.14,0.0,0.0,9,1,0.744,0.845,205,8113
boxed,Carreau,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.778,0.845,13,8113
asmeurer,cottrell,5,0,0,0,0.71,0.0,0.0,0.0,8,1,0.744,0.7,205,18
boxed,cottrell,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.778,0.7,13,18
Carreau,cottrell,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.845,0.7,8113,18
ipython,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
asmeurer,takluyver,5,0,0,0,0.71,0.0,0.0,0.0,8,1,0.744,0.86,205,9097
minrk,takluyver,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.859,0.86,9085,9097
boxed,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.778,0.86,13,9097
Carreau,takluyver,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.845,0.86,8113,9097
cottrell,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.7,0.86,18,9097
fperez,takluyver,4,0,0,0,0.4,0.0,0.0,0.0,7,1,0.798,0.86,2962,9097
paykroyd,takluyver,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.75,0.86,14,9097
fperez,paykroyd,4,0,0,0,0.4,0.0,0.0,0.0,7,1,0.798,0.75,2962,14
fperez,minrk,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.798,0.859,2962,9085
fperez,ipython,2,8,0,2,0.17,0.67,0.0,0.17,13,1,0.798,0.819,2962,138
fperez,ipython,27,1,0,5,0.53,0.02,0.0,0.1,20,1,0.798,0.819,2962,138
ipython,takluyver,11,0,0,0,0.65,0.0,0.0,0.0,18,1,0.819,0.86,138,9097
fperez,takluyver,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.798,0.86,2962,9097
jrus,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.86,4,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
ipython,jrus,11,0,0,0,0.65,0.0,0.0,0.0,18,1,0.819,1.0,138,4
fperez,jrus,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.798,1.0,2962,4
ipython,minrk,11,0,0,0,0.65,0.0,0.0,0.0,18,1,0.819,0.859,138,9085
fperez,minrk,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.798,0.859,2962,9085
jrus,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.859,4,9085
ellisonbg,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.797,0.86,3891,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
ellisonbg,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.797,0.859,3891,9085
fperez,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.798,0.86,2962,9097
fperez,ipython,2,3,0,2,0.07,0.1,0.0,0.07,11,1,0.798,0.819,2962,138
dwf,ipython,5,0,0,0,0.83,0.0,0.0,0.0,7,1,0.745,0.819,60,138
ipython,minrk,16,0,0,1,0.67,0.0,0.0,0.04,10,1,0.819,0.859,138,9085
fperez,minrk,2,3,0,2,0.1,0.15,0.0,0.1,9,1,0.798,0.859,2962,9085
dwf,minrk,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.745,0.859,60,9085
dwf,fperez,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.745,0.798,60,2962
ipython,takluyver,5,0,0,0,0.83,0.0,0.0,0.0,7,1,0.819,0.86,138,9097
minrk,takluyver,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.859,0.86,9085,9097
fperez,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.798,0.86,2962,9097
dwf,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.745,0.86,60,9097
minrk,takluyver,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.859,0.86,9085,9097
emaror,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,4,138
fperez,ipython,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.798,0.819,2962,138
bfroehle,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.898,0.819,859,138
ipython,tknbamn,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,1.0,138,4
emaror,tknbamn,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,4,4
fperez,tknbamn,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.798,1.0,2962,4
bfroehle,tknbamn,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.898,1.0,859,4
bfroehle,emaror,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.898,1.0,859,4
emaror,fperez,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.798,4,2962
bfroehle,fperez,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.898,0.798,859,2962
fperez,ipython,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.819,2962,138
ipython,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
fperez,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.86,2962,9097
ipython,Shougo,4,0,0,0,0.5,0.0,0.0,0.0,6,1,0.819,0.5,138,3
methane,Shougo,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.8,0.5,8,3
minrk,Shougo,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.859,0.5,9085,3
ipython,methane,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.819,0.8,138,8
ipython,minrk,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.819,0.859,138,9085
methane,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.8,0.859,8,9085
batz,ipython,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.819,2,138
fperez,ipython,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.798,0.819,2962,138
batz,fperez,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.798,2,2962
fperez,ipython,7,0,0,0,0.64,0.0,0.0,0.0,12,1,0.798,0.819,2962,138
ipython,takluyver,7,0,0,0,0.64,0.0,0.0,0.0,12,1,0.819,0.86,138,9097
fperez,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.86,2962,9097
minrk,tomspur,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.736,9085,63
fperez,ipython,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.819,2962,138
ipython,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
fperez,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.86,2962,9097
Carreau,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,0.819,8113,138
fperez,ipython,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.798,0.819,2962,138
ipython,takluyver,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.819,0.86,138,9097
fperez,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.86,2962,9097
ipython,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
ellisonbg,ipython,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.797,0.819,3891,138
ipython,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.859,138,9085
ivanov,minrk,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.908,0.859,1619,9085
ipython,ivanov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.819,0.908,138,1619
ipython,takluyver,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.819,0.86,138,9097
ipython,takluyver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,0.86,138,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
ipython,minrk,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,0.859,138,9085
ipython,takluyver,6,0,0,0,0.86,0.0,0.0,0.0,8,1,0.819,0.86,138,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
ipython,minrk,6,0,0,0,0.86,0.0,0.0,0.0,8,1,0.819,0.859,138,9085
ipython,takluyver,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.819,0.86,138,9097
fperez,ipython,1,0,1,0,1.0,0.0,1.0,0.0,2,1,0.798,0.819,2962,138
fperez,ipython,3,0,0,0,0.38,0.0,0.0,0.0,9,1,0.798,0.819,2962,138
ipython,nealmcb,3,0,0,0,0.38,0.0,0.0,0.0,9,1,0.819,0.8,138,45
fperez,nealmcb,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.798,0.8,2962,45
haosdent,ipython,8,2,1,1,0.4,0.1,0.05,0.05,9,1,0.75,0.819,3,138
ipython,xiaket,3,0,0,0,0.6,0.0,0.0,0.0,6,1,0.819,1.0,138,3
takluyver,xiaket,4,0,0,0,0.8,0.0,0.0,0.0,6,1,0.86,1.0,9097,3
haosdent,xiaket,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.75,1.0,3,3
ipython,takluyver,13,1,0,1,0.52,0.04,0.0,0.04,10,1,0.819,0.86,138,9097
haosdent,takluyver,9,1,0,1,0.45,0.05,0.0,0.05,9,1,0.75,0.86,3,9097
fperez,ipython,4,0,0,0,0.5,0.0,0.0,0.0,6,1,0.798,0.819,2962,138
ipython,minrk,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.819,0.859,138,9085
fperez,minrk,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.798,0.859,2962,9085
ipython,takluyver,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.819,0.86,138,9097
fperez,takluyver,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.798,0.86,2962,9097
minrk,takluyver,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,0.86,9085,9097
ipython,minrk,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.819,0.859,138,9085
fperez,ipython,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.798,0.819,2962,138
daf,ipython,2,1,0,2,0.67,0.33,0.0,0.67,4,1,0.5,0.819,28,138
dellis23,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,15,138
fletom,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,15,138
bkvirendra,ipython,0,1,0,0,0.0,0.5,0.0,0.0,3,1,1.0,0.819,15,138
Carreau,ipython,1,0,0,1,1.0,0.0,0.0,1.0,2,1,0.845,0.819,8113,138
blackball,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,16,138
anfedorov,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,15,138
Erotemic,ipython,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.819,25,138
daf,fperez,0,0,0,0,0.0,0.0,0.0,0.0,6,1,0.5,0.798,28,2962
dellis23,fperez,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.798,15,2962
fletom,fperez,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.798,15,2962
bkvirendra,fperez,3,0,0,0,0.5,0.0,0.0,0.0,5,1,1.0,0.798,15,2962
Carreau,fperez,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.845,0.798,8113,2962
blackball,fperez,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.798,16,2962
anfedorov,fperez,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.798,15,2962
Erotemic,fperez,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.798,25,2962
ipython,takluyver,3,0,0,3,0.38,0.0,0.0,0.38,9,1,0.819,0.86,138,9097
fperez,takluyver,15,0,0,0,0.62,0.0,0.0,0.0,11,1,0.798,0.86,2962,9097
daf,takluyver,6,3,0,6,0.25,0.12,0.0,0.25,11,1,0.5,0.86,28,9097
liokm,takluyver,10,3,0,0,0.42,0.12,0.0,0.0,11,1,1.0,0.86,15,9097
dellis23,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,15,9097
fletom,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,15,9097
JoeZ99,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,15,9097
reverie,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,15,9097
bkvirendra,takluyver,5,3,0,0,0.31,0.19,0.0,0.0,10,1,1.0,0.86,15,9097
minrk,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,0.859,0.86,9085,9097
Carreau,takluyver,3,0,0,3,0.38,0.0,0.0,0.38,9,1,0.845,0.86,8113,9097
philippschw,takluyver,3,0,0,3,0.38,0.0,0.0,0.38,9,1,0.0,0.86,15,9097
blackball,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,16,9097
anfedorov,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,15,9097
Erotemic,takluyver,5,0,0,0,0.62,0.0,0.0,0.0,9,1,1.0,0.86,25,9097
bkvirendra,daf,1,2,1,0,0.17,0.33,0.17,0.0,5,1,1.0,0.5,15,28
Carreau,daf,2,1,0,2,0.67,0.33,0.0,0.67,4,1,0.845,0.5,8113,28
blackball,daf,0,0,0,0,0.0,0.0,0.0,0.0,4,1,1.0,0.5,16,28
anfedorov,daf,0,0,0,0,0.0,0.0,0.0,0.0,4,1,1.0,0.5,15,28
ipython,liokm,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.819,1.0,138,15
fperez,liokm,6,0,0,0,0.67,0.0,0.0,0.0,6,1,0.798,1.0,2962,15
daf,liokm,1,2,1,0,0.11,0.22,0.11,0.0,6,1,0.5,1.0,28,15
dellis23,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,15,15
fletom,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,15,15
JoeZ99,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,15,15
bkvirendra,liokm,3,0,1,0,0.5,0.0,0.17,0.0,5,1,1.0,1.0,15,15
Carreau,liokm,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.845,1.0,8113,15
blackball,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,16,15
anfedorov,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,15,15
Erotemic,liokm,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,25,15
daf,dellis23,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,1.0,28,15
bkvirendra,dellis23,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,15
Carreau,dellis23,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,1.0,8113,15
blackball,dellis23,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,16,15
anfedorov,dellis23,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
daf,fletom,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,1.0,28,15
dellis23,fletom,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
bkvirendra,fletom,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,15
Carreau,fletom,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,1.0,8113,15
blackball,fletom,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,16,15
anfedorov,fletom,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
Erotemic,fletom,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,25,15
ipython,JoeZ99,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,1.0,138,15
fperez,JoeZ99,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.798,1.0,2962,15
daf,JoeZ99,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,1.0,28,15
dellis23,JoeZ99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
fletom,JoeZ99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
bkvirendra,JoeZ99,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,15
Carreau,JoeZ99,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,1.0,8113,15
blackball,JoeZ99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,16,15
anfedorov,JoeZ99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
Erotemic,JoeZ99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,25,15
ipython,reverie,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,1.0,138,15
fperez,reverie,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.798,1.0,2962,15
daf,reverie,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,1.0,28,15
liokm,reverie,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,1.0,15,15
dellis23,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
fletom,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
JoeZ99,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
bkvirendra,reverie,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,15
minrk,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.859,1.0,9085,15
Carreau,reverie,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.845,1.0,8113,15
philippschw,reverie,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,1.0,15,15
blackball,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,16,15
anfedorov,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,15,15
Erotemic,reverie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,25,15
anfedorov,bkvirendra,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,15
ipython,minrk,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.819,0.859,138,9085
fperez,minrk,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.798,0.859,2962,9085
daf,minrk,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.5,0.859,28,9085
liokm,minrk,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,0.859,15,9085
