"name1","name2","issue_num","p1","p2"
"lucasjcm","tyleha","3270","2","2"
"geekan","tyleha","3270","2","2"
"tjg17","tyleha","3270","2","2"
"kprinceing","tyleha","3270","2","2"
"jens-k","tyleha","3270","2","2"
"JanetMatsen","tyleha","3270","2","2"
"camcompco","tyleha","3270","2","2"
"abrahamneben","tyleha","3270","2","2"
"kevindavenport","scaledev","3270","2","2"
"hargriffle","scaledev","3270","2","2"
"Carreau","scaledev","3270","2","2"
"benjaminhaley","scaledev","3270","2","2"
"ravikant0909","scaledev","3270","2","2"
"chris-zen","scaledev","3270","2","2"
"DavidPowell","scaledev","3270","2","2"
"bbalaji-ucsd","scaledev","3270","2","2"
"denfromufa","scaledev","3270","2","2"
"jameshensman","scaledev","3270","2","2"
"jwdink","scaledev","3270","2","2"
"joelmo","scaledev","3270","0","2"
"fperez","scaledev","3270","1","2"
"bill10","scaledev","3270","2","2"
"amaatouq","scaledev","3270","2","2"
"peacesoldier777","scaledev","3270","2","2"
"lucasjcm","scaledev","3270","2","2"
"geekan","scaledev","3270","2","2"
"kprinceing","scaledev","3270","2","2"
"jens-k","scaledev","3270","2","2"
"JanetMatsen","scaledev","3270","2","2"
"camcompco","scaledev","3270","2","2"
"abrahamneben","scaledev","3270","2","2"
"bbalaji-ucsd","benjaminhaley","3270","2","2"
"amaatouq","benjaminhaley","3270","2","2"
"abrahamneben","benjaminhaley","3270","2","2"
"kevindavenport","ravikant0909","3270","2","2"
"hargriffle","ravikant0909","3270","2","2"
"Carreau","ravikant0909","3270","2","2"
"benjaminhaley","ravikant0909","3270","2","2"
"chris-zen","ravikant0909","3270","2","2"
"DavidPowell","ravikant0909","3270","2","2"
"bbalaji-ucsd","ravikant0909","3270","2","2"
"denfromufa","ravikant0909","3270","2","2"
"jameshensman","ravikant0909","3270","2","2"
"jwdink","ravikant0909","3270","2","2"
"joelmo","ravikant0909","3270","0","2"
"fperez","ravikant0909","3270","1","2"
"bill10","ravikant0909","3270","2","2"
"amaatouq","ravikant0909","3270","2","2"
"peacesoldier777","ravikant0909","3270","2","2"
"lucasjcm","ravikant0909","3270","2","2"
"geekan","ravikant0909","3270","2","2"
"kprinceing","ravikant0909","3270","2","2"
"jens-k","ravikant0909","3270","2","2"
"JanetMatsen","ravikant0909","3270","2","2"
"camcompco","ravikant0909","3270","2","2"
"abrahamneben","ravikant0909","3270","2","2"
"Carreau","chris-zen","3270","2","2"
"benjaminhaley","chris-zen","3270","2","2"
"bbalaji-ucsd","chris-zen","3270","2","2"
"bill10","chris-zen","3270","2","2"
"amaatouq","chris-zen","3270","2","2"
"camcompco","chris-zen","3270","2","2"
"abrahamneben","chris-zen","3270","2","2"
"Carreau","DavidPowell","3270","2","2"
"benjaminhaley","DavidPowell","3270","2","2"
"chris-zen","DavidPowell","3270","2","2"
"bbalaji-ucsd","DavidPowell","3270","2","2"
"bill10","DavidPowell","3270","2","2"
"amaatouq","DavidPowell","3270","2","2"
"camcompco","DavidPowell","3270","2","2"
"abrahamneben","DavidPowell","3270","2","2"
"staticfloat","timstaley","3270","1","2"
"kevindavenport","timstaley","3270","2","2"
"hargriffle","timstaley","3270","2","2"
"Carreau","timstaley","3270","2","2"
"sealauren","timstaley","3270","1","2"
"scaledev","timstaley","3270","2","2"
"benjaminhaley","timstaley","3270","2","2"
"ravikant0909","timstaley","3270","2","2"
"chris-zen","timstaley","3270","2","2"
"DavidPowell","timstaley","3270","2","2"
"bbalaji-ucsd","timstaley","3270","2","2"
"denfromufa","timstaley","3270","2","2"
"jameshensman","timstaley","3270","2","2"
"jwdink","timstaley","3270","2","2"
"joelmo","timstaley","3270","0","2"
"fperez","timstaley","3270","1","2"
"bill10","timstaley","3270","2","2"
"amaatouq","timstaley","3270","2","2"
"skeller88","timstaley","3270","2","2"
"peacesoldier777","timstaley","3270","2","2"
"lucasjcm","timstaley","3270","2","2"
"geekan","timstaley","3270","2","2"
"kprinceing","timstaley","3270","2","2"
"jens-k","timstaley","3270","2","2"
"JanetMatsen","timstaley","3270","2","2"
"camcompco","timstaley","3270","2","2"
"abrahamneben","timstaley","3270","2","2"
"amaatouq","bbalaji-ucsd","3270","2","2"
"abrahamneben","bbalaji-ucsd","3270","2","2"
"Carreau","denfromufa","3270","2","2"
"benjaminhaley","denfromufa","3270","2","2"
"chris-zen","denfromufa","3270","2","2"
"DavidPowell","denfromufa","3270","2","2"
"bbalaji-ucsd","denfromufa","3270","2","2"
"bill10","denfromufa","3270","2","2"
"amaatouq","denfromufa","3270","2","2"
"camcompco","denfromufa","3270","2","2"
"abrahamneben","denfromufa","3270","2","2"
"hargriffle","jameshensman","3270","2","2"
"Carreau","jameshensman","3270","2","2"
"benjaminhaley","jameshensman","3270","2","2"
"chris-zen","jameshensman","3270","2","2"
"DavidPowell","jameshensman","3270","2","2"
"bbalaji-ucsd","jameshensman","3270","2","2"
"denfromufa","jameshensman","3270","2","2"
"fperez","jameshensman","3270","1","2"
"bill10","jameshensman","3270","2","2"
"amaatouq","jameshensman","3270","2","2"
"geekan","jameshensman","3270","2","2"
"camcompco","jameshensman","3270","2","2"
"abrahamneben","jameshensman","3270","2","2"
"hargriffle","jwdink","3270","2","2"
"Carreau","jwdink","3270","2","2"
"benjaminhaley","jwdink","3270","2","2"
"chris-zen","jwdink","3270","2","2"
"DavidPowell","jwdink","3270","2","2"
"bbalaji-ucsd","jwdink","3270","2","2"
"denfromufa","jwdink","3270","2","2"
"jameshensman","jwdink","3270","2","2"
"joelmo","jwdink","3270","0","2"
"fperez","jwdink","3270","1","2"
"bill10","jwdink","3270","2","2"
"amaatouq","jwdink","3270","2","2"
"geekan","jwdink","3270","2","2"
"jens-k","jwdink","3270","2","2"
"JanetMatsen","jwdink","3270","2","2"
"camcompco","jwdink","3270","2","2"
"abrahamneben","jwdink","3270","2","2"
"hargriffle","joelmo","3270","2","0"
"Carreau","joelmo","3270","2","0"
"benjaminhaley","joelmo","3270","2","0"
"chris-zen","joelmo","3270","2","0"
"DavidPowell","joelmo","3270","2","0"
"bbalaji-ucsd","joelmo","3270","2","0"
"denfromufa","joelmo","3270","2","0"
"jameshensman","joelmo","3270","2","0"
"fperez","joelmo","3270","1","0"
"bill10","joelmo","3270","2","0"
"amaatouq","joelmo","3270","2","0"
"geekan","joelmo","3270","2","0"
"jens-k","joelmo","3270","2","0"
"JanetMatsen","joelmo","3270","2","0"
"camcompco","joelmo","3270","2","0"
"abrahamneben","joelmo","3270","2","0"
"Carreau","fperez","3270","2","1"
"benjaminhaley","fperez","3270","2","1"
"chris-zen","fperez","3270","2","1"
"DavidPowell","fperez","3270","2","1"
"bbalaji-ucsd","fperez","3270","2","1"
"denfromufa","fperez","3270","2","1"
"bill10","fperez","3270","2","1"
"amaatouq","fperez","3270","2","1"
"camcompco","fperez","3270","2","1"
"abrahamneben","fperez","3270","2","1"
"benjaminhaley","bill10","3270","2","2"
"bbalaji-ucsd","bill10","3270","2","2"
"amaatouq","bill10","3270","2","2"
"abrahamneben","bill10","3270","2","2"
"abrahamneben","amaatouq","3270","2","2"
"kevindavenport","skeller88","3270","2","2"
"hargriffle","skeller88","3270","2","2"
"Carreau","skeller88","3270","2","2"
"sealauren","skeller88","3270","1","2"
"scaledev","skeller88","3270","2","2"
"benjaminhaley","skeller88","3270","2","2"
"ravikant0909","skeller88","3270","2","2"
"chris-zen","skeller88","3270","2","2"
"DavidPowell","skeller88","3270","2","2"
"bbalaji-ucsd","skeller88","3270","2","2"
"denfromufa","skeller88","3270","2","2"
"jameshensman","skeller88","3270","2","2"
"jwdink","skeller88","3270","2","2"
"joelmo","skeller88","3270","0","2"
"fperez","skeller88","3270","1","2"
"bill10","skeller88","3270","2","2"
"amaatouq","skeller88","3270","2","2"
"peacesoldier777","skeller88","3270","2","2"
"lucasjcm","skeller88","3270","2","2"
"geekan","skeller88","3270","2","2"
"kprinceing","skeller88","3270","2","2"
"jens-k","skeller88","3270","2","2"
"JanetMatsen","skeller88","3270","2","2"
"camcompco","skeller88","3270","2","2"
"abrahamneben","skeller88","3270","2","2"
"kevindavenport","peacesoldier777","3270","2","2"
"hargriffle","peacesoldier777","3270","2","2"
"Carreau","peacesoldier777","3270","2","2"
"benjaminhaley","peacesoldier777","3270","2","2"
"chris-zen","peacesoldier777","3270","2","2"
"DavidPowell","peacesoldier777","3270","2","2"
"bbalaji-ucsd","peacesoldier777","3270","2","2"
"denfromufa","peacesoldier777","3270","2","2"
"jameshensman","peacesoldier777","3270","2","2"
"jwdink","peacesoldier777","3270","2","2"
"joelmo","peacesoldier777","3270","0","2"
"fperez","peacesoldier777","3270","1","2"
"bill10","peacesoldier777","3270","2","2"
"amaatouq","peacesoldier777","3270","2","2"
"lucasjcm","peacesoldier777","3270","2","2"
"geekan","peacesoldier777","3270","2","2"
"kprinceing","peacesoldier777","3270","2","2"
"jens-k","peacesoldier777","3270","2","2"
"JanetMatsen","peacesoldier777","3270","2","2"
"camcompco","peacesoldier777","3270","2","2"
"abrahamneben","peacesoldier777","3270","2","2"
"kevindavenport","lucasjcm","3270","2","2"
"hargriffle","lucasjcm","3270","2","2"
"Carreau","lucasjcm","3270","2","2"
"benjaminhaley","lucasjcm","3270","2","2"
"chris-zen","lucasjcm","3270","2","2"
"DavidPowell","lucasjcm","3270","2","2"
"bbalaji-ucsd","lucasjcm","3270","2","2"
"denfromufa","lucasjcm","3270","2","2"
"jameshensman","lucasjcm","3270","2","2"
"jwdink","lucasjcm","3270","2","2"
"joelmo","lucasjcm","3270","0","2"
"fperez","lucasjcm","3270","1","2"
"bill10","lucasjcm","3270","2","2"
"amaatouq","lucasjcm","3270","2","2"
"geekan","lucasjcm","3270","2","2"
"kprinceing","lucasjcm","3270","2","2"
"jens-k","lucasjcm","3270","2","2"
"JanetMatsen","lucasjcm","3270","2","2"
"camcompco","lucasjcm","3270","2","2"
"abrahamneben","lucasjcm","3270","2","2"
"Carreau","geekan","3270","2","2"
"benjaminhaley","geekan","3270","2","2"
"chris-zen","geekan","3270","2","2"
"DavidPowell","geekan","3270","2","2"
"bbalaji-ucsd","geekan","3270","2","2"
"denfromufa","geekan","3270","2","2"
"fperez","geekan","3270","1","2"
"bill10","geekan","3270","2","2"
"amaatouq","geekan","3270","2","2"
"camcompco","geekan","3270","2","2"
"abrahamneben","geekan","3270","2","2"
"staticfloat","tjg17","3270","1","2"
"kevindavenport","tjg17","3270","2","2"
"hargriffle","tjg17","3270","2","2"
"Carreau","tjg17","3270","2","2"
"sealauren","tjg17","3270","1","2"
"scaledev","tjg17","3270","2","2"
"benjaminhaley","tjg17","3270","2","2"
"ravikant0909","tjg17","3270","2","2"
"chris-zen","tjg17","3270","2","2"
"DavidPowell","tjg17","3270","2","2"
"timstaley","tjg17","3270","2","2"
"bbalaji-ucsd","tjg17","3270","2","2"
"denfromufa","tjg17","3270","2","2"
"jameshensman","tjg17","3270","2","2"
"jwdink","tjg17","3270","2","2"
"joelmo","tjg17","3270","0","2"
"fperez","tjg17","3270","1","2"
"bill10","tjg17","3270","2","2"
"amaatouq","tjg17","3270","2","2"
"skeller88","tjg17","3270","2","2"
"peacesoldier777","tjg17","3270","2","2"
"lucasjcm","tjg17","3270","2","2"
"geekan","tjg17","3270","2","2"
"kprinceing","tjg17","3270","2","2"
"jens-k","tjg17","3270","2","2"
"JanetMatsen","tjg17","3270","2","2"
"camcompco","tjg17","3270","2","2"
"abrahamneben","tjg17","3270","2","2"
"kevindavenport","kprinceing","3270","2","2"
"hargriffle","kprinceing","3270","2","2"
"Carreau","kprinceing","3270","2","2"
"benjaminhaley","kprinceing","3270","2","2"
"chris-zen","kprinceing","3270","2","2"
"DavidPowell","kprinceing","3270","2","2"
"bbalaji-ucsd","kprinceing","3270","2","2"
"denfromufa","kprinceing","3270","2","2"
"jameshensman","kprinceing","3270","2","2"
"jwdink","kprinceing","3270","2","2"
"joelmo","kprinceing","3270","0","2"
"fperez","kprinceing","3270","1","2"
"bill10","kprinceing","3270","2","2"
"amaatouq","kprinceing","3270","2","2"
"geekan","kprinceing","3270","2","2"
"jens-k","kprinceing","3270","2","2"
"JanetMatsen","kprinceing","3270","2","2"
"camcompco","kprinceing","3270","2","2"
"abrahamneben","kprinceing","3270","2","2"
"hargriffle","jens-k","3270","2","2"
"Carreau","jens-k","3270","2","2"
"benjaminhaley","jens-k","3270","2","2"
"chris-zen","jens-k","3270","2","2"
"DavidPowell","jens-k","3270","2","2"
"bbalaji-ucsd","jens-k","3270","2","2"
"denfromufa","jens-k","3270","2","2"
"jameshensman","jens-k","3270","2","2"
"fperez","jens-k","3270","1","2"
"bill10","jens-k","3270","2","2"
"amaatouq","jens-k","3270","2","2"
"geekan","jens-k","3270","2","2"
"JanetMatsen","jens-k","3270","2","2"
"camcompco","jens-k","3270","2","2"
"abrahamneben","jens-k","3270","2","2"
"hargriffle","JanetMatsen","3270","2","2"
"Carreau","JanetMatsen","3270","2","2"
"benjaminhaley","JanetMatsen","3270","2","2"
"chris-zen","JanetMatsen","3270","2","2"
"DavidPowell","JanetMatsen","3270","2","2"
"bbalaji-ucsd","JanetMatsen","3270","2","2"
"denfromufa","JanetMatsen","3270","2","2"
"jameshensman","JanetMatsen","3270","2","2"
"fperez","JanetMatsen","3270","1","2"
"bill10","JanetMatsen","3270","2","2"
"amaatouq","JanetMatsen","3270","2","2"
"geekan","JanetMatsen","3270","2","2"
"camcompco","JanetMatsen","3270","2","2"
"abrahamneben","JanetMatsen","3270","2","2"
"benjaminhaley","camcompco","3270","2","2"
"bbalaji-ucsd","camcompco","3270","2","2"
"bill10","camcompco","3270","2","2"
"amaatouq","camcompco","3270","2","2"
"abrahamneben","camcompco","3270","2","2"
"ivanov","takluyver","3271","2","1"
"ahmadia","minrk","3274","02","22222"
"ellisonbg","minrk","3275","22221","02021"
"ellisonbg","takluyver","3275","22221","01"
"minrk","takluyver","3275","02021","01"
"bfroehle","tkf","3276","2","021"
"function2","tkf","3276","2","021"
"minrk","tkf","3276","2","021"
"ellisonbg","tkf","3276","2","021"
"fperez","tkf","3276","11","021"
"bfroehle","function2","3276","2","2"
"ellisonbg","function2","3276","2","2"
"fperez","function2","3276","11","2"
"bfroehle","minrk","3276","2","2"
"function2","minrk","3276","2","2"
"ellisonbg","minrk","3276","2","2"
"fperez","minrk","3276","11","2"
"bfroehle","ellisonbg","3276","2","2"
"bfroehle","fperez","3276","2","11"
"ellisonbg","fperez","3276","2","11"
"bfroehle","ellisonbg","3277","2","2"
"amitkot","Carreau","3278","2","2"
"Carreau","ronenabr","3278","2","2"
"amitkot","ronenabr","3278","2","2"
"gnestor","ronenabr","3278","2","2"
"Carreau","gnestor","3278","2","2"
"amitkot","gnestor","3278","2","2"
"damianavila","minrk","3279","1","22"
"ellisonbg","minrk","3282","2","22"
"ahmadia","minrk","3283","022","0222"
"jniedziela","minrk","3283","01","0222"
"ahmadia","jniedziela","3283","022","01"
"minrk","rkern","3284","121","2"
"fperez","rkern","3284","1","2"
"bfroehle","rkern","3284","12","2"
"ellisonbg","rkern","3284","2","2"
"fperez","minrk","3284","1","121"
"bfroehle","minrk","3284","12","121"
"ellisonbg","minrk","3284","2","121"
"rkern","tkf","3284","2","0"
"minrk","tkf","3284","121","0"
"fperez","tkf","3284","1","0"
"bfroehle","tkf","3284","12","0"
"ellisonbg","tkf","3284","2","0"
"bfroehle","fperez","3284","12","1"
"ellisonbg","fperez","3284","2","1"
"bfroehle","ellisonbg","3284","12","2"
"minrk","takluyver","3285","212","20"
"ellisonbg","takluyver","3285","1","20"
"fperez","takluyver","3285","1","20"
"ellisonbg","minrk","3285","1","212"
"fperez","minrk","3285","1","212"
"ellisonbg","fperez","3285","1","1"
"minrk","takluyver","3286","2220","2"
"ellisonbg","takluyver","3286","221","2"
"fperez","takluyver","3286","21","2"
"ellisonbg","minrk","3286","221","2220"
"fperez","minrk","3286","21","2220"
"ellisonbg","fperez","3286","221","21"
"minrk","takluyver","3288","22","2"
"olgabot","takluyver","3288","1","2"
"minrk","olgabot","3288","22","1"
"ahmadia","ganwell","3289","012200","22012"
"ahmadia","minrk","3289","012200","2"
"ganwell","minrk","3289","22012","2"
"chapmanb","minrk","3290","1","21"
"Carreau","minrk","3291","0","2"
"filmor","minrk","3291","22","2"
"ellisonbg","minrk","3291","22","2"
"jankatins","minrk","3291","1","2"
"elgehelge","minrk","3291","2","2"
"Carreau","tkf","3291","0","222"
"minrk","tkf","3291","2","222"
"filmor","tkf","3291","22","222"
"ellisonbg","tkf","3291","22","222"
"jankatins","tkf","3291","1","222"
"elgehelge","tkf","3291","2","222"
"Carreau","filmor","3291","0","22"
"ellisonbg","filmor","3291","22","22"
"elgehelge","filmor","3291","2","22"
"Carreau","ellisonbg","3291","0","22"
"elgehelge","ellisonbg","3291","2","22"
"Carreau","jankatins","3291","0","1"
"filmor","jankatins","3291","22","1"
"ellisonbg","jankatins","3291","22","1"
"elgehelge","jankatins","3291","2","1"
"Carreau","elgehelge","3291","0","2"
"kjemmett","minrk","3292","2","2"
"minrk","singleterry","3293","222","0111"
"pvlastaridis","singleterry","3293","1","0111"
"minrk","pvlastaridis","3293","222","1"
"Carreau","ellisonbg","3294","2","2"
"jankatins","minrk","3295","22220202","22"
"ellisonbg","minrk","3295","0","22"
"filmor","minrk","3295","2","22"
"Carreau","minrk","3295","0","22"
"ellisonbg","jankatins","3295","0","22220202"
"filmor","jankatins","3295","2","22220202"
"Carreau","jankatins","3295","0","22220202"
"Carreau","ellisonbg","3295","0","0"
"ellisonbg","filmor","3295","0","2"
"Carreau","filmor","3295","0","2"
"minrk","paulochf","3295","22","1"
"jankatins","paulochf","3295","22220202","1"
"ellisonbg","paulochf","3295","0","1"
"filmor","paulochf","3295","2","1"
"Carreau","paulochf","3295","0","1"
"minad","minrk","3296","2","22"
"ellisonbg","minrk","3297","10","22"
"jankatins","minrk","3297","22","22"
"ellisonbg","jankatins","3297","10","22"
"Carreau","ellisonbg","3298","0","2"
"ariddell","ellisonbg","3298","12102","2"
"ariddell","Carreau","3298","12102","0"
"ellisonbg","minrk","3298","2","2221"
"Carreau","minrk","3298","0","2221"
"ariddell","minrk","3298","12102","2221"
"2sn","takluyver","3302","112","022"
"Carreau","takluyver","3302","2","022"
"2sn","Carreau","3302","112","2"
"akhmerov","minrk","3303","222222020","222020"
"akhmerov","minrk","3304","11","01"
"Cartroo","minrk","3305","1212","2222"
"cameronneylon","juliantaylor","3306","1","20"
"juliantaylor","minrk","3306","20","1"
"cameronneylon","minrk","3306","1","1"
"lusitania","minrk","3306","2","1"
"juliantaylor","lusitania","3306","20","2"
"cameronneylon","lusitania","3306","1","2"
"Carreau","Cartroo","3307","22220","2"
"Cartroo","minrk","3307","2","22"
"Carreau","minrk","3307","22220","22"
"Cartroo","tkf","3307","2","21"
"Carreau","tkf","3307","22220","21"
"minrk","tkf","3307","22","21"
"Carreau","minrk","3312","0002","20"
"jankatins","minrk","3312","00","20"
"ellisonbg","minrk","3312","0202","20"
"Carreau","jankatins","3312","0002","00"
"ellisonbg","jankatins","3312","0202","00"
"Carreau","ellisonbg","3312","0002","0202"
"minrk","wking","3313","20222022","2201"
"fperez","wking","3313","22","2201"
"Carreau","wking","3313","0","2201"
"ellisonbg","wking","3313","2","2201"
"fperez","minrk","3313","22","20222022"
"Carreau","minrk","3313","0","20222022"
"ellisonbg","minrk","3313","2","20222022"
"Carreau","fperez","3313","0","22"
"ellisonbg","fperez","3313","2","22"
"Carreau","ellisonbg","3313","0","2"
"chasingtheflow","minrk","3314","1","2"
"Carreau","minrk","3319","2122220","1221"
"ccordoba12","minrk","3319","22","1221"
"Carreau","ccordoba12","3319","2122220","22"
"Carreau","minrk","3321","1","2221"
"ellisonbg","minrk","3321","22","2221"
"Carreau","ellisonbg","3321","1","22"
"ellisonbg","ghost","3322","02","020"
"minrk","takluyver","3323","2","2"
"Carreau","ghost","3324","22","020"
"Carreau","takluyver","3324","22","02"
"ghost","takluyver","3324","020","02"
"minrk","takluyver","3324","2","02"
"ivanov","takluyver","3324","2","02"
"Carreau","minrk","3324","22","2"
"ghost","minrk","3324","020","2"
"ivanov","minrk","3324","2","2"
"Carreau","ivanov","3324","22","2"
"ghost","ivanov","3324","020","2"
"Carreau","minrk","3325","1222222","222222202"
"ellisonbg","minrk","3325","2211202","222222202"
"fperez","minrk","3325","02","222222202"
"Carreau","ellisonbg","3325","1222222","2211202"
"Carreau","fperez","3325","1222222","02"
"ellisonbg","fperez","3325","2211202","02"
"GeorgViehoever","minrk","3326","20","22"
"sprevrha","takluyver","3327","11","12"
"Carreau","takluyver","3327","0","12"
"Carreau","sprevrha","3327","0","11"
"1st","minrk","3329","21112","222"
"Carreau","minrk","3329","2","222"
"minrk","takluyver","3329","222","2202"
"1st","takluyver","3329","21112","2202"
"Carreau","takluyver","3329","2","2202"
"1st","Carreau","3329","21112","2"
"AnIrishDuck","takluyver","3330","20","202"
"bfroehle","takluyver","3330","2","202"
"Carreau","takluyver","3330","11","202"
"AnIrishDuck","bfroehle","3330","20","2"
"AnIrishDuck","Carreau","3330","20","11"
"bfroehle","Carreau","3330","2","11"
"ellisonbg","michaelaye","3332","221","2"
"fonnesbeck","michaelaye","3332","2","2"
"ellisonbg","fonnesbeck","3332","221","2"
"jankatins","takluyver","3334","022","002"
"minrk","takluyver","3336","2","2"
"juliantaylor","takluyver","3337","22","1"
"ivanov","takluyver","3338","1","2"
"minrk","takluyver","3338","2","2"
"ivanov","minrk","3338","1","2"
"alexbw","Carreau","3339","1","00"
"Carreau","ellisonbg","3339","00","1"
"alexbw","ellisonbg","3339","1","1"
"certik","ellisonbg","3339","2","1"
"Carreau","takluyver","3339","00","0"
"ellisonbg","takluyver","3339","1","0"
"alexbw","takluyver","3339","1","0"
"certik","takluyver","3339","2","0"
"ivanov","takluyver","3339","2","0"
"Carreau","certik","3339","00","2"
"alexbw","certik","3339","1","2"
"Carreau","ivanov","3339","00","2"
"ellisonbg","ivanov","3339","1","2"
"alexbw","ivanov","3339","1","2"
"certik","ivanov","3339","2","2"
"minrk","takluyver","3342","2","222"
"hohlraum","takluyver","3344","12","2"
"bfroehle","takluyver","3344","2","2"
"bfroehle","hohlraum","3344","2","12"
"amelio-vazquez-reina","takluyver","3345","11","22122"
"christopherhesse","takluyver","3345","2","22122"
"amelio-vazquez-reina","christopherhesse","3345","11","2"
"astrosilverio","minrk","3346","2","1"
"dashesy","minrk","3346","22","1"
"astrosilverio","dashesy","3346","2","22"
"lweberk","minrk","3347","2","2"
"bfroehle","minrk","3349","2","220"
"amitkot","minrk","3349","022","220"
"amitkot","bfroehle","3349","022","2"
"minrk","takluyver","3349","220","2"
"bfroehle","takluyver","3349","2","2"
"amitkot","takluyver","3349","022","2"
"bfroehle","lweberk","3350","221","2"
"ellisonbg","lweberk","3350","2","2"
"fperez","lweberk","3350","1","2"
"bfroehle","ellisonbg","3350","221","2"
"bfroehle","fperez","3350","221","1"
"ellisonbg","fperez","3350","2","1"
"mdboom","minrk","3352","2","2"
"Carreau","minrk","3353","02","2"
"minrk","wolever","3353","2","2"
"Carreau","wolever","3353","02","2"
"fperez","minrk","3354","12","2"
"amit1rrr","Carreau","3355","2","22"
"Carreau","takluyver","3355","22","22"
"fperez","takluyver","3355","1","22"
"minrk","takluyver","3355","2","22"
"diego898","takluyver","3355","2","22"
"amit1rrr","takluyver","3355","2","22"
"Carreau","wolever","3355","22","0"
"takluyver","wolever","3355","22","0"
"fperez","wolever","3355","1","0"
"minrk","wolever","3355","2","0"
"diego898","wolever","3355","2","0"
"amit1rrr","wolever","3355","2","0"
"Carreau","fperez","3355","22","1"
"diego898","fperez","3355","2","1"
"amit1rrr","fperez","3355","2","1"
"Carreau","minrk","3355","22","2"
"fperez","minrk","3355","1","2"
"diego898","minrk","3355","2","2"
"amit1rrr","minrk","3355","2","2"
"Carreau","diego898","3355","22","2"
"amit1rrr","diego898","3355","2","2"
"Carreau","yarikoptic","3355","22","01"
"takluyver","yarikoptic","3355","22","01"
"wolever","yarikoptic","3355","0","01"
"fperez","yarikoptic","3355","1","01"
"minrk","yarikoptic","3355","2","01"
"diego898","yarikoptic","3355","2","01"
"amit1rrr","yarikoptic","3355","2","01"
"Carreau","minrk","3356","2","2"
"Carreau","minrk","3357","202","220"
"Carreau","minrk","3358","22","2"
"klonuo","minrk","3359","2","2"
"kmike","minrk","3360","2","2"
"Carreau","fperez","3361","2222012","22"
"fonnesbeck","fperez","3361","2222","22"
"dpsanders","fperez","3361","2","22"
"Carreau","minrk","3361","2222012","202"
"fperez","minrk","3361","22","202"
"fonnesbeck","minrk","3361","2222","202"
"dpsanders","minrk","3361","2","202"
"malayhm","minrk","3361","2","202"
"Carreau","fonnesbeck","3361","2222012","2222"
"dpsanders","fonnesbeck","3361","2","2222"
"Carreau","dpsanders","3361","2222012","2"
"Carreau","Zsailer","3361","2222012","2"
"fperez","Zsailer","3361","22","2"
"minrk","Zsailer","3361","202","2"
"fonnesbeck","Zsailer","3361","2222","2"
"dpsanders","Zsailer","3361","2","2"
"malayhm","Zsailer","3361","2","2"
"Carreau","malayhm","3361","2222012","2"
"fperez","malayhm","3361","22","2"
"fonnesbeck","malayhm","3361","2222","2"
"dpsanders","malayhm","3361","2","2"
"rddaz2013","takluyver","3362","022","0222"
"minrk","takluyver","3362","2","0222"
"minrk","rddaz2013","3362","2","022"
"blink1073","takluyver","3363","22","222"
"Carreau","ellisonbg","3364","0222221","0"
"ellisonbg","minrk","3364","0","0212"
"Carreau","minrk","3364","0222221","0212"
"fperez","minrk","3364","2","0212"
"ellisonbg","fperez","3364","0","2"
"Carreau","fperez","3364","0222221","2"
"ericjang","minrk","3365","21","20"
"Carreau","minrk","3366","22","21"
"metakermit","minrk","3367","21","2"
"ellisonbg","minrk","3367","2","2"
"ellisonbg","metakermit","3367","2","21"
"Carreau","samuela","3368","21","21"
"Carreau","minrk","3369","212222","222"
"Carreau","minrk","3371","22","2"
"Carreau","minrk","3372","2222","22"
"Carreau","minrk","3373","2","22"
"dashesy","minrk","3374","21221","222222"
"fonnesbeck","minrk","3375","22","2222"
"asmeurer","minrk","3377","0","2"
"asmeurer","rkern","3377","0","2"
"minrk","rkern","3377","2","2"
"minrk","revoltek","3379","2","1"
"Carreau","minrk","3381","22000","22"
"ellisonbg","minrk","3381","100","22"
"ivanov","minrk","3381","2","22"
"chuckdries","minrk","3381","0","22"
"ccordoba12","minrk","3381","10","22"
"dkasak","minrk","3381","020","22"
"kencoken","minrk","3381","2","22"
"Carreau","ellisonbg","3381","22000","100"
"chuckdries","ellisonbg","3381","0","100"
"ccordoba12","ellisonbg","3381","10","100"
"dkasak","ellisonbg","3381","020","100"
"Carreau","ivanov","3381","22000","2"
"ellisonbg","ivanov","3381","100","2"
"chuckdries","ivanov","3381","0","2"
"ccordoba12","ivanov","3381","10","2"
"dkasak","ivanov","3381","020","2"
"Carreau","chuckdries","3381","22000","0"
"ccordoba12","chuckdries","3381","10","0"
"Carreau","ccordoba12","3381","22000","10"
"Carreau","takluyver","3381","22000","2"
"minrk","takluyver","3381","22","2"
"ellisonbg","takluyver","3381","100","2"
"ivanov","takluyver","3381","2","2"
"chuckdries","takluyver","3381","0","2"
"ccordoba12","takluyver","3381","10","2"
"dkasak","takluyver","3381","020","2"
"kencoken","takluyver","3381","2","2"
"Carreau","wjakob","3381","22000","0"
"minrk","wjakob","3381","22","0"
"ellisonbg","wjakob","3381","100","0"
"ivanov","wjakob","3381","2","0"
"chuckdries","wjakob","3381","0","0"
"ccordoba12","wjakob","3381","10","0"
"takluyver","wjakob","3381","2","0"
"dkasak","wjakob","3381","020","0"
"kencoken","wjakob","3381","2","0"
"Carreau","dkasak","3381","22000","020"
"chuckdries","dkasak","3381","0","020"
