name1,name2,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,degree1,degree2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
0x0L,Carreau,0.17,0.17,0.17,0.0,0.5,0.845,1,8113,1,1,1,0,1,5
10p10110111xxi11p00100100,Carreau,0.33,0.17,0.17,0.0,1.0,0.845,6,8113,2,1,1,0,1,5
10p10110111xxi11p00100100,Gorticide,0.0,0.5,0.0,0.0,1.0,0.0,6,6,0,1,0,0,1,3
10p10110111xxi11p00100100,ellisonbg,0.5,0.0,0.0,0.0,1.0,0.797,6,3891,1,0,0,0,1,3
10p10110111xxi11p00100100,ivanov,0.5,0.0,0.0,0.0,1.0,0.9079999999999999,6,1619,1,0,0,0,1,3
10p10110111xxi11p00100100,jstenar,0.5,0.0,0.0,0.0,1.0,0.8170000000000001,6,184,1,0,0,0,1,3
10p10110111xxi11p00100100,r-learner,0.0,0.5,0.0,0.0,1.0,0.0,6,6,0,1,0,0,1,3
1520588207,Carreau,0.33,0.17,0.17,0.0,1.0,0.845,1,8113,2,1,1,0,1,5
1600,EhsanKia,1.0,0.0,0.0,0.0,1.0,0.5,11,14,1,0,0,0,1,2
1600,Kronuz,1.0,0.0,0.0,0.0,1.0,1.0,11,11,1,0,0,0,1,2
1600,RouquinBlanc,1.0,0.0,0.0,0.0,1.0,1.0,11,11,1,0,0,0,1,2
1600,akvadrako,1.0,0.0,0.0,0.0,1.0,1.0,11,13,1,0,0,0,1,2
1600,dfee,1.0,0.0,0.0,0.0,1.0,1.0,11,11,1,0,0,0,1,2
1600,ellisonbg,1.0,0.0,0.0,0.0,1.0,0.797,11,3891,1,0,0,0,1,2
1600,janjur,1.0,0.0,0.0,0.0,1.0,1.0,11,11,1,0,0,0,1,2
1600,juliantaylor,1.0,0.0,0.0,0.0,1.0,0.87,11,221,2,0,0,0,1,3
1600,karolyi,1.0,0.0,0.0,0.0,1.0,1.0,11,11,7,0,0,0,1,8
1600,mrpollo,1.0,0.0,0.0,0.0,1.0,1.0,11,11,1,0,0,0,1,2
1600,takluyver,1.0,0.0,0.0,0.0,1.0,0.86,11,9097,3,0,0,0,1,4
1kastner,ActiveNeuron,0.5,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,3
1kastner,Ashutosh19986,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,BLeila,0.4,0.0,0.0,0.0,1.0,0.6,18,18,2,0,0,0,1,6
1kastner,Carreau,1.0,0.0,0.0,0.0,1.0,0.845,18,8113,2,0,0,0,1,3
1kastner,LunaticKiarra,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,Malaratgithub,0.0,0.0,0.0,0.0,1.0,1.0,18,18,0,0,0,0,1,2
1kastner,No-O-ne,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,abalter,1.0,0.0,0.0,0.0,1.0,1.0,18,18,2,0,0,0,1,3
1kastner,adihk97,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,amnanajib,0.0,0.0,0.0,0.0,1.0,0.0,18,18,0,0,0,0,1,2
1kastner,gzerveas,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,hemanthsavasere,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,ivanov,0.5,0.0,0.0,0.0,1.0,0.9079999999999999,18,1619,1,0,0,0,1,3
1kastner,s13varun,1.0,0.0,0.0,0.0,1.0,1.0,18,36,1,0,0,0,1,2
1kastner,takluyver,0.75,0.0,0.0,0.0,1.0,0.86,18,9097,3,0,0,0,1,5
1kastner,tanejasarthak,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,tarajb,1.0,0.0,0.0,0.0,1.0,1.0,18,18,1,0,0,0,1,2
1kastner,tushar629,0.0,0.0,0.0,0.0,1.0,0.0,18,18,0,0,0,0,1,2
1st,Carreau,0.4,0.0,0.0,0.0,1.0,0.845,3,8113,2,0,0,0,1,6
1st,minrk,0.4,0.0,0.0,0.0,1.0,0.8590000000000001,3,9085,6,0,0,0,1,8
1st,takluyver,0.3,0.15,0.0,0.0,1.0,0.86,3,9097,6,3,0,0,1,9
2DSharp,Carreau,0.5,0.0,0.0,0.0,0.5,0.845,3,8113,4,0,0,0,2,11
2DSharp,aryeksa,1.0,0.0,0.0,0.0,0.5,1.0,3,2,2,0,0,0,1,3
2sn,Carreau,0.33,0.0,0.0,0.0,0.875,0.845,8,8113,1,0,0,0,1,4
2sn,ProbonoBonobo,0.0,0.0,0.0,0.0,0.875,1.0,8,4,0,0,0,0,1,2
2sn,gpotter2,0.33,0.0,0.33,0.0,0.875,0.909,8,11,1,0,1,0,1,4
2sn,juhasch,0.25,0.0,0.0,0.0,0.875,0.889,8,268,1,0,0,0,1,5
2sn,stonebig,0.0,0.0,0.0,0.0,0.875,0.8290000000000001,8,141,0,0,0,0,1,3
