name1,name2,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,degree1,degree2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
06wj,11zouzouzou,0.0,0.0,0.0,0.0,0.955,0.0,36,5,0,0,0,0,1,2
06wj,HypnosNova,1.0,0.0,0.0,0.0,0.955,0.0,36,20,3,0,0,0,2,5
06wj,Mugen87,1.0,0.0,0.0,0.0,0.9549999999999998,0.9179999999999999,36,3513,14,0,0,0,5,17
06wj,TimJeskeSensape,0.33,0.0,0.0,0.0,0.955,0.667,36,3,1,0,0,0,1,4
06wj,WestLangley,0.5333333333333333,0.0,0.16666666666666666,0.0,0.955,0.887,36,2704,26,0,1,0,3,19
06wj,donmccurdy,0.61,0.0,0.0,0.0,0.955,0.8290000000000001,36,1152,5,0,0,0,3,11
06wj,jcyuan,1.0,0.0,0.0,0.0,0.955,0.9,36,18,1,0,0,0,1,2
06wj,linkenneth,0.5,0.0,0.0,0.0,0.955,0.33299999999999996,36,7,1,0,0,0,2,12
06wj,makc,1.0,0.0,0.0,0.0,0.955,0.9540000000000001,36,576,19,0,0,0,2,14
06wj,mrdoob,0.5145454545454545,0.0,0.09090909090909091,0.0,0.955,0.5140000000000001,36,5550,31,0,1,0,11,43
06wj,msimpson,1.0,0.0,0.0,0.0,0.955,0.0,36,23,2,0,0,0,1,3
06wj,pailhead,0.0,0.0,0.0,0.0,0.955,0.9009999999999999,36,392,0,0,0,0,1,4
06wj,takahirox,0.75,0.0,0.0,0.0,0.955,0.878,36,717,9,0,0,0,1,7
06wj,wwbbluesky,0.5,0.0,0.0,0.0,0.955,0.667,36,3,1,0,0,0,1,3
06wj,xincept,0.0,0.0,0.0,0.0,0.955,0.5,36,5,0,0,0,0,1,10
0xor1,gero3,0.33,0.0,0.0,0.0,0.667,0.909,3,195,1,0,0,0,1,4
0xor1,jkeveren,0.33,0.0,0.0,0.0,0.667,0.0,3,3,1,0,0,0,1,4
0xor1,mrdoob,0.33,0.17,0.0,0.17,0.667,0.514,3,5550,2,1,0,1,1,5
11zouzouzou,HypnosNova,0.0,0.0,0.0,0.0,0.0,0.0,5,20,0,0,0,0,1,3
11zouzouzou,Mugen87,0.0,0.0,0.0,0.0,0.0,0.9179999999999999,5,3513,0,0,0,0,1,3
11zouzouzou,WestLangley,0.5,0.0,0.5,0.0,0.0,0.887,5,2704,1,0,1,0,1,3
11zouzouzou,mrdoob,1.0,0.0,1.0,0.0,0.0,0.514,5,5550,1,0,1,0,1,2
1d2d3d,donmccurdy,0.375,0.18,0.01,0.09000000000000001,0.9229999999999999,0.8290000000000001,5,1152,77,6,3,2,2,28
1d2d3d,mrdoob,0.45,0.05,0.05,0.0,0.9229999999999999,0.514,5,5550,20,2,2,0,1,15
1d2d3d,takahirox,0.6599999999999999,0.0,0.0,0.25,0.9229999999999999,0.878,5,717,10,0,0,1,2,15
34997593,mrdoob,1.0,0.0,0.0,0.0,0.0,0.514,2,5550,1,0,0,0,1,2
34997593,yomotsu,0.5,0.0,0.0,0.0,0.0,0.6970000000000001,2,67,1,0,0,0,1,3
39otrebla,Mugen87,0.0,0.0,0.0,0.0,0.0,0.9179999999999999,2,3513,0,0,0,0,1,3
39otrebla,donmccurdy,0.0,0.0,0.0,0.0,0.0,0.8290000000000001,2,1152,0,0,0,0,1,3
3xr,Mugen87,0.0,0.0,0.0,0.0,0.0,0.9179999999999999,1,3513,0,0,0,0,1,3
