name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AlexandreDecan,TomAugspurger,2019-03-04,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AlexandreDecan,WillAyd,2019-02-25,1.0,0.0,0.0,0.0,1.0,1.0,8,0,0,0,1,6
AlexandreDecan,codecov[bot],2018-11-26,1.0,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,5
AlexandreDecan,jbrockmendel,2018-11-26,0.9,0.0,0.0,0.0,0.9,1.0,10,0,0,0,2,11
AlexandreDecan,jreback,2019-04-01,0.5,0.0,0.25,0.0,1.0,1.0,4,0,2,0,1,6
AlexandreDecan,pep8speaks,2018-11-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Alexis-benoist,TomAugspurger,2015-07-27,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Alexis-benoist,jreback,2015-07-27,0.585,0.0,0.0,0.0,1.0,1.0,6,0,0,0,2,9
Alexis-benoist,kawochen,2015-07-27,0.67,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,4
Alexis-benoist,tarikd,2015-07-27,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AlexisMignon,TomAugspurger,2017-05-08,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AlexisMignon,codecov-io,2016-09-19,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AlexisMignon,jreback,2016-12-19,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AlexisMignon,jreback,2017-05-08,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AlistairMills,WillAyd,2018-04-09,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AlistairMills,jreback,2018-04-09,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AllanLRH,TomAugspurger,2019-02-25,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AllanLRH,gfyoung,2019-02-04,0.5,0.0,0.0,0.5,0.0,0.5,1,0,0,1,1,3
AllanLRH,jreback,2019-02-04,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,3
AllenDowney,BranYang,2017-06-12,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AllenDowney,TomAugspurger,2014-05-05,0.5,0.0,0.12,0.0,1.0,1.0,4,0,1,0,1,6
AllenDowney,TomAugspurger,2017-06-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
AllenDowney,TomAugspurger,2017-07-03,0.4,0.0,0.0,0.0,0.4,1.0,4,0,0,0,1,7
AllenDowney,WillAyd,2018-07-09,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AllenDowney,chris-b1,2017-06-12,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AllenDowney,chris-b1,2017-06-26,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,2
AllenDowney,jorisvandenbossche,2014-05-19,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
