"name1","name2","year_week","issue_num","p1","p2"
"jorisvandenbossche","jreback","20153","9237","222","2222"
"jreback","TomAugspurger","20153","9237","2222","22"
"jorisvandenbossche","TomAugspurger","20153","9237","222","22"
"jreback","TomAugspurger","201510","9237","202221","222220"
"jreback","TomAugspurger","201531","9237","2","2"
"jreback","TomAugspurger","201543","9237","2","0"
"jorisvandenbossche","jreback","20153","9239","0","202212"
"jreback","shoyer","20153","9239","202212","2212202"
"mrocklin","shoyer","20153","9239","222","2212202"
"jorisvandenbossche","shoyer","20153","9239","0","2212202"
"jreback","mrocklin","20153","9239","202212","222"
"jorisvandenbossche","mrocklin","20153","9239","0","222"
"jreback","TomAugspurger","20153","9239","202212","21222"
"shoyer","TomAugspurger","20153","9239","2212202","21222"
"mrocklin","TomAugspurger","20153","9239","222","21222"
"jorisvandenbossche","TomAugspurger","20153","9239","0","21222"
"sinhrks","TomAugspurger","20153","9239","2","21222"
"jreback","sinhrks","20153","9239","202212","2"
"shoyer","sinhrks","20153","9239","2212202","2"
"mrocklin","sinhrks","20153","9239","222","2"
"jorisvandenbossche","sinhrks","20153","9239","0","2"
"jorisvandenbossche","TomAugspurger","20154","9239","2","10"
"jreback","TomAugspurger","20155","9239","2","21"
"shoyer","TomAugspurger","20155","9239","1","21"
"jreback","shoyer","20155","9239","2","1"
"jreback","TomAugspurger","20153","9240","2","1"
"jorisvandenbossche","jreback","20153","9241","2","221"
"jreback","vfilimonov","20153","9241","221","21"
"jorisvandenbossche","vfilimonov","20153","9241","2","21"
"jorisvandenbossche","quicknir","20153","9242","1","1"
"jreback","quicknir","20153","9242","2","1"
"jorisvandenbossche","jreback","20153","9242","1","2"
"echu79","jreback","20153","9243","212","22"
"jorisvandenbossche","jreback","20153","9243","2","22"
"echu79","jorisvandenbossche","20153","9243","212","2"
"jreback","nbonnotte","201553","9244","2","2"
"bashtage","jreback","20153","9245","2222","21"
"jennolsen84","jreback","20153","9246","20","222"
"argoneus","filmor","201720","9246","100","02"
"jreback","yarikoptic","20153","9249","22","2"
"gliptak","jreback","201614","9249","22","2"
"FedericoV","jreback","20153","9250","220","222"
"jreback","shoyer","20153","9255","2211","221"
"behzadnouri","jreback","20153","9256","2","21"
"jorisvandenbossche","jreback","20153","9257","1","22"
"jreback","shoyer","20153","9257","22","21"
"jorisvandenbossche","shoyer","20153","9257","1","21"
"jorisvandenbossche","shoyer","20153","9258","2","12"
"jreback","shoyer","20153","9258","122","12"
"jorisvandenbossche","jreback","20153","9258","2","122"
"hugadams","shoyer","20154","9258","1","20"
"jorisvandenbossche","shoyer","20157","9258","2202","20121222222"
"jreback","shoyer","20157","9258","202222","20121222222"
"jorisvandenbossche","jreback","20157","9258","2202","202222"
"FedericoV","jreback","20153","9259","2","22"
"jorisvandenbossche","jvspl","20153","9262","21","1"
"jcjf","jreback","20153","9263","2","22"
"jcjf","jreback","201512","9263","2","2"
"bashtage","jreback","20153","9264","222","2221"
"jreback","rmorgans","20153","9266","1","22"
"axeltidemann","jreback","201528","9266","20","22"
"jreback","TomAugspurger","20153","9268","2","2"
"jreback","xLaszlo","20153","9268","2","1"
"TomAugspurger","xLaszlo","20153","9268","2","1"
"kpweiler","TomAugspurger","201516","9268","22","2"
"behzadnouri","jreback","20153","9269","1","2"
"goretkin","shoyer","201639","9269","2","2"
"jorisvandenbossche","shoyer","201639","9269","2","2"
"goretkin","jorisvandenbossche","201639","9269","2","2"
"eoincondron","jreback","20153","9270","1","22"
"jreback","tvyomkesh","20153","9273","2","222"
"shoyer","TomAugspurger","20153","9274","2","2"
"cswarth","TomAugspurger","20153","9274","1","2"
"cswarth","shoyer","20153","9274","1","2"
"jorisvandenbossche","sinhrks","20153","9278","2","22"
"jorisvandenbossche","TomAugspurger","20153","9278","2","1"
"sinhrks","TomAugspurger","20153","9278","22","1"
"jreback","tvyomkesh","20153","9281","2","2"
"sinhrks","tvyomkesh","20153","9281","2","2"
"jreback","sinhrks","20153","9281","2","2"
"jreback","sinhrks","20153","9282","22","2"
"jreback","sinhrks","20154","9282","2","2"
"jreback","sinhrks","20155","9282","1","2"
"jreback","sinhrks","20153","9283","1","2"
"clham","jreback","20153","9285","2","222"
"jorisvandenbossche","jreback","201510","9285","22","21"
"JohnNapier","jreback","20153","9286","11","221"
"jreback","tvyomkesh","20154","9289","21","1"
"matthew-brett","shoyer","20154","9290","1","2"
"jreback","sinhrks","20154","9291","121","22"
"behzadnouri","jreback","20154","9292","2","2"
"behzadnouri","jreback","20155","9292","1","1"
"kawochen","szeitlin","201540","9294","2","02"
"jreback","szeitlin","201540","9294","2","02"
"szeitlin","TomAugspurger","201540","9294","02","0"
"kawochen","TomAugspurger","201540","9294","2","0"
"jreback","TomAugspurger","201540","9294","2","0"
"jreback","kawochen","201540","9294","2","2"
"randomgambit","szeitlin","201717","9294","20","0"
"jreback","shoyer","20154","9295","2","2"
"Garrett-R","jreback","20154","9296","2","1"
"jreback","rockg","20154","9296","1","1"
"Garrett-R","rockg","20154","9296","2","1"
"cpcloud","jreback","20154","9297","222","2222"
"jreback","shoyer","20154","9297","2222","1"
"cpcloud","shoyer","20154","9297","222","1"
"meloncholy","TomAugspurger","20154","9300","11","2"
"jreback","TomAugspurger","20154","9300","2","2"
"jreback","meloncholy","20154","9300","2","11"
"jankatins","jorisvandenbossche","20154","9301","1","1"
"jorisvandenbossche","jreback","20154","9301","1","1"
"jankatins","jreback","20154","9301","1","1"
"JohnNapier","TomAugspurger","20154","9302","11","222"
"jreback","ledmonster","20154","9304","0","2"
"jreback","sergiopasra","20154","9305","22","1"
"jreback","tlmaloney","20154","9306","2","2222"
"jorisvandenbossche","qwhelan","20154","9307","2","2"
"qwhelan","sinhrks","20157","9307","2","2"
"jreback","TomAugspurger","201511","9307","2","2"
"jreback","qwhelan","201512","9307","2","02"
"Garrett-R","jreback","20154","9308","2022","222202"
"Garrett-R","seth-p","20154","9308","2022","0"
"jreback","seth-p","20154","9308","222202","0"
"Garrett-R","jreback","20157","9308","12","2221"
"Garrett-R","jreback","20158","9308","2","1"
"jreback","tvyomkesh","20154","9309","22","22"
"sinhrks","tvyomkesh","20154","9309","2","22"
"jreback","sinhrks","20154","9309","22","2"
"iwschris","shoyer","20154","9311","2222221021212","22222"
"jreback","shoyer","20154","9311","2","22222"
"iwschris","jreback","20154","9311","2222221021212","2"
"mangecoeur","rockg","20154","9312","000","0002"
"jreback","rockg","20154","9312","22","0002"
"rockg","TomAugspurger","20154","9312","0002","2020"
"mangecoeur","TomAugspurger","20154","9312","000","2020"
"jreback","TomAugspurger","20154","9312","22","2020"
"jreback","mangecoeur","20154","9312","22","000"
"gfyoung","imih","201728","9313","2","22"
"imih","jreback","201728","9313","22","2"
"gfyoung","jreback","201728","9313","2","2"
"Helgeb","shoyer","20154","9315","22","202"
"ayr0","shoyer","20154","9315","2","202"
"ayr0","Helgeb","20154","9315","2","22"
"shoyer","TomAugspurger","20154","9315","202","22"
"Helgeb","TomAugspurger","20154","9315","22","22"
"ayr0","TomAugspurger","20154","9315","2","22"
"jmatejka","shoyer","20156","9315","22","2"
"kay1793","shoyer","20154","9317","221","202"
"jreback","shoyer","20154","9317","0","202"
"shoyer","Skorpeo","20154","9317","202","02"
"kay1793","Skorpeo","20154","9317","221","02"
"jreback","Skorpeo","20154","9317","0","02"
"jreback","kay1793","20154","9317","0","221"
"shoyer","TomAugspurger","20154","9317","202","1"
"Skorpeo","TomAugspurger","20154","9317","02","1"
"kay1793","TomAugspurger","20154","9317","221","1"
"jreback","TomAugspurger","20154","9317","0","1"
"jorisvandenbossche","jreback","20154","9318","2","2"
"jreback","shoyer","20154","9318","2","1"
"jorisvandenbossche","shoyer","20154","9318","2","1"
"jorisvandenbossche","TomAugspurger","20154","9320","2","21"
"aphearin","TomAugspurger","20154","9320","022","21"
"jreback","TomAugspurger","20154","9320","22","21"
"aphearin","jorisvandenbossche","20154","9320","022","2"
"jorisvandenbossche","jreback","20154","9320","2","22"
"aphearin","jreback","20154","9320","022","22"
"code-o-swagger","jorisvandenbossche","201723","9320","1","2"
"shoyer","sinhrks","20156","9321","2","1"
"jorisvandenbossche","shoyer","201526","9321","00","20"
"jreback","shoyer","201535","9321","2","1"
"jorisvandenbossche","jreback","201536","9321","1","22"
"jreback","shoyer","201536","9321","22","02"
"jorisvandenbossche","shoyer","201536","9321","1","02"
"jorisvandenbossche","shoyer","201537","9321","20","21"
"jreback","shoyer","201537","9321","222","21"
"jorisvandenbossche","jreback","201537","9321","20","222"
"jorisvandenbossche","TomAugspurger","201537","9321","20","2"
"shoyer","TomAugspurger","201537","9321","21","2"
"jreback","TomAugspurger","201537","9321","222","2"
"jankatins","jorisvandenbossche","20154","9322","2","12222222200"
"jorisvandenbossche","shoyer","20154","9322","12222222200","2220211212202"
"jreback","shoyer","20154","9322","02220","2220211212202"
"jankatins","shoyer","20154","9322","2","2220211212202"
"jorisvandenbossche","jreback","20154","9322","12222222200","02220"
"jankatins","jreback","20154","9322","2","02220"
"lbillingham","shoyer","20154","9323","21","22"
"jorisvandenbossche","shoyer","20154","9323","22","22"
"ccordoba12","shoyer","20154","9323","0","22"
"jorisvandenbossche","lbillingham","20154","9323","22","21"
"ccordoba12","lbillingham","20154","9323","0","21"
"ccordoba12","jorisvandenbossche","20154","9323","0","22"
"jreback","sirinath","20154","9324","2","2"
"cpaulik","jorisvandenbossche","20154","9325","1","2"
"dalejung","jreback","20154","9326","2","22"
"jreback","twiecki","20154","9326","22","2"
"dalejung","twiecki","20154","9326","2","2"
"rockg","twiecki","20154","9326","2","2"
"jreback","rockg","20154","9326","22","2"
"dalejung","rockg","20154","9326","2","2"
"jreback","TomAugspurger","20154","9327","22","2"
"JohnNapier","jreback","20154","9328","1","22"
"cournape","jreback","20167","9328","2","1"
"benkuhn","shoyer","20154","9329","1","2"
"dalejung","jreback","20154","9330","2","222"
"dalejung","wikiped","20154","9330","2","2"
"jreback","wikiped","20154","9330","222","2"
"brandon-rhodes","dsm054","201513","9330","2","22"
"brandon-rhodes","jreback","201513","9330","2","2"
"dsm054","jreback","201513","9330","22","2"
"jorisvandenbossche","jreback","20154","9331","2222","22"
"jankatins","jreback","20154","9331","222","22"
"jreback","mwaskom","20154","9331","22","1"
"jorisvandenbossche","mwaskom","20154","9331","2222","1"
"jankatins","mwaskom","20154","9331","222","1"
"jreback","shoyer","20154","9331","22","22202"
"mwaskom","shoyer","20154","9331","1","22202"
"jorisvandenbossche","shoyer","20154","9331","2222","22202"
"jankatins","shoyer","20154","9331","222","22202"
"jankatins","jorisvandenbossche","20154","9331","222","2222"
"jreback","TomAugspurger","20154","9331","22","1"
"mwaskom","TomAugspurger","20154","9331","1","1"
"shoyer","TomAugspurger","20154","9331","22202","1"
"jorisvandenbossche","TomAugspurger","20154","9331","2222","1"
"jankatins","TomAugspurger","20154","9331","222","1"
"jreback","shoyer","20157","9331","2","22"
"jorisvandenbossche","shoyer","20157","9331","2","22"
"jorisvandenbossche","jreback","20157","9331","2","2"
"jreback","ledmonster","20154","9332","21","12"
"jreback","mcarans","20154","9334","22","2"
"jreback","TomAugspurger","20154","9334","22","2"
"mcarans","TomAugspurger","20154","9334","2","2"
"graingert","jorisvandenbossche","20154","9335","2","1"
"jreback","tvyomkesh","20154","9338","22","2122"
"rubennj","TomAugspurger","20154","9340","0","2"
"rubennj","shoyer","20158","9340","20","2221"
"jreback","shoyer","20158","9340","2","2221"
"jreback","rubennj","20158","9340","2","20"
"denfromufa","TomAugspurger","201533","9340","2","2"
"shoyer","TomAugspurger","201533","9340","2","2"
"denfromufa","shoyer","201533","9340","2","2"
"denfromufa","shoyer","201534","9340","2022","2122"
"jreback","shoyer","201534","9340","2","2122"
"denfromufa","jreback","201534","9340","2022","2"
"denfromufa","shoyer","201535","9340","20","2"
"denfromufa","jreback","201645","9340","2","2"
"iwschris","shoyer","20155","9345","111","2"
"jreback","shoyer","20155","9345","2","2"
"iwschris","jreback","20155","9345","111","2"
"iwschris","shoyer","20156","9345","212222222","2112"
"jreback","shoyer","20156","9345","2","2112"
"iwschris","jreback","20156","9345","212222222","2"
"iwschris","jreback","20157","9345","221122","21"
"iwschris","shoyer","20157","9345","221122","2"
"jreback","shoyer","20157","9345","21","2"
"jankatins","jreback","20154","9346","222002","22"
"jorisvandenbossche","jreback","20154","9346","0","22"
"jankatins","shoyer","20154","9346","222002","2200"
"jreback","shoyer","20154","9346","22","2200"
"jorisvandenbossche","shoyer","20154","9346","0","2200"
"jankatins","TomAugspurger","20154","9346","222002","2"
"jreback","TomAugspurger","20154","9346","22","2"
"shoyer","TomAugspurger","20154","9346","2200","2"
"jorisvandenbossche","TomAugspurger","20154","9346","0","2"
"jankatins","jorisvandenbossche","20154","9346","222002","0"
"jreback","TomAugspurger","20159","9346","2","2"
"kay1793","TomAugspurger","20159","9346","2","2"
"jreback","kay1793","20159","9346","2","2"
"jreback","shoyer","201510","9346","22","2"
"bashtage","jankatins","20154","9347","0","22221"
"jankatins","shoyer","20154","9347","22221","22"
"bashtage","shoyer","20154","9347","0","22"
"jreback","shoyer","20154","9347","22","22"
"jorisvandenbossche","shoyer","20154","9347","0","22"
"jankatins","jreback","20154","9347","22221","22"
"bashtage","jreback","20154","9347","0","22"
"jorisvandenbossche","jreback","20154","9347","0","22"
"jankatins","jorisvandenbossche","20154","9347","22221","0"
"bashtage","jorisvandenbossche","20154","9347","0","0"
"jorisvandenbossche","jreback","201510","9347","02","2202"
"jankatins","jreback","201510","9347","1","2202"
"jankatins","jorisvandenbossche","201510","9347","1","02"
"CoolRanch29","jreback","201512","9350","2","2"
"CoolRanch29","jreback","201514","9350","0","02"
"CoolRanch29","jreback","201521","9350","2","2"
"ericmjl","TomAugspurger","201521","9351","2","2"
"jreback","ResidentMario","20178","9351","2","2"
"jreback","naught101","201710","9351","2","2"
"naught101","ResidentMario","201710","9351","2","20022"
"jreback","ResidentMario","201710","9351","2","20022"
"jorisvandenbossche","jreback","201711","9351","2","122"
"jreback","ResidentMario","201711","9351","122","22"
"jorisvandenbossche","ResidentMario","201711","9351","2","22"
"jreback","shoyer","20154","9352","2","2"
"femtotrader","jreback","20154","9353","220","22"
"gtnx","jreback","20155","9354","22","2"
"gtnx","jorisvandenbossche","201515","9356","22","1"
"tacaswell","TomAugspurger","20155","9357","2","2"
"shoyer","TomAugspurger","20155","9357","0","2"
"jorisvandenbossche","TomAugspurger","20155","9357","12","2"
"jankatins","TomAugspurger","20155","9357","1","2"
"shoyer","tacaswell","20155","9357","0","2"
"jorisvandenbossche","tacaswell","20155","9357","12","2"
"jankatins","tacaswell","20155","9357","1","2"
"jorisvandenbossche","shoyer","20155","9357","12","0"
"jankatins","shoyer","20155","9357","1","0"
"jankatins","jorisvandenbossche","20155","9357","1","12"
"jorisvandenbossche","jreback","201510","9357","211","22"
"jreback","TomAugspurger","201510","9357","22","1"
"jorisvandenbossche","TomAugspurger","201510","9357","211","1"
"shoyer","TomAugspurger","201510","9357","1","1"
"jreback","shoyer","201510","9357","22","1"
"jorisvandenbossche","shoyer","201510","9357","211","1"
"davidastephens","jreback","201510","9358","2","1"
"jreback","vitiral","20156","9359","2","0"
"jreback","selasley","20155","9360","2121","21"
"glyg","jreback","20155","9361","2","122"
"glyg","jreback","20155","9362","1","11"
"gtnx","jorisvandenbossche","20155","9364","222","2"
"jorisvandenbossche","shoyer","20155","9364","2","2"
"gtnx","shoyer","20155","9364","222","2"
"jreback","shoyer","20155","9364","0","2"
"jorisvandenbossche","jreback","20155","9364","2","0"
"gtnx","jreback","20155","9364","222","0"
"jreback","shoyer","20155","9365","22","1"
"jreback","sturlamolden","20155","9365","22","2"
"shoyer","sturlamolden","20155","9365","1","2"
"bytesemantics","jreback","20155","9366","221","2222"
"mamikonyan","shoyer","20155","9367","01","2"
"jreback","shoyer","20155","9367","2","2"
"jreback","mamikonyan","20155","9367","2","01"
"jreback","shoyer","20155","9368","2","0"
"dmsul","jreback","20155","9369","2","2"
"gliptak","jreback","201617","9369","2212","22"
"dmsul","jbrockmendel","201843","9369","2","20"
"jbrockmendel","jreback","201843","9369","20","2"
"dmsul","jreback","201843","9369","2","2"
"jreback","twiecki","20155","9371","2222","21222"
"dalejung","twiecki","20155","9371","2","21222"
"dalejung","jreback","20155","9371","2","2222"
"jorisvandenbossche","scls19fr","20155","9372","22","22"
"scls19fr","WillAyd","20194","9372","1","2"
"jeffalstott","jreback","20155","9375","1","22"
"cmeeren","jorisvandenbossche","20155","9376","122","2222"
"jorisvandenbossche","jreback","20155","9377","222211","20121"
"cmeeren","jreback","20155","9377","2222212","20121"
"cmeeren","jorisvandenbossche","20155","9377","2222212","222211"
"ibab","jreback","20155","9378","221","222"
"jreback","KonstantinSchubert","201531","9378","2","2"
"ibab","KonstantinSchubert","201531","9378","22","2"
"jorisvandenbossche","KonstantinSchubert","201531","9378","1","2"
"ibab","jreback","201531","9378","22","2"
"jorisvandenbossche","jreback","201531","9378","1","2"
"KonstantinSchubert","tunnell","201531","9378","2","2"
"jreback","tunnell","201531","9378","2","2"
"ibab","tunnell","201531","9378","22","2"
"shoyer","tunnell","201531","9378","0","2"
"jorisvandenbossche","tunnell","201531","9378","1","2"
"KonstantinSchubert","shoyer","201531","9378","2","0"
"jreback","shoyer","201531","9378","2","0"
"ibab","shoyer","201531","9378","22","0"
"jorisvandenbossche","shoyer","201531","9378","1","0"
"ibab","jorisvandenbossche","201531","9378","22","1"
"jason-s","jreback","20155","9379","202","2"
"jason-s","shoyer","20155","9379","202","2"
"jreback","shoyer","20155","9379","2","2"
"jreback","nickeubank","20156","9382","22","10"
"jreback","nickeubank","20157","9382","2","221"
"jorisvandenbossche","jreback","20156","9383","2","2"
"shoyer","sinhrks","20156","9386","1","122"
"jorisvandenbossche","sinhrks","20156","9386","2201","122"
"jorisvandenbossche","shoyer","20156","9386","2201","1"
"shoyer","TomAugspurger","20156","9387","1","1"
"jorisvandenbossche","tvyomkesh","20155","9389","1","2"
"jreback","tvyomkesh","20155","9389","2","2"
"jorisvandenbossche","jreback","20155","9389","1","2"
"jreback","shoyer","20155","9391","2","1"
"jreback","tvyomkesh","20155","9391","2","22"
"shoyer","tvyomkesh","20155","9391","1","22"
"dashesy","jorisvandenbossche","20155","9393","2","2"
"artemyk","dashesy","20156","9393","2","122"
"dashesy","jorisvandenbossche","20156","9393","122","122"
"artemyk","jorisvandenbossche","20156","9393","2","122"
"dashesy","jreback","20156","9393","122","2"
"jorisvandenbossche","jreback","20156","9393","122","2"
"artemyk","jreback","20156","9393","2","2"
"jreback","shoyer","20156","9394","00","2"
"shoyer","thomasj02","20156","9394","2","2202"
"jreback","thomasj02","20156","9394","00","2202"
"larsmans","TomAugspurger","20156","9395","2","1"
"jreback","larsmans","201519","9395","02","22"
"jreback","larsmans","201527","9395","1","1"
"jorisvandenbossche","jreback","20159","9397","2","2"
"cchwala","WillAyd","201836","9397","22","2"
"behzadnouri","shoyer","20156","9398","2","0"
"behzadnouri","jreback","20158","9398","0","2"
"behzadnouri","jreback","20159","9398","2","2"
"jreback","shoyer","20156","9399","2","2"
"seth-p","shoyer","20156","9399","1","2"
"jreback","seth-p","20156","9399","2","1"
"cel4","jorisvandenbossche","20156","9400","2","1"
"jreback","sinhrks","20156","9401","22","222"
"bjmacdonald","jorisvandenbossche","20156","9405","21","2"
"jorisvandenbossche","jreback","20156","9405","2","22"
"bjmacdonald","jreback","20156","9405","21","22"
"jorisvandenbossche","TomAugspurger","20156","9405","2","22"
"jreback","TomAugspurger","20156","9405","22","22"
"bjmacdonald","TomAugspurger","20156","9405","21","22"
"behzadnouri","seth-p","20156","9406","2","21"
"jreback","seth-p","20156","9406","2","21"
"behzadnouri","jreback","20156","9406","2","2"
"jreback","sergeyf","20156","9410","2","1"
"dashesy","jorisvandenbossche","20156","9411","2","211"
"aschneiderman","jreback","20156","9412","1","2"
"jreback","shoyer","20156","9413","2","1"
"leo4183","shoyer","20156","9413","2","1"
"jreback","leo4183","20156","9413","2","2"
"jreback","queise","201612","9413","2","21"
"blbradley","jreback","20156","9415","1","2"
"blbradley","jreback","20157","9415","2","1"
"jreback","shoyer","20156","9416","2","0"
"cel4","shoyer","20156","9417","2","1"
"jorisvandenbossche","shoyer","20156","9417","21","1"
"cel4","jorisvandenbossche","20156","9417","2","21"
"kay1793","porris1000","201511","9420","2","0"
"jreback","shoyer","20156","9422","2","2"
"jreback","max-sixty","20161","9422","2222","2222"
"max-sixty","wholmgren","20161","9422","2222","2"
"jreback","wholmgren","20161","9422","2222","2"
"jorisvandenbossche","max-sixty","20162","9422","2","02"
"kawochen","max-sixty","20162","9422","0","02"
"max-sixty","shoyer","20162","9422","02","22"
"jorisvandenbossche","shoyer","20162","9422","2","22"
"kawochen","shoyer","20162","9422","0","22"
"jorisvandenbossche","kawochen","20162","9422","2","0"
"jreback","maxencedb","20174","9422","2","2"
"jorisvandenbossche","jreback","20179","9422","112","0222"
"jreback","wesm","20179","9422","0222","2"
"jorisvandenbossche","wesm","20179","9422","112","2"
"jorisvandenbossche","lminer","20156","9423","2","22"
"craustin","jreback","20157","9425","2","2"
"jreback","lminer","20156","9426","222","22"
"lminer","philippmuller","201510","9426","2","21"
"hmgaudecker","philippmuller","201510","9426","2","21"
"hmgaudecker","lminer","201510","9426","2","2"
"jreback","sebp","201521","9426","222","2"
"craustin","jreback","201522","9427","2","2"
"jreback","shoyer","201522","9427","2","1"
"craustin","shoyer","201522","9427","2","1"
"behzadnouri","jreback","20156","9429","2","11"
"jreback","pdiffley","20156","9430","2","2"
"jreback","kidphys","20156","9433","2","1"
"jreback","makmanalp","20156","9435","2","0"
"jreback","makmanalp","20157","9435","2","1"
"Eastsun","jreback","201545","9435","2","2"
"johanneshk","jreback","201547","9435","2","2"
"gfyoung","gwerbin","201841","9435","21","22"
"jmatejka","jreback","20157","9438","122","222"
"blbradley","jreback","20156","9440","2","2"
"blbradley","jreback","20157","9440","22222201022","2222"
"jorisvandenbossche","jreback","20157","9440","0","2222"
"blbradley","jorisvandenbossche","20157","9440","22222201022","0"
"blbradley","jreback","20158","9440","22210","2212122"
"sinhrks","TomAugspurger","201514","9441","22","21"
"jreback","shoyer","20156","9442","22","22"
"shoyer","tjcrone","20156","9442","22","22"
"jreback","tjcrone","20156","9442","22","22"
"bitzl","jreback","20157","9443","0","2"
"bitzl","Kodiologist","20157","9443","0","22"
"jreback","Kodiologist","20157","9443","2","22"
"cottrell","jreback","20156","9444","22","2"
"jreback","rnelsonchem","20157","9446","22","0"
"jreback","toobaz","20157","9447","22","0"
"jorisvandenbossche","jreback","20157","9448","2","2"
"jorisvandenbossche","jreback","20157","9449","2","0"
"jorisvandenbossche","shoyer","20157","9450","0","21"
"jnmclarty","shoyer","20157","9450","121","21"
"jreback","shoyer","20157","9450","2","21"
"jnmclarty","jorisvandenbossche","20157","9450","121","0"
"jorisvandenbossche","jreback","20157","9450","0","2"
"jnmclarty","jreback","20157","9450","121","2"
"jnmclarty","jreback","20158","9450","00212222120222","222122"
"jreback","shoyer","20158","9450","222122","11"
"jnmclarty","shoyer","20158","9450","00212222120222","11"
"jreback","schryer","20157","9451","22","22"
"jreback","toobaz","20157","9453","2","0"
"jreback","shoyer","20157","9454","1","2"
"amelio-vazquez-reina","jreback","20157","9455","12221211","222220"
"jreback","ruidc","201534","9456","22","22220"
"jorisvandenbossche","ruidc","201534","9456","22","22220"
"jorisvandenbossche","jreback","201534","9456","22","22"
"jreback","rockg","20157","9457","022","21"
"ian-contiamo","jreback","201728","9457","2","1"
"jreback","MatzeB","20157","9458","22","1"
"jorisvandenbossche","Kodiologist","20157","9459","2","11"
"jreback","Kodiologist","20157","9459","0","11"
"jorisvandenbossche","jreback","20157","9459","2","0"
"jankatins","jreback","20158","9459","0","22"
"jorisvandenbossche","Kodiologist","201510","9459","0","0122"
"jreback","Kodiologist","201510","9459","221","0122"
"jorisvandenbossche","jreback","201510","9459","0","221"
"cottrell","jorisvandenbossche","20157","9460","1","2"
"cottrell","jreback","20157","9461","2","11211"
"ischwabacher","jreback","20157","9462","22","2220"
"jorisvandenbossche","jreback","20157","9463","2","2"
"jreback","sinhrks","20157","9465","2","2"
"jreback","toobaz","20157","9466","22","102"
"ghost","jreback","20157","9468","2","222"
"jeremywhelchel","jreback","20157","9468","2","222"
"ghost","jeremywhelchel","20157","9468","2","2"
"jreback","rockg","20157","9468","222","2"
"ghost","rockg","20157","9468","2","2"
"jeremywhelchel","rockg","20157","9468","2","2"
"jreback","jseabold","20157","9469","22022","222222212"
"jorisvandenbossche","jseabold","20157","9469","2","222222212"
"jorisvandenbossche","jreback","20157","9469","2","22022"
"mgdadv","shoyer","201510","9471","2","0"
"bthyreau","jreback","20157","9472","02","2022"
"jreback","shoyer","20157","9472","2022","0"
"bthyreau","shoyer","20157","9472","02","0"
"jreback","sakurai-youhei","201636","9474","2","0"
"jorisvandenbossche","Zenadix","20157","9476","21","2"
"alan-wong","jreback","20157","9478","222","222"
"cing","shoyer","201516","9481","2","2"
"cing","PH82","201530","9481","2","22"
"Dmoonleo","jreback","201621","9481","2","2"
"cing","mcherkassky","201734","9481","1","22"
"mcherkassky","TomAugspurger","201734","9481","22","2"
"cing","TomAugspurger","201734","9481","1","2"
"jreback","sluo1989","201749","9481","1","2"
"jreback","migdard","20157","9483","2","1"
"jreback","migdard","20158","9483","22","222220"
"bashtage","jreback","20157","9484","222","22"
"jreback","nickeubank","20157","9484","22","00102"
"bashtage","nickeubank","20157","9484","222","00102"
"bashtage","nickeubank","20158","9484","22","21"
"jreback","nickeubank","201519","9484","2","0"
"bashtage","nickeubank","201523","9484","2","2"
"jorisvandenbossche","jreback","20159","9487","1","2"
"anderflash","jreback","20158","9488","1112","20"
"anderflash","rockg","20158","9488","1112","2"
"jreback","rockg","20158","9488","20","2"
"behzadnouri","jreback","20157","9491","2","2"
"behzadnouri","jreback","20158","9491","2","01"
"jreback","seth-p","20157","9492","2","2222"
"bashtage","jreback","20157","9493","2","22"
"bashtage","kshedden","20158","9493","02","1022"
"jreback","kshedden","20158","9493","2","1022"
"bashtage","jreback","20158","9493","02","2"
"jreback","kshedden","20159","9493","12","222"
"jreback","TomAugspurger","20158","9494","22221","2"
"shoyer","TomAugspurger","20158","9494","2","2"
"jreback","wavexx","20158","9494","22221","22"
"TomAugspurger","wavexx","20158","9494","2","22"
"shoyer","wavexx","20158","9494","2","22"
"jreback","shoyer","20158","9494","22221","2"
"TomAugspurger","wavexx","20166","9494","0","1"
"TomAugspurger","wavexx","20158","9495","22","2"
"jreback","vitiral","20158","9502","2","2"
"blbradley","shoyer","20158","9504","20","1"
"blbradley","shoyer","20159","9504","2","121"
"jreback","shoyer","20159","9504","220","121"
"blbradley","jreback","20159","9504","2","220"
"jreback","skellys","20158","9505","2","1"
"craustin","jreback","20158","9509","2","22"
"ischwabacher","shoyer","20158","9512","22","12"
"scls19fr","shoyer","20158","9513","22202","2122"
"jorisvandenbossche","kelvin22","201521","9513","2","2"
"jnmclarty","jreback","20158","9516","21","2"
"kay1793","shoyer","20158","9518","2000000","22022"
"ncoghlan","shoyer","20158","9518","00","22022"
"kay1793","ncoghlan","20158","9518","2000000","00"
"shoyer","tacaswell","20158","9518","22022","00"
"kay1793","tacaswell","20158","9518","2000000","00"
"ncoghlan","tacaswell","20158","9518","00","00"
"jorisvandenbossche","tacaswell","20159","9518","2","2"
"jreback","tacaswell","20159","9518","2","2"
"shoyer","tacaswell","20159","9518","0","2"
"kay1793","tacaswell","20159","9518","0","2"
"jorisvandenbossche","jreback","20159","9518","2","2"
"jorisvandenbossche","shoyer","20159","9518","2","0"
"jreback","shoyer","20159","9518","2","0"
"kay1793","shoyer","20159","9518","0","0"
"jorisvandenbossche","kay1793","20159","9518","2","0"
