name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AndrewRayCode,makc,2016-04-04,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndrewRayCode,mrdoob,2015-11-30,0.67,0.0,0.0,0.0,0.6699999999999999,1.0,2,0,0,0,1,4
AndrewRayCode,mrdoob,2016-04-11,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AndrewRayCode,mrdoob,2016-05-16,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AndrewRayCode,mrdoob,2017-04-17,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AndrewRayCode,mrdoob,2017-07-03,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,1,2
AndrewRayCode,phfatmonkey,2016-04-04,0.5,0.0,0.0,0.12,0.75,0.5,4,0,0,1,1,6
AndrewRayCode,phfatmonkey,2016-04-11,0.25,0.5,0.0,0.0,1.0,0.5,4,1,0,0,2,8
AndrewRayCode,tschw,2016-04-04,0.875,0.0,0.0,0.0,0.875,1.0,4,0,0,0,2,7
AndreySukhov,Mugen87,2018-08-13,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AndreySukhov,WestLangley,2018-08-13,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
AngelTs,WestLangley,2017-03-20,1.0,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,4
AngeloReppucci,donmccurdy,2017-06-12,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AngeloReppucci,mrdoob,2017-06-12,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Anima-t3d,draivin,2011-09-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Anima-t3d,mrdoob,2011-09-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,3
Anima-t3d,mrdoob,2011-10-03,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
ArjanSchouten,Mugen87,2017-04-10,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
ArjanSchouten,WestLangley,2017-04-10,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
ArjanSchouten,mrdoob,2017-04-10,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Arsakes,mrdoob,2014-08-18,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Artyom17,Mugen87,2018-12-10,0.25,0.25,0.25,0.0,1.0,0.75,1,1,1,0,1,5
Artyom17,Mugen87,2018-12-17,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
Artyom17,hoch,2018-12-10,0.0,0.33,0.0,0.0,1.0,0.6699999999999999,0,2,0,0,1,7
Artyom17,hoch,2018-12-17,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Artyom17,mrdoob,2018-12-10,0.75,0.0,0.25,0.0,1.0,1.0,4,0,1,0,2,7
Artyom17,osov,2018-12-17,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Ashajoney,WestLangley,2017-01-02,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
