period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,between_centrality_dif,average_clustering,connectivity,global_centrality
2015-01-01,49,95,3.878,4.877,2.3053,2,4,2.5,0.0808,0.2523,0.259,49,0.3884,0.0282,0.0054,0.38104644049630737,1.94,0.30172164351851866
2015-07-01,59,113,3.831,4.84,1.8584,2,5,3.0,0.066,0.2522,0.378,59,0.3725,0.0258,0.0047,0.34937786256210845,1.92,0.2736920332936982
2016-01-01,48,82,3.417,3.433,1.9146,4,7,2.5,0.0727,0.3306,0.4242,48,0.2823,0.0306,0.0027,0.25917809042809054,1.71,0.21511134105067997
2016-07-01,44,59,2.682,3.117,1.9322,5,6,2.0,0.0624,0.2396,0.4629,44,0.2485,0.0256,0.0041,0.24028308293014178,1.34,0.31790156841535955
2017-01-01,43,64,2.977,3.188,1.7969,2,5,3.5,0.0709,0.2348,0.4878,43,0.3086,0.0407,0.0103,0.3718042673241032,1.49,0.26687452758881314
2017-07-01,9,6,1.333,0.471,1.1667,3,4,2.0,0.1667,0,0.5816,9,0.2005,0.0397,0.0032,0.0,0.67,0.15885416666666669
2018-01-01,2,1,1.0,0.0,2.0,1,1,1.0,1.0,0,0.0,2,1.0,0.0,0.0,0.0,0.5,0.0
2018-07-01,14,11,1.571,0.728,1.6364,4,3,2.0,0.1209,0.3,0.6358,14,0.1517,0.0101,0.0004,0.16666666666666666,0.79,0.11045364891518736
2019-01-01,9,10,2.222,1.474,1.0,2,3,2.0,0.2778,0.5455,0.265,9,0.3946,0.0556,0.0119,0.3111111111111111,1.11,0.28385416666666663
