period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,average_clustering,connectivity,global_centrality
2015-01-01,162,945,11.667,18.141,23.1915,1,5,5.0,0.0725,0.2958,0.0676,162,0.4758,0.0071,0.7807002038559387,5.83,0.3411751089849933
2015-07-01,221,1206,10.914,19.156,24.2819,1,5,5.0,0.0496,0.2726,0.0616,221,0.4486,0.0058,0.6835518325126391,5.46,0.3381101928374665
2016-01-01,219,1128,10.301,18.385,16.6543,1,4,4.0,0.0473,0.2649,0.1148,219,0.4481,0.0059,0.6781137159072864,5.15,0.3610140841118881
2016-07-01,242,1061,8.769,17.241,12.77,2,5,3.0,0.0364,0.1969,0.1325,242,0.4395,0.0052,0.6467009284123001,4.38,0.39830638820497943
2017-01-01,202,1002,9.921,16.403,11.7435,1,4,4.0,0.0494,0.2612,0.1447,202,0.4392,0.0066,0.6593202008750232,4.96,0.3606140112043437
2017-07-01,108,279,5.167,8.011,6.5842,2,5,3.0,0.0483,0.2068,0.1702,108,0.3885,0.014,0.41160820694552785,2.58,0.30539785134072794
2018-01-01,70,149,4.257,5.867,4.9597,1,6,6.0,0.0617,0.2024,0.2899,70,0.3997,0.0234,0.32817526814145415,2.13,0.37504025764895366
2018-07-01,136,399,5.868,11.156,7.6015,1,5,5.0,0.0435,0.1863,0.1554,136,0.439,0.0099,0.560330298330574,2.93,0.3964956561499768
2019-01-01,90,220,4.889,7.825,8.5909,2,5,3.0,0.0549,0.2293,0.1448,90,0.4051,0.0155,0.47458049432922683,2.44,0.36658250220931693
