period,node_num,edge_num,ave_degree,dif_degree,ave_weight,components_num,diameter,ave_diameter,density,triadic_closure,global_modularity,community_num,closeness_centrality,between_centrality,between_centrality_dif,average_clustering,connectivity,global_centrality
2015-01-01,46,87,3.783,3.355,2.4023,3,5,2.3333333333333335,0.0841,0.2934,0.3586,46,0.3215,0.0319,0.0034,0.33815821859300127,1.89,0.21863374485596693
2015-07-01,45,100,4.444,4.856,2.2,2,5,3.0,0.101,0.3669,0.2513,45,0.3792,0.032,0.0045,0.32604364446469714,2.22,0.28061294765840217
2016-01-01,47,98,4.17,4.107,2.1429,2,6,3.5,0.0907,0.3522,0.3685,47,0.3511,0.0351,0.0033,0.3266560862305543,2.09,0.22893037177063635
2016-07-01,44,76,3.455,3.702,1.9342,4,5,2.0,0.0803,0.3504,0.3608,44,0.2929,0.0297,0.0052,0.31223323460165564,1.73,0.3268433387416621
2017-01-01,51,109,4.275,4.939,2.6055,3,5,2.3333333333333335,0.0855,0.3248,0.3297,51,0.3506,0.0234,0.0034,0.5334595711194177,2.14,0.2961200000000002
2017-07-01,17,13,1.529,0.848,1.0,5,5,1.8,0.0956,0.2308,0.6479,17,0.1388,0.027,0.0027,0.12745098039215685,0.76,0.1980468749999999
2018-01-01,4,2,1.0,0.0,4.5,2,1,1.0,0.3333,0,0.1975,4,0.3333,0.0,0.0,0.0,0.5,0.0
2018-07-01,21,26,2.476,2.97,1.4231,1,4,4.0,0.1238,0.1603,0.2852,21,0.4562,0.0669,0.0322,0.24411302982731553,1.24,0.36916666666666664
2019-01-01,11,14,2.545,2.463,1.5,1,2,2.0,0.2545,0.2182,0.1859,11,0.5913,0.0828,0.065,0.49292929292929294,1.27,0.41000000000000003
