name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
0x0L,TomAugspurger,20181,1.0,1.0,1,0,0,0,1,2
0x0L,gfyoung,20181,1.0,1.0,4,0,0,0,1,4
0x0L,holymonson,20181,1.0,1.0,6,0,0,0,1,6
0x0L,shenker,20181,1.0,1.0,1,0,0,0,1,2
1kastner,TomAugspurger,20181,1.0,0.75,2,0,0,0,2,5
515hikaru,FHaase,20181,1.0,1.0,1,0,0,0,1,2
515hikaru,Geekly,20181,1.0,1.0,2,0,0,0,1,3
515hikaru,WillAyd,20181,1.0,0.0,0,0,0,0,1,2
515hikaru,datapythonista,20181,1.0,0.6699999999999999,2,0,0,0,1,4
515hikaru,mroeschke,20181,1.0,1.0,1,0,0,0,1,2
5hirish,TomAugspurger,20181,1.0,1.0,14,0,0,0,2,10
5hirish,anjalibhavan,20181,1.0,1.0,2,0,0,0,1,3
5hirish,codecov[bot],20181,1.0,1.0,4,0,0,0,1,5
5hirish,datapythonista,20181,1.0,1.0,2,0,0,0,1,4
5hirish,gfyoung,20181,1.0,0.5,2,0,0,0,1,4
5hirish,jbrockmendel,20181,1.0,0.0,0,0,0,0,1,3
5hirish,jreback,20181,1.0,0.6666666666666666,2,0,0,0,3,11
5hirish,pep8speaks,20181,1.0,1.0,0,0,0,0,1,5
77QingLiu,gfyoung,20181,1.0,1.0,2,0,0,0,1,3
77QingLiu,jreback,20181,1.0,1.0,1,0,0,0,1,2
77QingLiu,xuhuizhang,20181,1.0,1.0,1,0,0,0,1,2
AKuederle,WillAyd,20181,1.0,1.0,4,0,0,0,1,4
AKuederle,gfyoung,20181,1.0,1.0,2,0,0,0,1,3
AKuederle,jreback,20181,1.0,1.0,2,0,0,0,1,3
ATPs,WillAyd,20181,1.0,1.0,0,0,0,0,1,2
AVI18794,jorisvandenbossche,20181,1.0,1.0,1,0,0,0,1,2
AaronCritchley,datapythonista,20181,1.0,1.0,1,0,0,0,1,2
AaronCritchley,jreback,20181,1.0,1.0,1,0,0,0,1,2
AaronCritchley,pep8speaks,20181,1.0,1.0,0,0,0,0,1,2
