"name1","name2","year_week","issue_num","p1","p2"
"nicolasnoble","yang-g","20155","266","2","2"
"ctiller","nicolasnoble","20155","266","2","2"
"ctiller","vjpai","20155","270","2","02"
"nicolasnoble","vjpai","20155","270","022","02"
"ctiller","nicolasnoble","20155","270","2","022"
"jboeuf","nicolasnoble","20155","273","00","0"
"ctiller","nathanielmanistaatgoogle","20155","274","22","222"
"craigcitro","nathanielmanistaatgoogle","20155","274","2","222"
"craigcitro","ctiller","20155","274","2","22"
"nathanielmanistaatgoogle","nicolasnoble","20155","274","222","2"
"ctiller","nicolasnoble","20155","274","22","2"
"craigcitro","nicolasnoble","20155","274","2","2"
"nathanielmanistaatgoogle","nicolasnoble","201512","276","222","2"
"donnadionne","tbetbetbe","20155","277","2","2"
"tbetbetbe","yang-g","20155","277","2","22"
"donnadionne","yang-g","20155","277","2","22"
"kryzthov","nathanielmanistaatgoogle","201510","282","2","2"
"jedsmith","soltanmm","201531","282","20","22"
"leifurhauks","soltanmm","20167","282","221","0"
"goldenbull","nathanielmanistaatgoogle","201614","282","2","2"
"soltanmm","viksit","201621","282","1","1"
"jgeewax","nathanielmanistaatgoogle","201624","282","2","2"
"kpayson64","nathanielmanistaatgoogle","201624","282","2","2"
"nathanielmanistaatgoogle","tseaver","201624","282","2","0"
"jgeewax","tseaver","201624","282","2","0"
"kpayson64","tseaver","201624","282","2","0"
"jgeewax","kpayson64","201624","282","2","2"
"ctiller","kpayson64","201625","282","2","2"
"ictxiangxin","kpayson64","201626","282","2","1"
"murgatroid99","vjpai","201545","288","1","2"
"craigcitro","ctiller","20156","294","1","2"
"ctiller","nathanielmanistaatgoogle","20156","294","2","22"
"craigcitro","nathanielmanistaatgoogle","20156","294","1","22"
"ctiller","jboeuf","20156","296","222","2"
"ctiller","jboeuf","20159","296","2","2"
"ctiller","jboeuf","201519","296","1","2"
"ctiller","nicolasnoble","20156","306","2","2"
"ctiller","yang-g","20156","315","22","2"
"ctiller","jboeuf","20156","319","22","2"
"ctiller","dklempner","20156","331","22","2"
"ctiller","nathanielmanistaatgoogle","20156","334","2","2"
"ctiller","murgatroid99","20156","339","2","2"
"ctiller","nathanielmanistaatgoogle","20156","339","2","2"
"murgatroid99","nathanielmanistaatgoogle","20156","339","2","2"
"ctiller","murgatroid99","20156","350","2","0"
"ctiller","yang-g","20156","357","2","2"
"jboeuf","nicolasnoble","20156","369","22","1"
"dklempner","nicolasnoble","20156","375","122","22"
"ctiller","jcanizales","20156","381","222201222","2"
"ctiller","murgatroid99","20156","381","222201222","22"
"jcanizales","murgatroid99","20156","381","2","22"
"ctiller","vjpai","20156","384","2","12"
"dklempner","vjpai","20156","385","2","2"
"LisaFC","murgatroid99","201513","395","2","2"
"murgatroid99","stanley-cheung","201611","395","2","2"
"ctiller","vjpai","20156","407","2","2"
"dklempner","vjpai","20156","407","2","2"
"ctiller","dklempner","20156","407","2","2"
"ctiller","jboeuf","20156","416","222","222"
"jboeuf","nicolasnoble","20156","416","222","222"
"ctiller","nicolasnoble","20156","416","222","222"
"chen-wang","ctiller","20157","429","22","022"
"ctiller","yang-g","20157","429","022","22"
"chen-wang","yang-g","20157","429","22","22"
"ctiller","jtattermusch","20158","433","2","202"
"googlebot","jyang","20157","441","1","2"
"jyang","murgatroid99","20157","445","1","2"
"ctiller","jtattermusch","20157","448","1","21"
"ctiller","nathanielmanistaatgoogle","20157","453","1","11"
"nathanielmanistaatgoogle","nicolasnoble","20157","453","11","2"
"ctiller","nicolasnoble","20157","453","1","2"
"ctiller","nathanielmanistaatgoogle","20157","460","21","2"
"jboeuf","nathanielmanistaatgoogle","20157","460","2","2"
"ctiller","jboeuf","20157","460","21","2"
"nicolasnoble","vjpai","20157","464","1","2"
"nicolasnoble","vjpai","20157","465","2","2"
"ctiller","nathanielmanistaatgoogle","201534","467","2","0"
"ctiller","jboeuf","20157","471","2","2"
"jboeuf","nicolasnoble","20157","471","2","2"
"ctiller","nicolasnoble","20157","471","2","2"
"jayantkolhe","jyang","20157","472","0","22"
"ctiller","jyang","20157","472","222","22"
"ctiller","jayantkolhe","20157","472","222","0"
"jyang","vjpai","20157","472","22","22"
"jayantkolhe","vjpai","20157","472","0","22"
"ctiller","vjpai","20157","472","222","22"
"murgatroid99","vjpai","20157","472","02","22"
"jyang","murgatroid99","20157","472","22","02"
"jayantkolhe","murgatroid99","20157","472","0","02"
"ctiller","murgatroid99","20157","472","222","02"
"jyang","murgatroid99","20157","476","2","22"
"ctiller","vjpai","20157","479","2","22"
"murgatroid99","vjpai","20157","479","22","22"
"ctiller","murgatroid99","20157","479","2","22"
"ctiller","googlebot","20157","497","22","2"
"ctiller","nicolasnoble","20157","497","22","2"
"googlebot","nicolasnoble","20157","497","2","2"
"ctiller","vjpai","20157","501","222","22"
"ctiller","yang-g","20157","501","222","2"
"vjpai","yang-g","20157","501","22","2"
"a11r","vjpai","20158","501","2","22222"
"ctiller","vjpai","20158","501","2222","22222"
"a11r","ctiller","20158","501","2","2222"
"vjpai","yang-g","20158","501","22222","2"
"a11r","yang-g","20158","501","2","2"
"ctiller","yang-g","20158","501","2222","2"
"ctiller","murgatroid99","20157","504","2211","20"
"jboeuf","nicolasnoble","201529","513","2","2"
"a11r","vjpai","20157","515","1","2"
"googlebot","nicolasnoble","20158","525","2","2"
"murgatroid99","nathanielmanistaatgoogle","201539","526","2","22"
"ejona86","nathanielmanistaatgoogle","201539","527","220","101"
"ctiller","nathanielmanistaatgoogle","20157","529","22","0"
"ctiller","nathanielmanistaatgoogle","201536","529","2","0"
"a11r","jayantkolhe","201532","537","0","2"
"jayantkolhe","nathanielmanistaatgoogle","201532","537","2","2"
"a11r","nathanielmanistaatgoogle","201532","537","0","2"
"codeandroid","jtattermusch","201510","546","0","22"
"codeandroid","jtattermusch","201511","546","022","02"
"codeandroid","nicolasnoble","201513","546","2","10"
"ctiller","nathanielmanistaatgoogle","201515","549","22","222"
"ctiller","jboeuf","20158","552","22","2211"
"jboeuf","yang-g","20158","552","2211","221"
"ctiller","yang-g","20158","552","22","221"
"ctiller","jboeuf","201510","552","2","2"
"ctiller","nathanielmanistaatgoogle","20158","565","2","2"
"donnadionne","googlebot","20158","568","1","1"
"ctiller","yang-g","20158","574","2","2"
"nicolasnoble","vjpai","20158","575","2","2"
"tbetbetbe","yang-g","20159","580","1","2"
"ctiller","yang-g","20158","581","2","2"
"ctiller","dklempner","20158","597","2","1"
"murgatroid99","tbetbetbe","20158","601","2","222"
"tbetbetbe","yang-g","20158","601","222","20"
"murgatroid99","yang-g","20158","601","2","20"
"ctiller","dklempner","20159","602","21","22"
"vjpai","yang-g","20158","607","0","0"
"googlebot","jayantkolhe","20158","619","2","0"
"jayantkolhe","jcanizales","20158","622","2","22"
"googlebot","Yhg1s","20158","626","1","220"
"nicolasnoble","Yhg1s","20158","626","1","220"
"nathanielmanistaatgoogle","Yhg1s","20158","626","0","220"
"googlebot","nicolasnoble","20158","626","1","1"
"nathanielmanistaatgoogle","nicolasnoble","20158","626","0","1"
"googlebot","nathanielmanistaatgoogle","20158","626","1","0"
"googlebot","soltanmm","20158","631","11","2"
"googlebot","tbetbetbe","20158","631","11","2"
"soltanmm","tbetbetbe","20158","631","2","2"
"nicolasnoble","tbetbetbe","20158","637","22","2"
"jtattermusch","tbetbetbe","20158","637","22222","2"
"jtattermusch","nicolasnoble","20158","637","22222","22"
"ctiller","nicolasnoble","20158","643","2","2"
"murgatroid99","tbetbetbe","201511","644","2","2"
"ctiller","googlebot","20158","645","2","12"
"jboeuf","nicolasnoble","20158","646","0","2"
"ctiller","iamqizhao","20158","649","00","0"
"iamqizhao","yang-g","20158","651","2","2"
"ctiller","jcanizales","20158","653","2","2"
"ctiller","murgatroid99","20158","659","2","0"
"ctiller","nicolasnoble","20158","660","2","2"
"andrewpollock","nicolasnoble","201527","662","1","2"
"andrewpollock","jgeewax","201532","662","2","2"
"dhermes","tbetbetbe","201536","662","22221","222"
"andrewpollock","tbetbetbe","201536","662","222","222"
"nicolasnoble","tbetbetbe","201536","662","22","222"
"andrewpollock","dhermes","201536","662","222","22221"
"dhermes","nicolasnoble","201536","662","22221","22"
"andrewpollock","nicolasnoble","201536","662","222","22"
"blowmage","dhermes","201541","662","0","2"
"ctiller","jayantkolhe","20158","666","222","2"
"donnadionne","jayantkolhe","20158","666","2","2"
"ctiller","donnadionne","20158","666","222","2"
"ctiller","murgatroid99","20158","677","22","2"
"googlebot","nicolasnoble","20158","678","2","2"
"ctiller","jboeuf","20158","681","22","10200"
"ejona86","jboeuf","20158","681","02","10200"
"ctiller","ejona86","20158","681","22","02"
"ctiller","sleevi","20158","681","22","2"
"jboeuf","sleevi","20158","681","10200","2"
"ejona86","sleevi","20158","681","02","2"
"ctiller","sleevi","201522","681","02","2"
"googlebot","nathanielmanistaatgoogle","20158","691","1","2"
"googlebot","nathanielmanistaatgoogle","20158","696","1","2"
"donnadionne","nathanielmanistaatgoogle","20159","696","2","02"
"dgquintas","y-zeng","201646","702","2","2"
"vjpai","y-zeng","201725","702","2","2"
"ctiller","nicolasnoble","20158","703","2","2"
"ctiller","jboeuf","20159","710","2","222"
"ctiller","yang-g","20159","725","2","22"
"a11r","ctiller","20159","727","2","221"
"ctiller","yang-g","20159","727","221","21"
"a11r","yang-g","20159","727","2","21"
"ctiller","nathanielmanistaatgoogle","201510","728","2202","02"
"ctiller","tbetbetbe","201510","729","22","2"
"ctiller","jtattermusch","201510","731","222","2"
"donnadionne","googlebot","20159","733","2","1"
"jboeuf","sleevi","20159","735","2122","12"
"ctiller","nathanielmanistaatgoogle","20159","739","2","2"
"nathanielmanistaatgoogle","soltanmm","20159","739","2","22"
"ctiller","soltanmm","20159","739","2","22"
"nicolasnoble","x1957","201510","742","2","2"
"methane","nathanielmanistaatgoogle","201512","757","0","0"
"ctiller","nathanielmanistaatgoogle","20159","758","022","222"
"donnadionne","googlebot","20159","777","2","1"
"ctiller","vjpai","20159","782","2","2"
"stanley-cheung","tbetbetbe","201526","796","2","2"
"ctiller","jboeuf","20159","801","20","21"
"ctiller","murgatroid99","20159","803","2","2"
"ctiller","jayantkolhe","20159","807","2","2"
"ctiller","yang-g","20159","817","22","222"
"ctiller","mugurm","20159","823","2","222"
"jtattermusch","mugurm","20159","823","2","222"
"craigcitro","mugurm","20159","823","22","222"
"jayantkolhe","mugurm","20159","823","0","222"
"craigcitro","ctiller","20159","823","22","2"
"mugurm","nathanielmanistaatgoogle","20159","823","222","22"
"ctiller","nathanielmanistaatgoogle","20159","823","2","22"
"jtattermusch","nathanielmanistaatgoogle","20159","823","2","22"
"craigcitro","nathanielmanistaatgoogle","20159","823","22","22"
"jayantkolhe","nathanielmanistaatgoogle","20159","823","0","22"
"ctiller","jtattermusch","20159","823","2","2"
"craigcitro","jtattermusch","20159","823","22","2"
"jayantkolhe","jtattermusch","20159","823","0","2"
"ctiller","jayantkolhe","20159","823","2","0"
"craigcitro","jayantkolhe","20159","823","22","0"
"nathanielmanistaatgoogle","soltanmm","20159","830","22","2"
"ctiller","vjpai","20159","833","1","2"
"ctiller","nathanielmanistaatgoogle","201510","834","2","2"
"ctiller","ejona86","201519","834","20","02"
"ctiller","nathanielmanistaatgoogle","201519","834","20","2"
"ejona86","nathanielmanistaatgoogle","201519","834","02","2"
"ctiller","nicolasnoble","201510","835","2222","2"
"nathanielmanistaatgoogle","nicolasnoble","201510","835","2","2"
"ctiller","nathanielmanistaatgoogle","201510","835","2222","2"
"ctiller","vjpai","201510","837","2","222"
"haberman","nathanielmanistaatgoogle","20159","841","2","2"
"googlebot","Orphis","20159","845","11","1"
"ctiller","googlebot","20159","846","2","212"
"googlebot","nicolasnoble","20159","846","212","2"
"ctiller","nicolasnoble","20159","846","2","2"
"murgatroid99","Rican7","20159","851","2","2"
"jtattermusch","nicolasnoble","20159","852","2","2"
"ctiller","googlebot","20159","853","2","2"
"ctiller","nicolasnoble","20159","854","2222","22"
"jboeuf","nicolasnoble","20159","854","22","22"
"ctiller","jboeuf","20159","854","2222","22"
"ctiller","vjpai","20159","856","22222","2102222"
"nicolasnoble","vjpai","20159","856","22","2102222"
"ctiller","nicolasnoble","20159","856","22222","22"
"googlebot","nicolasnoble","20159","859","2","2"
"ctiller","nicolasnoble","20159","865","222","2221"
"jtattermusch","nathanielmanistaatgoogle","20159","866","2","2"
"nathanielmanistaatgoogle","soltanmm","201510","866","2","2"
"nicolasnoble","ryanseys","20159","868","12","1"
"ctiller","nicolasnoble","20159","870","2","2"
"ctiller","vjpai","20159","872","222","222"
"ctiller","googlebot","20159","876","1","2"
"googlebot","jtattermusch","20159","876","2","2"
"ctiller","jtattermusch","20159","876","1","2"
"nicolasnoble","yang-g","201529","877","2","2"
"ctiller","nicolasnoble","20159","886","22","2"
"jtattermusch","w359405949","201510","890","02","2"
"jtattermusch","Thaina","201748","890","2","2"
"iamqizhao","proppy","201510","892","22","2"
"ctiller","nicolasnoble","20159","893","1","2"
"ctiller","googlebot","20159","902","1","1"
"bjornxiong","googlebot","201510","902","2","1"
"ctiller","googlebot","201510","902","1","1"
"bjornxiong","ctiller","201510","902","2","1"
"ctiller","w359405949","20159","903","22","2"
"jtattermusch","zeroxenof","201510","905","22","2"
"jrick","jtattermusch","201523","905","20222212012","2221"
"jrick","nicolasnoble","201523","905","20222212012","221211"
"jtattermusch","nicolasnoble","201523","905","2221","221211"
"degloff","jtattermusch","201533","905","22","22"
"jtattermusch","nickdul","201533","905","22","2"
"degloff","nickdul","201533","905","22","2"
"ctiller","jboeuf","201510","908","2","1"
"ctiller","vjpai","201510","920","2","2"
"ctiller","murgatroid99","201510","921","222","2"
"ctiller","nicolasnoble","201510","924","2","22"
"ctiller","nicolasnoble","201510","925","2","121"
"LisaFC","nathanielmanistaatgoogle","201513","926","2","22"
"LisaFC","soltanmm","201548","926","2","2"
"googlebot","jerub","201510","927","1","2"
"googlebot","nathanielmanistaatgoogle","201510","927","1","1"
"jerub","nathanielmanistaatgoogle","201510","927","2","1"
"googlebot","nicolasnoble","201510","927","1","1"
"jerub","nicolasnoble","201510","927","2","1"
"nathanielmanistaatgoogle","nicolasnoble","201510","927","1","1"
"ctiller","jboeuf","201510","933","21","11"
"ctiller","nicolasnoble","201510","935","212","22"
"nathanielmanistaatgoogle","nicolasnoble","201510","935","21","22"
"ctiller","nathanielmanistaatgoogle","201510","935","212","21"
"jgeewax","nathanielmanistaatgoogle","201515","936","1","22"
"nathanielmanistaatgoogle","soltanmm","201516","936","2","2"
"ppg","soltanmm","201549","936","2","2"
"donnadionne","jtattermusch","201510","938","2","2"
"googlebot","jtattermusch","201510","940","1","1"
"jonywtf","murgatroid99","201510","941","1","2"
"isaiah","nicolasnoble","201510","942","220","220"
"ctiller","murgatroid99","201534","944","2","2"
"ctiller","mkustermann","201510","946","2","2"
"ctiller","vjpai","201510","946","2","21"
"mkustermann","vjpai","201510","946","2","21"
"mikepb","vjpai","201532","946","2","0"
"a11r","rauls5382","201510","951","21","2"
"dklempner","googlebot","201510","953","2","1"
"googlebot","jtattermusch","201510","961","1","2"
"nathanielmanistaatgoogle","soltanmm","201510","965","2","22"
"nathanielmanistaatgoogle","sahlberg","201510","966","1","22"
"nicolasnoble","sahlberg","201510","966","1","22"
"nathanielmanistaatgoogle","nicolasnoble","201510","966","1","1"
"ctiller","ghost","201510","967","1","0"
"murgatroid99","nicolasnoble","201529","970","2","0"
"nicolasnoble","soltanmm","201551","970","2","2"
"ctiller","dklempner","201511","975","0","2"
"googlebot","sahlberg","201510","976","11","2"
"ctiller","dklempner","201511","980","22","02"
"ctiller","vjpai","201518","980","2","2"
"nicolasnoble","sahlberg","201510","981","1","2"
"maxhawkins","vjpai","201512","985","22221","2122"
"vjpai","yang-g","201512","985","2122","21"
"maxhawkins","yang-g","201512","985","22221","21"
"nicolasnoble","vjpai","201511","987","1","11"
"ghost","vjpai","201511","987","1","11"
"ghost","nicolasnoble","201511","987","1","1"
"ctiller","jtattermusch","201511","988","222","122"
"ctiller","murgatroid99","201513","989","2","2"
"ctiller","dklempner","201518","992","2","2"
"nathanielmanistaatgoogle","vnitinv","201511","995","21","2"
"nathanielmanistaatgoogle","soltanmm","201613","995","2","2"
"amyznikov","ctiller","201511","999","222","22"
"ctiller","vjpai","201511","999","22","2"
"amyznikov","vjpai","201511","999","222","2"
"amyznikov","larsonmpdx","201520","999","2","2"
"ctiller","larsonmpdx","201520","999","2","2"
"amyznikov","ctiller","201520","999","2","2"
"amyznikov","ctiller","201521","999","222","122"
"nicolasnoble","soltanmm","201511","1000","222","2"
"nathanielmanistaatgoogle","soltanmm","201511","1000","2","2"
"nathanielmanistaatgoogle","nicolasnoble","201511","1000","2","222"
"ctiller","murgatroid99","201511","1001","22","2"
"ctiller","nicolasnoble","201511","1001","22","2"
"murgatroid99","nicolasnoble","201511","1001","2","2"
"vjpai","yang-g","201511","1003","22","012"
"ctiller","vjpai","201511","1004","2202","222022"
"vjpai","w359405949","201511","1004","222022","2"
"ctiller","w359405949","201511","1004","2202","2"
"vjpai","w359405949","201512","1004","221122","22220"
"nicolasnoble","vjpai","201511","1009","1","2"
"jboeuf","yang-g","201511","1011","22","2"
"dklempner","vjpai","201511","1012","2","12"
"ctiller","nicolasnoble","201511","1015","02020","22200200"
"ctiller","vjpai","201511","1015","02020","22"
"nicolasnoble","vjpai","201511","1015","22200200","22"
"dklempner","googlebot","201511","1016","2","1"
"feilengcui008","googlebot","201511","1018","21","11"
"googlebot","tbetbetbe","201511","1018","11","1"
"feilengcui008","tbetbetbe","201511","1018","21","1"
"murgatroid99","tbetbetbe","201511","1018","1","1"
"googlebot","murgatroid99","201511","1018","11","1"
"feilengcui008","murgatroid99","201511","1018","21","1"
"jonywtf","murgatroid99","201511","1019","22","22"
"jonywtf","nicolasnoble","201511","1019","22","2"
"murgatroid99","nicolasnoble","201511","1019","22","2"
"namilantu","nathanielmanistaatgoogle","201511","1020","22","2"
"louiscryan","tatsuhiro-t","201511","1022","0","2"
"ctiller","tatsuhiro-t","201511","1025","2","22"
"ctiller","dklempner","201512","1025","2","2"
"tatsuhiro-t","vjpai","201511","1026","2","112"
"nicolasnoble","yang-g","201511","1032","22","2"
"googlebot","sunxiaoguang","201511","1034","11","01"
"nicolasnoble","vjpai","201511","1035","222","1"
"vjpai","vnitinv","201511","1035","1","2"
"nicolasnoble","vnitinv","201511","1035","222","2"
"blodan","No9","20174","1035","12","1"
"Arkq","googlebot","201511","1036","2","11"
"ctiller","nathanielmanistaatgoogle","201519","1037","22020","12"
"ctiller","vjpai","201520","1037","2","2"
"jtattermusch","nathanielmanistaatgoogle","201521","1037","22","22"
"ctiller","nathanielmanistaatgoogle","201521","1037","2","22"
"dgquintas","nathanielmanistaatgoogle","201521","1037","2","22"
"ctiller","jtattermusch","201521","1037","2","22"
"dgquintas","jtattermusch","201521","1037","2","22"
"nathanielmanistaatgoogle","soltanmm","201521","1037","22","2"
"jtattermusch","soltanmm","201521","1037","22","2"
"ctiller","soltanmm","201521","1037","2","2"
"dgquintas","soltanmm","201521","1037","2","2"
"ctiller","dgquintas","201521","1037","2","2"
"dgquintas","nicolasnoble","201522","1037","2","2"
"kpayson64","nathanielmanistaatgoogle","201618","1038","2","2"
"ctiller","jcanizales","201511","1040","0","2"
"jcanizales","murgatroid99","201511","1040","2","2"
"ctiller","murgatroid99","201511","1040","0","2"
"murgatroid99","nicolasnoble","201512","1040","2","12"
"alex","nathanielmanistaatgoogle","201512","1044","0","2"
"ejona86","murgatroid99","201515","1045","2","2"
"nicolasnoble","vjpai","201515","1047","21","12"
"nicolasnoble","vnitinv","201512","1051","2222200","22221"
"vjpai","vnitinv","201512","1051","2222022","22221"
"ctiller","vnitinv","201512","1051","2","22221"
"dklempner","vnitinv","201512","1051","0","22221"
"ctiller","nicolasnoble","201512","1051","2","2222200"
"dklempner","nicolasnoble","201512","1051","0","2222200"
"nicolasnoble","vjpai","201512","1051","2222200","2222022"
"ctiller","vjpai","201512","1051","2","2222022"
"dklempner","vjpai","201512","1051","0","2222022"
"ctiller","dklempner","201512","1051","2","0"
"vjpai","vnitinv","201514","1051","2","2"
"nicolasnoble","vnitinv","201512","1052","2","22"
"nicolasnoble","soltanmm","201512","1057","2","1"
"haphy","nicolasnoble","201512","1062","22","220"
"murgatroid99","nicolasnoble","201512","1062","0","220"
"haphy","murgatroid99","201512","1062","22","0"
"nicolasnoble","vjpai","201512","1064","0","2"
"vjpai","yang-g","201512","1066","2","2"
"googlebot","jtattermusch","201512","1069","1","2"
"a11r","nicolasnoble","201512","1071","2","2"
"googlebot","nathanielmanistaatgoogle","201512","1076","21","22"
"nathanielmanistaatgoogle","soltanmm","201512","1076","22","222"
"googlebot","soltanmm","201512","1076","21","222"
"nicolasnoble","xsmart","201512","1082","2","1"
"ctiller","vjpai","201512","1083","2","022"
"dklempner","googlebot","201512","1089","2","2"
"googlebot","Harshasa","201512","1089","2","2"
"dklempner","Harshasa","201512","1089","2","2"
"googlebot","yang-g","201512","1089","2","1"
"Harshasa","yang-g","201512","1089","2","1"
"dklempner","yang-g","201512","1089","2","1"
"ctiller","dklempner","201512","1091","2","2"
"nicolasnoble","vjpai","201512","1096","0","20"
"ghost","jtattermusch","201710","1096","1","22"
"dzenanz","jtattermusch","201710","1096","22","22"
"dzenanz","ghost","201710","1096","22","1"
"ctiller","jboeuf","201512","1107","2","12"
"jboeuf","nicolasnoble","201512","1107","12","2"
"ctiller","nicolasnoble","201512","1107","2","2"
"vjpai","yang-g","201512","1108","2","0"
"jboeuf","nicolasnoble","201513","1111","2","22"
"ctiller","vjpai","201513","1113","2","20"
"ctiller","yang-g","201513","1113","2","20"
"vjpai","yang-g","201513","1113","20","20"
"codeandroid","nicolasnoble","201513","1114","2","20"
"ctiller","nicolasnoble","201513","1114","2","20"
"codeandroid","ctiller","201513","1114","2","2"
"ctiller","jboeuf","201531","1121","2","2"
"ctiller","nicolasnoble","201515","1124","22","22"
"ctiller","nicolasnoble","201516","1124","2","2"
"ctiller","vjpai","201513","1126","2","222"
"fengli-google","vjpai","201513","1126","2","222"
"ctiller","fengli-google","201513","1126","2","2"
"googlebot","vjpai","201513","1130","2","2"
"pmarks-net","yang-g","201532","1132","22","2"
"googlebot","nicolasnoble","201513","1135","2","2221"
"nicolasnoble","vjpai","201513","1135","2221","22222"
"googlebot","vjpai","201513","1135","2","22222"
"nicolasnoble","yang-g","201513","1135","2221","0"
"vjpai","yang-g","201513","1135","22222","0"
"googlebot","yang-g","201513","1135","2","0"
"jcanizales","tbetbetbe","201513","1142","22002","2"
"nicolasnoble","tbetbetbe","201513","1142","0220","2"
"jcanizales","nicolasnoble","201513","1142","22002","0220"
"jcanizales","nicolasnoble","201514","1142","2","2"
"vjpai","yang-g","201513","1144","12","2"
"nathanielmanistaatgoogle","soltanmm","201514","1149","2","2"
"nathanielmanistaatgoogle","soltanmm","201521","1149","0","2"
"nathanielmanistaatgoogle","soltanmm","201531","1149","2","02"
"nathanielmanistaatgoogle","soltanmm","201514","1154","212","222"
"nathanielmanistaatgoogle","yang-g","201514","1155","1","22"
"nicolasnoble","yang-g","201514","1155","2","22"
"nathanielmanistaatgoogle","nicolasnoble","201514","1155","1","2"
"murgatroid99","soltanmm","201514","1160","2","2"
"nicolasnoble","soltanmm","201514","1160","2","2"
"murgatroid99","nicolasnoble","201514","1160","2","2"
"nicolasnoble","vjpai","201514","1161","2","2"
"LiranLast","mehrdada","201723","1165","2","2"
"mehrdada","nathanielmanistaatgoogle","201723","1165","2","0"
"LiranLast","nathanielmanistaatgoogle","201723","1165","2","0"
"LiranLast","randomshinichi","201742","1165","2","2"
"louiscryan","soltanmm","201514","1167","2","2"
"jtattermusch","nicolasnoble","201514","1173","00","02"
"ctiller","vjpai","201516","1174","2","2"
"nicolasnoble","vjpai","201516","1174","0","2"
"ctiller","nicolasnoble","201516","1174","2","0"
"nicolasnoble","soltanmm","201518","1175","2","2"
"ctiller","vjpai","201531","1175","0","2"
"jayantkolhe","vjpai","201531","1175","2","2"
"ctiller","jayantkolhe","201531","1175","0","2"
"murgatroid99","stanley-cheung","201514","1184","2","21"
"ctiller","sunwangme","201514","1185","2","21"
"nicolasnoble","sunwangme","201514","1185","22","21"
"ctiller","nicolasnoble","201514","1185","2","22"
"davidreynolds","nicolasnoble","201515","1185","2","222"
"nicolasnoble","vjpai","201515","1185","222","0"
"davidreynolds","vjpai","201515","1185","2","0"
"googlebot","theRealWardo","201514","1186","11","2"
"tbetbetbe","theRealWardo","201514","1186","2","2"
"googlebot","tbetbetbe","201514","1186","11","2"
"lenage","nicolasnoble","201516","1187","2","2"
"nathanielmanistaatgoogle","soltanmm","201514","1189","1","2"
"nicolasnoble","vjpai","201514","1191","2","022"
