name1,name2,date,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2
jtattermusch,matt-kwong,2017-02-27,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,1.0
ctiller,yang-g,2015-01-12,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
nicolasnoble,yang-g,2015-01-12,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,nicolasnoble,2015-01-12,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
ctiller,iamqizhao,2015-01-12,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,0.0
ctiller,nicolasnoble,2015-01-12,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,nicolasnoble,2015-01-12,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,murgatroid99,2015-01-12,4,0,0,0,1.0,0.0,0.0,0.0,5,1,1.0,1.0
jboeuf,vjpai,2015-11-02,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,vjpai,2015-11-02,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,jboeuf,2015-11-02,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,mehrdada,2017-05-29,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
AspirinSJL,ctiller,2017-09-04,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
ctiller,markdroth,2017-09-04,4,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,1.0
AspirinSJL,markdroth,2017-09-04,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
ctiller,nicolasnoble,2015-01-12,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,jboeuf,2015-01-12,6,0,0,0,1.0,0.0,0.0,0.0,5,1,1.0,1.0
murgatroid99,yang-g,2015-03-16,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
nathanielmanistaatgoogle,nicolasnoble,2015-01-12,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,murgatroid99,2015-01-12,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,dklempner,2015-01-19,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.5,1.0
ctiller,yang-g,2015-01-19,1,0,0,1,0.5,0.0,0.0,0.5,3,1,0.5,0.0
dklempner,yang-g,2015-01-19,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0
ctiller,nicolasnoble,2015-01-19,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,tbetbetbe,2015-01-19,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,murgatroid99,2015-01-19,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
jtattermusch,nicolasnoble,2015-09-07,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,jboeuf,2015-01-19,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,1.0
jboeuf,yang-g,2015-01-19,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
ctiller,yang-g,2015-01-19,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,nicolasnoble,2015-01-26,0,1,0,0,0.0,0.5,0.0,0.0,3,1,1.0,0.0
