developer1,developer2,cr_consistent_rate,co_issue_cnt,cmt_cnt1,cmt_cnt2
jreback,jorisvandenbossche,0.524,1443,40964,9130
jreback,TomAugspurger,0.593,1328,40964,7799
jreback,codecov[bot],0.731,697,40964,6039
jreback,cpcloud,0.634,435,40964,4373
jreback,gfyoung,0.572,713,40964,3786
jreback,wesm,0.626,337,40964,3035
jreback,jbrockmendel,0.633,491,40964,2453
jreback,jtratner,0.629,253,40964,2441
jreback,ghost,0.594,295,40964,2277
jreback,WillAyd,0.53,384,40964,1864
jreback,pep8speaks,0.235,452,40964,1536
jreback,shoyer,0.53,556,40964,1509
jreback,sinhrks,0.635,438,40964,1242
jreback,hayd,0.564,314,40964,1216
jreback,datapythonista,0.438,206,40964,1014
jreback,chris-b1,0.595,444,40964,982
jreback,mroeschke,0.594,393,40964,947
jreback,codecov-io,0.817,294,40964,910
jreback,toobaz,0.53,340,40964,809
jreback,h-vetinari,0.501,193,40964,698
jreback,cancan101,0.733,139,40964,573
jreback,changhiskhan,0.63,77,40964,566
jreback,bashtage,0.661,226,40964,520
jreback,jankatins,0.594,171,40964,448
jreback,rockg,0.588,211,40964,409
jreback,jseabold,0.596,130,40964,402
jreback,topper-123,0.623,222,40964,398
jreback,max-sixty,0.606,187,40964,389
jreback,jschendel,0.552,232,40964,378
jreback,immerrr,0.602,124,40964,322
jreback,seth-p,0.575,94,40964,310
jreback,michaelaye,0.514,116,40964,299
jreback,kawochen,0.708,156,40964,287
jreback,dsm054,0.687,121,40964,229
jreback,yarikoptic,0.634,93,40964,224
jreback,lodagro,0.693,46,40964,222
jreback,Dr-Irv,0.608,117,40964,220
jreback,nickeubank,0.427,99,40964,214
jreback,danielballan,0.571,87,40964,207
jreback,simonjayhawkins,0.544,81,40964,206
jreback,Komnomnomnom,0.53,64,40964,206
jreback,stephenwlin,0.614,34,40964,199
jreback,timmie,0.65,19,40964,183
jreback,behzadnouri,0.68,98,40964,173
jreback,dalejung,0.616,74,40964,156
jreback,nbonnotte,0.611,64,40964,155
jreback,mortada,0.596,83,40964,150
jreback,adamklein,0.536,3,40964,149
jreback,qwhelan,0.556,81,40964,142
jreback,tacaswell,0.663,91,40964,138
jreback,takluyver,0.477,28,40964,137
jreback,gliptak,0.578,63,40964,135
jreback,bjonen,0.58,68,40964,134
jreback,jmcnamara,0.607,65,40964,131
jreback,alimcmaster1,0.415,67,40964,131
jreback,parthea,0.722,64,40964,129
jreback,artemyk,0.615,57,40964,126
jreback,rosnfeld,0.517,65,40964,125
jreback,randomgambit,0.428,41,40964,119
jreback,ischwabacher,0.585,51,40964,118
jreback,dragoljub,0.49,65,40964,110
jreback,MichaelWS,0.63,41,40964,109
jreback,chrisaycock,0.628,55,40964,108
jreback,mrocklin,0.588,58,40964,103
jreback,bluefir,0.48,33,40964,101
jreback,scls19fr,0.502,49,40964,99
jreback,Licht-T,0.524,40,40964,99
jreback,fonnesbeck,0.562,31,40964,96
jreback,minggli,0.494,60,40964,96
jreback,ruidc,0.589,25,40964,95
jreback,dhimmel,0.625,46,40964,87
jreback,charlesdong1991,0.362,43,40964,87
jreback,alexander-ponomaroff,0.451,37,40964,83
jreback,terrytangyuan,0.592,16,40964,81
jreback,mangecoeur,0.475,40,40964,80
jreback,ResidentMario,0.496,22,40964,80
jreback,neirbowj,0.582,43,40964,80
jreback,alefnula,0.63,22,40964,80
jreback,westurner,0.603,31,40964,79
jreback,jnothman,0.568,40,40964,79
jreback,danbirken,0.419,45,40964,79
jreback,lexual,0.676,33,40964,78
jreback,pijucha,0.681,42,40964,78
jreback,ryankarlos,0.422,43,40964,78
jreback,thoo,0.519,26,40964,78
jreback,pganssle,0.419,37,40964,77
jreback,kshedden,0.528,47,40964,75
jreback,onesandzeroes,0.518,47,40964,75
jreback,dhirschfeld,0.547,37,40964,75
jreback,tdpetrou,0.592,42,40964,75
jreback,davidastephens,0.668,43,40964,75
jreback,unutbu,0.603,31,40964,75
jreback,evanpw,0.667,42,40964,74
jreback,nehalecky,0.385,47,40964,74
jreback,aileronajay,0.726,24,40964,74
jreback,jnmclarty,0.501,30,40964,72
jreback,uds5501,0.44,25,40964,72
jreback,njsmith,0.363,34,40964,71
jreback,twiecki,0.484,25,40964,71
jreback,kay1793,0.347,31,40964,70
jreback,saurav2608,0.658,35,40964,69
jreback,kernc,0.656,50,40964,68
jreback,Liam3851,0.534,44,40964,68
jreback,dsaxton,0.507,43,40964,67
jreback,denfromufa,0.677,41,40964,65
jreback,bobhaffner,0.468,31,40964,64
jreback,dbew,0.413,23,40964,64
jreback,zfrenchee,0.56,35,40964,63
jreback,jonmmease,0.502,42,40964,63
jreback,ssanderson,0.581,24,40964,62
jreback,guyrt,0.709,32,40964,62
jreback,jacobschaer,0.572,38,40964,61
jreback,hexgnu,0.483,30,40964,60
jreback,llllllllll,0.583,40,40964,59
jreback,javadnoorb,0.501,29,40964,59
jreback,JustinZhengBC,0.591,40,40964,59
jreback,lbeltrame,0.805,11,40964,58
jreback,ArtinSarraf,0.651,38,40964,57
jreback,toddrjen,0.662,22,40964,56
jreback,gerigk,0.445,13,40964,56
jreback,amelio-vazquez-reina,0.367,29,40964,56
jreback,jzwinck,0.459,30,40964,56
jreback,stonebig,0.62,18,40964,56
jreback,springcoil,0.639,21,40964,55
jreback,aldanor,0.564,23,40964,55
jreback,cbertinato,0.634,39,40964,55
jreback,makmanalp,0.505,30,40964,54
jreback,cbrnr,0.548,31,40964,54
jreback,agraboso,0.776,15,40964,53
jreback,FHaase,0.576,25,40964,52
jreback,jowens,0.538,22,40964,50
jreback,hugadams,0.407,28,40964,50
jreback,clham,0.489,27,40964,49
jreback,jaimefrio,0.405,21,40964,49
jreback,nipunbatra,0.589,16,40964,49
jreback,adamgreenhall,0.695,22,40964,48
jreback,mitar,0.622,15,40964,48
jreback,nmusolino,0.636,29,40964,48
jreback,wavexx,0.53,23,40964,47
jreback,femtotrader,0.644,23,40964,47
jreback,reidy-p,0.402,44,40964,47
jreback,filmor,0.658,34,40964,46
jreback,selasley,0.598,27,40964,46
jreback,iwschris,0.558,24,40964,46
jreback,snth,0.604,19,40964,46
jreback,elmq0022,0.365,31,40964,46
jreback,brute4s99,0.575,14,40964,46
jreback,pfrcks,0.648,14,40964,45
jreback,dahlbaek,0.503,16,40964,45
jreback,cottrell,0.597,35,40964,44
jreback,jsexauer,0.647,21,40964,44
jreback,patricktokeeffe,0.616,22,40964,43
jreback,TrigonaMinima,0.652,20,40964,43
jreback,xhochy,0.641,28,40964,43
jreback,illegalnumbers,0.382,15,40964,43
jreback,tvyomkesh,0.49,20,40964,43
jreback,stephen-hoover,0.455,15,40964,42
jreback,discort,0.689,26,40964,42
jreback,vfilimonov,0.417,25,40964,42
jreback,Themanwithoutaplan,0.613,20,40964,41
jreback,kokes,0.563,23,40964,41
jreback,louispotok,0.441,29,40964,41
jreback,Winand,0.726,29,40964,41
jreback,Sup3rGeo,0.52,25,40964,41
jreback,1kastner,0.517,21,40964,41
jreback,phaebz,0.516,21,40964,40
jreback,mcwitt,0.487,23,40964,40
jreback,jlec,0.64,17,40964,39
jreback,dickreuter,0.677,24,40964,39
jreback,dieterv77,0.463,17,40964,39
jreback,olgabot,0.48,17,40964,39
jreback,OXPHOS,0.535,23,40964,38
jreback,mdmueller,0.537,21,40964,38
jreback,vnlitvin,0.57,14,40964,38
jreback,vaibhavhrt,0.502,8,40964,38
jreback,jennolsen84,0.613,23,40964,37
jreback,benjello,0.532,28,40964,36
jreback,mwaskom,0.426,16,40964,36
jreback,xflr6,0.737,22,40964,36
jreback,stahlous,0.599,22,40964,36
jreback,ahcub,0.592,23,40964,36
jreback,KalyanGokhale,0.447,26,40964,36
jreback,metakermit,0.528,23,40964,36
jreback,bwignall,0.692,19,40964,36
jreback,scari,0.562,26,40964,35
jreback,nparley,0.509,20,40964,35
jreback,dacoex,0.573,24,40964,35
jreback,pwaller,0.584,16,40964,35
jreback,peterpanmj,0.629,28,40964,35
jreback,PKEuS,0.628,26,40964,35
jreback,hhuuggoo,0.612,20,40964,34
jreback,Winterflower,0.387,21,40964,34
jreback,bmu,0.546,15,40964,34
jreback,pdpark,0.647,22,40964,34
jreback,lgautier,0.604,17,40964,34
jreback,realead,0.579,19,40964,34
jreback,gdraps,0.642,23,40964,34
jreback,dengemann,0.24,9,40964,34
jreback,graingert,0.696,11,40964,33
jreback,rekcahpassyla,0.646,14,40964,33
jreback,cmeeren,0.73,9,40964,33
jreback,IamGianluca,0.547,20,40964,33
jreback,blalterman,0.565,17,40964,33
jreback,lababidi,0.576,18,40964,33
jreback,sscherfke,0.484,18,40964,33
jreback,skynss,0.484,19,40964,33
jreback,miketkelly,0.576,20,40964,33
jreback,amueller,0.294,13,40964,32
jreback,Garrett-R,0.398,20,40964,32
jreback,ivannz,0.641,7,40964,32
jreback,tworec,0.734,23,40964,32
jreback,albertvillanova,0.661,22,40964,32
jreback,wuan,0.609,15,40964,32
jreback,ArtificialQualia,0.574,14,40964,32
jreback,BranYang,0.797,19,40964,31
jreback,dr-leo,0.496,24,40964,31
jreback,achapkowski,0.634,18,40964,31
jreback,mattip,0.64,18,40964,31
jreback,paulproteus,0.353,4,40964,31
jreback,drorata,0.65,16,40964,31
jreback,hmgaudecker,0.474,15,40964,31
jreback,maxgrenderjones,0.538,20,40964,31
jreback,matthew-brett,0.622,18,40964,30
jreback,soxofaan,0.536,16,40964,30
jreback,sdementen,0.536,12,40964,30
jreback,palewire,0.562,16,40964,30
jreback,rouzazari,0.452,19,40964,30
jreback,jeffknupp,0.441,9,40964,30
jreback,bwillers,0.491,20,40964,29
jreback,josef-pkt,0.628,19,40964,29
jreback,wcbeard,0.636,13,40964,29
jreback,kylebarron,0.516,17,40964,29
jreback,facaiy,0.661,17,40964,29
jreback,blbradley,0.584,13,40964,29
jreback,sahildua2305,0.443,13,40964,29
jreback,CRP,0.315,7,40964,29
jreback,craustin,0.685,6,40964,29
jreback,rhstanton,0.589,11,40964,29
jreback,dukebody,0.488,11,40964,28
jreback,Tux1,0.528,19,40964,28
jreback,rgbkrk,0.606,17,40964,28
jreback,8one6,0.459,15,40964,28
jreback,AllenDowney,0.268,15,40964,28
jreback,halleygithub,0.472,9,40964,28
jreback,soerendip,0.687,14,40964,27
jreback,darindillon,0.431,17,40964,27
jreback,bkandel,0.589,19,40964,27
jreback,RjLi13,0.606,15,40964,27
jreback,zoof,0.673,8,40964,27
jreback,staple,0.705,14,40964,27
jreback,mattayes,0.487,20,40964,26
jreback,davidovitch,0.438,15,40964,26
jreback,kuraga,0.514,16,40964,26
jreback,varinf,0.782,15,40964,26
jreback,jmwoloso,0.587,13,40964,26
jreback,martindurant,0.58,17,40964,26
jreback,linebp,0.59,20,40964,26
jreback,tmnhat2001,0.496,21,40964,26
jreback,OlegShteynbuk,0.735,7,40964,26
jreback,clarkfitzg,0.598,17,40964,25
jreback,kdebrab,0.593,16,40964,25
jreback,wcwagner,0.508,14,40964,25
jreback,VincentLa,0.533,6,40964,25
jreback,robbuckley,0.607,18,40964,25
jreback,makbigc,0.565,24,40964,25
jreback,l736x,0.316,16,40964,25
jreback,juliantaylor,0.711,10,40964,25
jreback,wabu,0.648,15,40964,25
jreback,johne13,0.32,11,40964,24
jreback,jvkersch,0.308,17,40964,24
jreback,charris,0.511,14,40964,24
jreback,DSLituiev,0.579,15,40964,24
jreback,stuz5000,0.412,13,40964,24
jreback,Wilfred,0.663,9,40964,24
jreback,BMeridian,0.5,7,40964,24
jreback,glyg,0.464,13,40964,24
jreback,pratapvardhan,0.686,13,40964,24
jreback,Twizzledrizzle,0.431,14,40964,24
jreback,jdeschenes,0.561,14,40964,24
jreback,tdamsma,0.397,15,40964,24
jreback,beckermr,0.481,3,40964,24
jreback,swyoon,0.533,16,40964,24
jreback,jacksonjos,0.597,18,40964,24
jreback,ginggs,0.631,9,40964,24
jreback,garaud,0.462,12,40964,24
jreback,hamedhsn,0.673,17,40964,23
jreback,hnykda,0.356,16,40964,23
jreback,cswarth,0.481,16,40964,23
jreback,tswast,0.54,15,40964,23
jreback,tdhopper,0.504,11,40964,23
jreback,nateyoder,0.415,16,40964,23
jreback,alysivji,0.513,19,40964,23
jreback,Zac-HD,0.574,16,40964,23
jreback,bourbaki,0.581,17,40964,23
jreback,FabioRosado,0.554,11,40964,23
jreback,kghose,0.258,14,40964,23
jreback,schmohlio,0.377,9,40964,22
jreback,jakevdp,0.617,13,40964,22
jreback,naught101,0.58,19,40964,22
jreback,lmjohns3,0.454,10,40964,22
jreback,agijsberts,0.564,10,40964,22
jreback,BrenBarn,0.611,13,40964,22
jreback,ajcr,0.673,18,40964,22
jreback,cgrin,0.629,10,40964,22
jreback,teto,0.279,14,40964,22
jreback,rs2,0.697,10,40964,22
jreback,zym1010,0.6,8,40964,22
jreback,mborysow,0.316,3,40964,22
jreback,ucals,0.43,14,40964,22
jreback,alanbato,0.485,15,40964,22
jreback,waitingkuo,0.714,11,40964,22
jreback,bburan-galenea,0.547,9,40964,22
jreback,datnamer,0.679,16,40964,21
jreback,ARF1,0.595,9,40964,21
jreback,multiloc,0.669,15,40964,21
jreback,CarstVaartjes,0.329,12,40964,21
jreback,marcomayer,0.598,6,40964,21
jreback,Moisan,0.674,15,40964,21
jreback,tshauck,0.709,15,40964,21
jreback,MasonGallo,0.643,15,40964,21
jreback,RogerThomas,0.41,12,40964,21
jreback,WBare,0.217,11,40964,21
jreback,rohanp,0.597,13,40964,21
jreback,kprestel,0.463,13,40964,21
jreback,LJArendse,0.484,11,40964,21
jreback,benjaminr,0.56,14,40964,21
jreback,adgaudio,0.268,9,40964,21
jreback,dwiel,0.56,6,40964,21
jreback,bthyreau,0.372,17,40964,21
jreback,vincentarelbundock,0.594,6,40964,20
jreback,JackKelly,0.34,13,40964,20
jreback,bnaul,0.61,16,40964,20
jreback,VelizarVESSELINOV,0.52,15,40964,20
jreback,tlmaloney,0.616,10,40964,20
jreback,sumitbinnani,0.7,17,40964,20
jreback,datajanko,0.343,15,40964,20
jreback,lrq3000,0.161,9,40964,20
jreback,Giftlin,0.773,7,40964,20
jreback,locojay,0.564,7,40964,20
jreback,dargueta,0.364,12,40964,20
jreback,jostheim,0.468,9,40964,20
jreback,SleepingPills,0.553,8,40964,20
jreback,azbones,0.574,11,40964,20
jreback,vpatel34,0.453,7,40964,20
jreback,wolever,0.456,5,40964,20
jreback,goyodiaz,0.42,15,40964,19
jreback,ron819,0.546,12,40964,19
jreback,aflaxman,0.724,9,40964,19
jreback,dgrahn,0.526,3,40964,19
jreback,Vutsuak16,0.601,9,40964,19
jreback,klonuo,0.273,9,40964,19
jreback,shawnheide,0.446,13,40964,19
jreback,mbrucher,0.382,5,40964,19
jreback,ozak,0.554,11,40964,19
jreback,mikegraham,0.525,7,40964,19
jreback,harisbal,0.565,17,40964,19
jreback,adbull,0.605,13,40964,19
jreback,mficek,0.443,12,40964,19
jreback,detrout,0.469,12,40964,19
jreback,mattharrison,0.111,1,40964,19
jreback,prossahl,0.558,10,40964,19
jreback,gouthambs,0.59,10,40964,19
jreback,zzzeek,0.444,7,40964,18
jreback,flamingbear,0.425,9,40964,18
jreback,cel4,0.59,14,40964,18
jreback,flying-sheep,0.471,12,40964,18
jreback,ariddell,0.541,10,40964,18
jreback,lesteve,0.589,7,40964,18
jreback,jtkiley,0.449,7,40964,18
jreback,danfrankj,0.552,15,40964,18
jreback,jcrist,0.592,12,40964,18
jreback,stangirala,0.699,10,40964,18
jreback,davclark,0.487,10,40964,18
jreback,pambot,0.63,7,40964,18
jreback,maximveksler,0.689,8,40964,18
jreback,gilbertoolimpio,0.37,3,40964,18
jreback,IHackPy,0.452,8,40964,18
jreback,ssikdar1,0.588,10,40964,18
jreback,SimonAlecks,0.305,14,40964,18
jreback,vuminhle,0.634,12,40964,18
jreback,vadakattu,0.567,13,40964,18
jreback,Marigold,0.504,9,40964,18
jreback,alexbw,0.471,11,40964,18
jreback,hadim,0.378,3,40964,18
jreback,ifmihai,0.565,5,40964,18
jreback,asobrien,0.652,13,40964,18
jreback,JakeEhrlich,0.707,2,40964,18
jreback,ledmonster,0.714,10,40964,18
jreback,invisibleroads,0.53,8,40964,17
jreback,d1manson,0.468,5,40964,17
jreback,schettino72,0.401,12,40964,17
jreback,yoavram,0.618,12,40964,17
jreback,aechase,0.662,11,40964,17
jreback,selik,0.544,12,40964,17
jreback,chrisgilmerproj,0.336,2,40964,17
jreback,barrymoo,0.503,7,40964,17
jreback,vtbassmatt,0.547,12,40964,17
jreback,tinproject,0.407,14,40964,17
jreback,margaret,0.756,7,40964,17
jreback,jmarrec,0.589,10,40964,17
jreback,m-charlton,0.657,12,40964,17
jreback,erikcs,0.52,11,40964,17
jreback,cgohlke,0.636,11,40964,17
jreback,dcreekp,0.439,10,40964,17
jreback,Templarrr,0.412,9,40964,17
jreback,JayOfferdahl,0.561,13,40964,17
jreback,troels,0.67,11,40964,17
jreback,mwoss,0.684,10,40964,17
jreback,sean-schaefer,0.521,12,40964,17
jreback,kdiether,0.693,9,40964,17
jreback,tkf,0.75,1,40964,16
jreback,gte620v,0.472,10,40964,16
jreback,benarthur91,0.526,11,40964,16
jreback,DGrady,0.471,11,40964,16
jreback,manugarri,0.519,9,40964,16
jreback,rsdenijs,0.716,10,40964,16
jreback,phobson,0.631,12,40964,16
jreback,gregory-marton,0.689,4,40964,16
jreback,jolespin,0.472,12,40964,16
jreback,ParfaitG,0.509,10,40964,16
jreback,Khris777,0.485,11,40964,16
jreback,keshavramaswamy,0.728,13,40964,16
jreback,FrancescAlted,0.74,7,40964,16
jreback,samuelsinayoko,0.574,11,40964,16
jreback,funnycrab,0.411,12,40964,16
jreback,zertrin,0.25,12,40964,16
jreback,rosygupta,0.539,6,40964,16
jreback,sjev,0.636,1,40964,16
jreback,JesperDramsch,0.678,7,40964,16
jreback,tommyod,0.482,14,40964,16
jreback,holymonson,0.653,9,40964,16
jreback,NikhilKumarM,0.62,9,40964,16
jreback,ingwinlu,0.683,9,40964,16
jreback,AlexandreDecan,0.487,6,40964,16
jreback,kpflugshaupt,0.499,6,40964,16
jreback,jcbozonier,0.578,8,40964,16
jreback,kevinastone,0.54,4,40964,16
jreback,fkaufer,0.266,10,40964,16
jreback,hsperr,0.439,10,40964,15
jreback,mayankasthana,0.669,8,40964,15
jreback,amcpherson,0.594,13,40964,15
jreback,apiszcz,0.644,10,40964,15
jreback,petehuang,0.568,2,40964,15
jreback,lewisacidic,0.419,11,40964,15
jreback,roblevy,0.457,12,40964,15
jreback,pkch,0.552,12,40964,15
jreback,StephenKappel,0.534,12,40964,15
jreback,matthewgilbert,0.695,14,40964,15
jreback,proinsias,0.495,11,40964,15
jreback,smcinerney,0.612,10,40964,15
jreback,aterrel,0.534,11,40964,15
jreback,amanhanda,0.561,8,40964,15
jreback,joseortiz3,0.351,10,40964,15
jreback,ischurov,0.674,8,40964,15
jreback,Carreau,0.469,11,40964,15
jreback,mayukh18,0.567,8,40964,15
jreback,eromoe,0.567,10,40964,15
jreback,memeplex,0.58,8,40964,15
jreback,alph486,0.549,8,40964,15
jreback,zachcp,0.579,9,40964,15
jreback,mrjbq7,0.36,4,40964,15
jreback,fjdiod,0.672,12,40964,15
jreback,shangyian,0.572,9,40964,15
jreback,djhoese,0.674,5,40964,15
jreback,fjetter,0.34,11,40964,15
jreback,chalmerlowe,0.57,9,40964,15
jreback,pichonz,0.339,6,40964,15
jreback,miccoli,0.471,9,40964,15
jreback,Mottl,0.705,10,40964,15
jreback,MaxVanDeursen,0.341,6,40964,15
jreback,YuechengWu,0.481,8,40964,15
jreback,meteore,0.661,7,40964,15
jreback,holocronweaver,0.498,12,40964,15
jreback,mamikonyan,0.306,6,40964,15
jreback,jsudheer,0.085,5,40964,15
jreback,armaganthis3,0.209,6,40964,15
jreback,nmvasani,0.442,1,40964,15
jreback,RomanPekar,0.419,8,40964,14
jreback,ssaumitra,0.673,9,40964,14
jreback,cdeil,0.552,1,40964,14
jreback,ChristopherShort,0.314,8,40964,14
jreback,pv,0.694,11,40964,14
jreback,jonblunt,0.284,8,40964,14
jreback,goldenbull,0.661,13,40964,14
jreback,rkern,0.755,5,40964,14
jreback,kordek,0.779,7,40964,14
jreback,HHammond,0.668,7,40964,14
jreback,kodonnell,0.429,6,40964,14
jreback,ssche,0.515,4,40964,14
jreback,has2k1,0.637,12,40964,14
jreback,JoshuaC3,0.596,10,40964,14
jreback,watercrossing,0.713,7,40964,14
jreback,adrienemery,0.718,9,40964,14
jreback,dirkbike,0.763,5,40964,14
jreback,yui-knk,0.467,10,40964,14
jreback,tom-bird,0.555,10,40964,14
jreback,detroitcoder,0.554,4,40964,14
jreback,Kevin-McIsaac,0.369,6,40964,14
jreback,tomneep,0.58,13,40964,14
jreback,Peque,0.752,6,40964,14
jreback,sglyon,0.617,11,40964,14
jreback,arminv,0.482,12,40964,14
jreback,nikoskaragiannakis,0.622,9,40964,14
jreback,readyready15728,0.789,5,40964,14
jreback,meeseeksdev[bot],0.497,10,40964,14
jreback,nspies,0.339,10,40964,14
jreback,gjreda,0.576,8,40964,14
jreback,davidljung,0.464,7,40964,14
jreback,jtornero,0.392,10,40964,14
jreback,r-b-g-b,0.429,11,40964,14
jreback,buckeye1,0.699,7,40964,14
jreback,acorbe,0.436,10,40964,14
jreback,ogrisel,0.541,5,40964,13
jreback,eoincondron,0.289,9,40964,13
jreback,harshnisar,0.567,11,40964,13
jreback,andreabedini,0.605,9,40964,13
jreback,szeitlin,0.497,9,40964,13
jreback,dov,0.566,8,40964,13
jreback,quicknir,0.296,4,40964,13
jreback,bbirand,0.569,10,40964,13
jreback,wholmgren,0.587,10,40964,13
jreback,rgommers,0.387,8,40964,13
jreback,rcarneva,0.603,9,40964,13
jreback,sxwang,0.501,12,40964,13
jreback,akaihola,0.666,5,40964,13
jreback,bennorth,0.574,6,40964,13
jreback,tsdlovell,0.686,10,40964,13
jreback,Xbar,0.608,6,40964,13
jreback,lminer,0.485,8,40964,13
jreback,charlie0389,0.369,11,40964,13
jreback,jrings,0.417,7,40964,13
jreback,simonm3,0.492,7,40964,13
jreback,mmngreco,0.468,11,40964,13
jreback,alan-wong,0.698,6,40964,13
jreback,cmazzullo,0.701,11,40964,13
jreback,mhaseebtariq,0.354,8,40964,13
jreback,bdrosen96,0.737,3,40964,13
jreback,brianhuey,0.663,6,40964,13
jreback,laudney,0.615,5,40964,13
jreback,gwerbin,0.491,10,40964,13
jreback,nchmura4,0.282,11,40964,13
jreback,bhavybarca,0.547,7,40964,13
jreback,srinivasreddy,0.646,10,40964,13
jreback,jgoppert,0.639,6,40964,13
jreback,carlosdanielcsantos,0.522,9,40964,13
jreback,hmeine,0.609,8,40964,13
jreback,guillemborrell,0.702,10,40964,13
jreback,deniederhut,0.685,9,40964,13
jreback,timcera,0.541,8,40964,13
jreback,AaronCritchley,0.414,9,40964,13
jreback,david-liu-brattle-1,0.627,8,40964,13
jreback,aeltanawy,0.36,11,40964,13
jreback,adamjstewart,0.579,3,40964,13
jreback,hksonngan,0.487,9,40964,13
jreback,baidoosik,0.246,7,40964,13
jreback,douglatornell,0.464,7,40964,13
jreback,hwalinga,0.325,9,40964,13
jreback,jeffreyrosenbluth,0.376,4,40964,13
jreback,aschilling,0.186,6,40964,13
jreback,havoc-io,0.398,4,40964,13
jreback,bboerner,0.396,4,40964,13
jreback,benjaminmgross,0.61,3,40964,13
jreback,grechkay,0.613,2,40964,13
jreback,stephenpascoe,0.556,8,40964,12
jreback,fbrundu,0.51,7,40964,12
jreback,ellisonbg,0.547,4,40964,12
jreback,cyrusmaher,0.45,5,40964,12
jreback,santegoeds,0.73,8,40964,12
jreback,larvian,0.428,10,40964,12
jreback,LoneStar134,0.425,2,40964,12
jreback,Konubinix,0.47,8,40964,12
jreback,brandon-rhodes,0.349,8,40964,12
jreback,mjoud,0.741,7,40964,12
jreback,saroele,0.06,1,40964,12
jreback,PeterKucirek,0.709,5,40964,12
jreback,languitar,0.519,8,40964,12
jreback,Sereger13,0.508,10,40964,12
jreback,frankcleary,0.733,10,40964,12
jreback,bkasel,0.548,5,40964,12
jreback,RahulHP,0.619,11,40964,12
jreback,BLMeltdown,0.286,8,40964,12
jreback,dragonator4,0.165,8,40964,12
jreback,joshuastorck,0.642,7,40964,12
jreback,thejohnfreeman,0.553,8,40964,12
jreback,damionw,0.465,4,40964,12
jreback,rforgione,0.457,9,40964,12
jreback,brandonmburroughs,0.537,7,40964,12
jreback,jeffcarey,0.665,11,40964,12
jreback,elsander,0.667,2,40964,12
jreback,GuessWhoSamFoo,0.592,12,40964,12
jreback,mogillies,0.454,3,40964,12
jreback,ocefpaf,0.382,9,40964,12
jreback,chrisjbillington,0.408,4,40964,12
jreback,eoveson,0.362,7,40964,12
jreback,sushobhit27,0.79,10,40964,12
jreback,rbenes,0.587,10,40964,12
jreback,Mofef,0.338,5,40964,12
jreback,sursu,0.489,8,40964,12
jreback,shantanuo,0.555,5,40964,12
jreback,yutiansut,0.555,5,40964,12
jreback,priya-gitTest,0.451,4,40964,12
jreback,adamhooper,0.45,10,40964,12
jreback,Roald87,0.448,8,40964,12
jreback,nixphix,0.604,9,40964,12
jreback,stevenbw,0.382,12,40964,12
jreback,rla3rd,0.692,7,40964,12
jreback,altaurog,0.397,5,40964,12
jreback,aimboden,0.353,9,40964,12
jreback,PollyP,0.502,11,40964,12
jreback,dxe4,0.534,7,40964,12
jreback,ahjulstad,0.432,4,40964,12
jreback,gdementen,0.345,5,40964,11
jreback,yosuah,0.24,6,40964,11
jreback,fabianrost84,0.58,4,40964,11
jreback,bear24rw,0.446,6,40964,11
jreback,stevenmanton,0.456,8,40964,11
jreback,captainsafia,0.609,11,40964,11
jreback,rubennj,0.594,8,40964,11
jreback,prcastro,0.603,8,40964,11
jreback,aaront,0.836,7,40964,11
jreback,0x0L,0.428,8,40964,11
jreback,alfonsomhc,0.404,7,40964,11
jreback,berthelemy,0.369,5,40964,11
jreback,JohnNapier,0.285,8,40964,11
jreback,ikilledthecat,0.667,8,40964,11
jreback,mcocdawc,0.268,7,40964,11
jreback,mwiebe,0.67,2,40964,11
jreback,minrk,0.373,6,40964,11
jreback,jondo,0.513,9,40964,11
jreback,robintw,0.287,3,40964,11
jreback,techvslife,0.436,6,40964,11
jreback,Michael-E-Rose,0.566,7,40964,11
jreback,glaucouri,0.447,8,40964,11
jreback,aiguofer,0.481,8,40964,11
jreback,sstanovnik,0.508,7,40964,11
jreback,ssalonen,0.474,8,40964,11
jreback,MLopez-Ibanez,0.546,6,40964,11
jreback,ProsperousHeart,0.598,5,40964,11
jreback,ibrahimsharaf,0.631,8,40964,11
jreback,raminfp,0.637,4,40964,11
jreback,kirkhansen,0.436,9,40964,11
jreback,Kodiologist,0.286,8,40964,11
jreback,AbdealiJK,0.479,6,40964,11
jreback,mapehe,0.345,9,40964,11
jreback,mcrot,0.332,6,40964,11
jreback,jcjf,0.628,11,40964,11
jreback,gbakalian,0.43,3,40964,11
jreback,bmironov,0.595,3,40964,11
jreback,josham,0.596,10,40964,11
jreback,dluiscosta,0.462,7,40964,11
jreback,avolkov,0.471,5,40964,11
jreback,varadgunjal,0.396,6,40964,11
jreback,Vibhu-Agarwal,0.602,7,40964,11
jreback,matthiastns,0.177,5,40964,11
jreback,agconti,0.176,6,40964,11
jreback,nfoti,0.262,4,40964,11
jreback,esc,0.611,5,40964,11
jreback,c0indev3l,0.624,6,40964,11
jreback,m-kuhn,0.407,8,40964,11
jreback,chancyk,0.51,9,40964,11
jreback,jblackburne,0.658,5,40964,10
jreback,borisRa,0.633,6,40964,10
jreback,cgevans,0.661,3,40964,10
jreback,jameshiebert,0.528,8,40964,10
jreback,nmartensen,0.829,7,40964,10
