developer1,developer2,ncr_consistent_rate,co_issue_cnt,cmt_cnt1,cmt_cnt2
teees,Templarfreak,0.661,0,80,15
teees,jrb0001,0.607,0,80,15
teees,drogoganor,0.612,0,80,15
teees,chazechad,0.718,0,80,15
teees,GSonderling,0.604,0,80,15
teees,Murto,0.647,0,80,14
teees,jtyle6,0.829,0,80,14
teees,Sininini,0.529,0,80,14
teees,e1d1s1,0.407,0,80,14
teees,RockYourBuddy,0.589,0,80,14
teees,jabbink,0.705,0,80,14
teees,Arcitectus,0.756,3,80,13
teees,Phoib,0.824,3,80,13
teees,Basti504,0.694,0,80,13
teees,runeavalon,0.254,0,80,13
teees,DSUK,0.694,0,80,13
teees,DoGyAUT,0.678,0,80,12
teees,aydjay,0.543,0,80,12
teees,collimation,0.736,0,80,11
teees,Apollo-X,0.656,0,80,11
teees,bateramos,0.35,0,80,11
teees,Baxxster,0.736,0,80,11
teees,probonopd,0.659,0,80,11
teees,theKalash,0.81,0,80,11
teees,Nyerguds,0.357,0,80,11
teees,Nineeva,0.515,0,80,11
teees,j2k15,0.589,1,80,11
teees,colonelpopcorn,0.721,0,80,10
teees,KevinYeti,0.559,0,80,10
teees,Turupawn,0.149,0,80,10
teees,noamyogev84,0.559,0,80,10
teees,SteelPhase,0.887,0,80,10
teees,VanDeWetering,0.798,1,80,9
teees,ThisBlunt,0.699,0,80,9
teees,Raymond-cnc,0.618,1,80,9
teees,lovalmidas,0.424,0,80,9
teees,mazarf,0.699,0,80,9
teees,skruw,0.522,0,80,9
teees,ROCKNROLLKID,0.608,0,80,9
teees,JoshuaPettus,0.338,0,80,9
teees,Muh-Muh,0.608,0,80,9
teees,avalach21,0.239,0,80,9
teees,Smith00101010,0.793,0,80,9
teees,GeertJohan,0.604,0,80,9
teees,Robmaister,0.703,0,80,9
teees,suvjunmd,0.707,0,80,9
teees,leodew,0.371,1,80,8
teees,irungentoo,0.683,1,80,8
teees,samrocketman,0.68,0,80,8
teees,gardolf,0.887,0,80,8
teees,godest88,0.259,0,80,8
teees,viszkoktamas,0.582,1,80,8
teees,3Lucian,0.569,0,80,8
teees,ryanehlol,0.68,0,80,8
teees,fruestueck,0.569,0,80,8
teees,nicefive,0.472,0,80,8
teees,anvilvapre,0.356,0,80,8
teees,hartmark,0.569,0,80,8
teees,dufresnep,0.259,0,80,8
teees,salvadorc17,0.781,0,80,8
teees,Zogg,0.656,1,80,7
teees,riiga,0.772,1,80,7
teees,SzabKel,0.528,1,80,7
teees,Hanzik,0.771,0,80,7
teees,noobmapmaker,0.286,0,80,7
teees,grafviktor,0.175,0,80,7
teees,Marnador,0.646,1,80,7
teees,pizzaoverhead,0.887,0,80,7
teees,Marty,0.534,0,80,7
teees,Arular101,0.771,0,80,7
teees,Aquilar,0.766,0,80,7
teees,krisradio,0.534,0,80,7
teees,carlos444,0.412,0,80,7
teees,MartinCurwen,0.645,0,80,7
teees,AngryBirdz,0.887,0,80,7
teees,Computerfreaked,0.529,0,80,7
teees,ivicok,0.643,1,80,7
teees,ozzyyzzo4096,0.65,0,80,7
teees,Rowan94,0.771,0,80,7
teees,mylemans,0.333,0,80,6
teees,psydev,0.617,0,80,6
teees,Szunti,0.746,1,80,6
teees,PiDelport,0.61,0,80,6
teees,Narg6,0.056,0,80,6
teees,rautamiekka,0.746,0,80,6
teees,ChristianDK,0.61,0,80,6
teees,docholiday,0.333,0,80,6
teees,Walkman100,0.469,0,80,6
teees,Sora012,0.469,0,80,6
teees,svein83,0.469,0,80,6
teees,Omnomon,0.604,0,80,6
teees,salsero,0.746,0,80,6
teees,roundowl,0.746,0,80,6
teees,CanOPringles,0.887,0,80,6
teees,RRPRIME,0.469,0,80,6
teees,Inq8,0.469,0,80,6
teees,Beep6581,0.752,0,80,6
teees,marataziat,0.746,0,80,6
teees,JohnnyXP64,0.185,0,80,6
teees,SilverlineDev,0.887,0,80,6
teees,TGHoly,0.481,0,80,6
teees,fastslack,0.752,0,80,6
teees,RichSuther,0.333,1,80,6
teees,akoeplinger,0.887,0,80,6
teees,Boxhead78,0.469,0,80,6
teees,Herve-M,0.746,0,80,6
teees,Aneyrin,0.563,1,80,5
teees,hacklex,0.717,1,80,5
teees,XenGi,0.385,0,80,5
teees,lovenemesis,0.887,2,80,5
teees,Codes4Fun,0.718,0,80,5
teees,LordSyke,0.722,1,80,5
teees,mattathebest,0.562,0,80,5
teees,rmoriz,0.725,0,80,5
teees,PowaBanga,0.562,0,80,5
teees,tysonliddell,0.887,0,80,5
teees,Cilyena,0.887,0,80,5
teees,Askmewho,0.887,0,80,5
teees,Afijak,0.725,0,80,5
teees,ibrokemypie,0.718,0,80,5
teees,Wobling,0.718,0,80,5
teees,exaker,0.718,0,80,5
teees,iezed,0.393,0,80,5
teees,JColstrom,0.887,0,80,5
teees,MrRocket50,0.725,0,80,5
teees,DeadlySurprise,0.718,0,80,5
teees,bvandenbogaard,0.725,0,80,5
teees,LunaticEdit,0.555,0,80,5
teees,moviuro,0.725,0,80,5
clemty,Rydra,0.595,1,79,79
clemty,jaZzKCS,0.659,0,79,76
clemty,Biofreak1987,0.729,5,79,72
clemty,abc013,0.729,2,79,71
clemty,huwpascoe,0.707,6,79,70
clemty,yaaaaa,0.559,0,79,67
clemty,ScottNZ,0.708,1,79,62
clemty,dragunoff,0.594,0,79,62
clemty,Nelax,0.549,0,79,59
clemty,epicelite,0.621,3,79,55
clemty,UberWaffe,0.615,8,79,54
clemty,ShadowA,0.539,0,79,51
clemty,tovl,0.558,0,79,47
clemty,kyrreso,0.63,1,79,46
clemty,FrameLimiter,0.75,0,79,44
clemty,42foobar42,0.565,2,79,42
clemty,KOYK,0.589,0,79,40
clemty,kyrylo,0.513,0,79,39
clemty,anjew175,0.655,1,79,39
clemty,LavenderMoon,0.654,7,79,39
clemty,pevers,0.506,1,79,38
clemty,evgeniysergeev,0.799,3,79,37
clemty,OmegaBolt,0.607,2,79,33
clemty,dan9550,0.693,2,79,33
clemty,AMHOL,0.536,0,79,32
clemty,netnazgul,0.599,0,79,32
clemty,whinis,0.729,0,79,31
clemty,fgdzfggsfgsfgsf,0.49,1,79,25
clemty,xp65,0.297,2,79,25
clemty,airetaM,0.604,0,79,25
clemty,ihptru,0.768,1,79,24
clemty,Mortecha,0.424,0,79,24
clemty,gdavegdave,0.653,0,79,24
clemty,RadicalEdward2,0.476,0,79,24
clemty,rapgro,0.615,1,79,23
clemty,GrayHatter,0.573,1,79,22
clemty,FRenzy-OpenRA,0.482,0,79,22
clemty,ChaoticMind,0.478,2,79,22
clemty,Townes27,0.666,0,79,21
clemty,tohava,0.629,0,79,21
clemty,ubitux,0.73,0,79,21
clemty,Punsho,0.764,0,79,21
clemty,dtluna,0.591,0,79,20
clemty,Aaron-Lloyd,0.651,2,79,19
clemty,Truth99A,0.538,0,79,19
clemty,ABrandau,0.648,0,79,19
clemty,Sapena,0.578,0,79,19
clemty,sajwang,0.472,0,79,19
clemty,StormWingDelta,0.504,0,79,19
clemty,paulvt,0.72,0,79,18
clemty,cookgreen,0.72,0,79,18
clemty,teinarss,0.605,0,79,18
clemty,fusion809,0.631,0,79,17
clemty,sinf,0.592,1,79,17
clemty,Zjordy,0.329,3,79,16
clemty,IceReaper,0.576,0,79,16
clemty,DrMelon,0.624,2,79,16
clemty,hypercube33,0.703,0,79,15
clemty,klaas1,0.376,0,79,15
clemty,RockyTV,0.703,0,79,15
clemty,SMIFFGIG,0.657,6,79,15
clemty,Templarfreak,0.608,0,79,15
clemty,jrb0001,0.563,0,79,15
clemty,drogoganor,0.566,0,79,15
clemty,chazechad,0.656,0,79,15
clemty,GSonderling,0.561,0,79,15
clemty,Murto,0.597,1,79,14
clemty,jtyle6,0.749,0,79,14
clemty,Sininini,0.499,2,79,14
clemty,e1d1s1,0.396,0,79,14
clemty,RockYourBuddy,0.548,0,79,14
clemty,jabbink,0.646,0,79,14
clemty,Arcitectus,0.688,0,79,13
clemty,Phoib,0.745,2,79,13
clemty,Basti504,0.635,2,79,13
clemty,runeavalon,0.266,0,79,13
clemty,DSUK,0.635,3,79,13
clemty,DoGyAUT,0.622,0,79,12
clemty,aydjay,0.508,0,79,12
clemty,collimation,0.671,0,79,11
clemty,Apollo-X,0.604,0,79,11
clemty,bateramos,0.349,0,79,11
clemty,Baxxster,0.67,2,79,11
clemty,probonopd,0.606,0,79,11
clemty,theKalash,0.733,0,79,11
clemty,Nyerguds,0.353,0,79,11
clemty,Nineeva,0.484,0,79,11
clemty,j2k15,0.547,0,79,11
clemty,colonelpopcorn,0.658,0,79,10
clemty,KevinYeti,0.522,0,79,10
clemty,Turupawn,0.176,1,79,10
clemty,noamyogev84,0.522,0,79,10
clemty,SteelPhase,0.794,2,79,10
clemty,VanDeWetering,0.722,0,79,9
clemty,ThisBlunt,0.64,0,79,9
clemty,Raymond-cnc,0.569,1,79,9
clemty,lovalmidas,0.409,0,79,9
clemty,mazarf,0.64,0,79,9
clemty,skruw,0.491,0,79,9
clemty,ROCKNROLLKID,0.564,0,79,9
clemty,JoshuaPettus,0.336,0,79,9
clemty,Muh-Muh,0.564,0,79,9
clemty,avalach21,0.255,0,79,9
clemty,Smith00101010,0.719,0,79,9
clemty,GeertJohan,0.561,0,79,9
clemty,Robmaister,0.643,0,79,9
clemty,suvjunmd,0.646,2,79,9
clemty,leodew,0.364,0,79,8
clemty,irungentoo,0.627,0,79,8
clemty,samrocketman,0.623,0,79,8
clemty,gardolf,0.797,0,79,8
clemty,godest88,0.272,0,79,8
clemty,viszkoktamas,0.541,0,79,8
clemty,3Lucian,0.532,0,79,8
clemty,ryanehlol,0.623,0,79,8
clemty,fruestueck,0.532,0,79,8
clemty,nicefive,0.449,0,79,8
clemty,anvilvapre,0.354,0,79,8
clemty,hartmark,0.532,0,79,8
clemty,dufresnep,0.272,0,79,8
clemty,salvadorc17,0.705,4,79,8
clemty,Zogg,0.602,0,79,7
clemty,riiga,0.7,0,79,7
clemty,SzabKel,0.497,0,79,7
clemty,Hanzik,0.7,0,79,7
clemty,noobmapmaker,0.295,0,79,7
clemty,grafviktor,0.201,0,79,7
clemty,Marnador,0.595,0,79,7
clemty,pizzaoverhead,0.797,0,79,7
clemty,Marty,0.501,0,79,7
clemty,Arular101,0.7,0,79,7
clemty,Aquilar,0.696,0,79,7
clemty,krisradio,0.501,0,79,7
clemty,carlos444,0.4,0,79,7
clemty,MartinCurwen,0.595,0,79,7
clemty,AngryBirdz,0.797,0,79,7
clemty,Computerfreaked,0.497,0,79,7
clemty,ivicok,0.598,2,79,7
clemty,ozzyyzzo4096,0.599,0,79,7
clemty,Rowan94,0.701,1,79,7
clemty,mylemans,0.333,0,79,6
clemty,psydev,0.57,0,79,6
clemty,Szunti,0.679,0,79,6
clemty,PiDelport,0.565,0,79,6
clemty,Narg6,0.101,0,79,6
clemty,rautamiekka,0.679,0,79,6
clemty,ChristianDK,0.567,1,79,6
clemty,docholiday,0.333,0,79,6
clemty,Walkman100,0.447,0,79,6
clemty,Sora012,0.447,0,79,6
clemty,svein83,0.447,0,79,6
clemty,Omnomon,0.561,0,79,6
clemty,salsero,0.679,0,79,6
clemty,roundowl,0.679,0,79,6
clemty,CanOPringles,0.797,0,79,6
clemty,RRPRIME,0.447,0,79,6
clemty,Inq8,0.447,0,79,6
clemty,Beep6581,0.684,0,79,6
clemty,marataziat,0.679,0,79,6
clemty,JohnnyXP64,0.211,0,79,6
clemty,SilverlineDev,0.797,0,79,6
clemty,TGHoly,0.455,1,79,6
clemty,fastslack,0.684,0,79,6
clemty,RichSuther,0.333,0,79,6
clemty,akoeplinger,0.797,1,79,6
clemty,Boxhead78,0.447,1,79,6
clemty,Herve-M,0.677,2,79,6
clemty,Aneyrin,0.524,0,79,5
clemty,hacklex,0.656,0,79,5
clemty,XenGi,0.377,0,79,5
clemty,lovenemesis,0.797,0,79,5
clemty,Codes4Fun,0.656,0,79,5
clemty,LordSyke,0.661,0,79,5
clemty,mattathebest,0.524,0,79,5
clemty,rmoriz,0.661,0,79,5
clemty,PowaBanga,0.524,0,79,5
clemty,tysonliddell,0.797,0,79,5
clemty,Cilyena,0.797,0,79,5
clemty,Askmewho,0.797,0,79,5
clemty,Afijak,0.661,0,79,5
clemty,ibrokemypie,0.656,0,79,5
clemty,Wobling,0.656,0,79,5
clemty,exaker,0.656,0,79,5
clemty,iezed,0.382,0,79,5
clemty,JColstrom,0.797,0,79,5
clemty,MrRocket50,0.661,0,79,5
clemty,DeadlySurprise,0.656,0,79,5
clemty,bvandenbogaard,0.66,1,79,5
clemty,LunaticEdit,0.519,0,79,5
clemty,moviuro,0.661,0,79,5
Rydra,jaZzKCS,0.597,0,79,76
Rydra,Biofreak1987,0.654,0,79,72
Rydra,abc013,0.653,0,79,71
Rydra,huwpascoe,0.637,3,79,70
Rydra,yaaaaa,0.516,0,79,67
Rydra,ScottNZ,0.636,8,79,62
Rydra,dragunoff,0.545,0,79,62
Rydra,Nelax,0.508,8,79,59
Rydra,epicelite,0.566,0,79,55
Rydra,UberWaffe,0.562,1,79,54
Rydra,ShadowA,0.5,0,79,51
Rydra,tovl,0.516,0,79,47
Rydra,kyrreso,0.574,2,79,46
Rydra,FrameLimiter,0.67,0,79,44
Rydra,42foobar42,0.521,1,79,42
Rydra,KOYK,0.54,0,79,40
Rydra,kyrylo,0.478,0,79,39
Rydra,anjew175,0.593,0,79,39
Rydra,LavenderMoon,0.593,0,79,39
Rydra,pevers,0.474,8,79,38
Rydra,evgeniysergeev,0.709,0,79,37
Rydra,OmegaBolt,0.553,2,79,33
Rydra,dan9550,0.623,4,79,33
Rydra,AMHOL,0.497,0,79,32
Rydra,netnazgul,0.549,0,79,32
Rydra,whinis,0.654,0,79,31
Rydra,fgdzfggsfgsfgsf,0.46,0,79,25
Rydra,xp65,0.303,0,79,25
Rydra,airetaM,0.552,0,79,25
Rydra,ihptru,0.685,1,79,24
Rydra,Mortecha,0.406,0,79,24
Rydra,gdavegdave,0.592,0,79,24
Rydra,RadicalEdward2,0.449,0,79,24
Rydra,rapgro,0.562,0,79,23
Rydra,GrayHatter,0.528,0,79,22
Rydra,FRenzy-OpenRA,0.453,0,79,22
Rydra,ChaoticMind,0.452,0,79,22
Rydra,Townes27,0.602,0,79,21
Rydra,tohava,0.573,0,79,21
Rydra,ubitux,0.655,0,79,21
Rydra,Punsho,0.682,0,79,21
Rydra,dtluna,0.541,0,79,20
Rydra,Aaron-Lloyd,0.59,0,79,19
Rydra,Truth99A,0.5,0,79,19
Rydra,ABrandau,0.589,0,79,19
Rydra,Sapena,0.531,0,79,19
Rydra,sajwang,0.444,0,79,19
Rydra,StormWingDelta,0.472,0,79,19
Rydra,paulvt,0.646,0,79,18
Rydra,cookgreen,0.646,0,79,18
Rydra,teinarss,0.553,0,79,18
Rydra,fusion809,0.575,0,79,17
Rydra,sinf,0.543,0,79,17
Rydra,Zjordy,0.326,0,79,16
Rydra,IceReaper,0.531,0,79,16
Rydra,DrMelon,0.567,0,79,16
Rydra,hypercube33,0.633,0,79,15
Rydra,klaas1,0.369,0,79,15
Rydra,RockyTV,0.633,0,79,15
Rydra,SMIFFGIG,0.596,0,79,15
Rydra,Templarfreak,0.557,0,79,15
Rydra,jrb0001,0.52,0,79,15
Rydra,drogoganor,0.522,0,79,15
Rydra,chazechad,0.595,0,79,15
Rydra,GSonderling,0.519,0,79,15
Rydra,Murto,0.547,0,79,14
Rydra,jtyle6,0.669,0,79,14
Rydra,Sininini,0.467,0,79,14
Rydra,e1d1s1,0.385,0,79,14
Rydra,RockYourBuddy,0.507,0,79,14
Rydra,jabbink,0.589,2,79,14
Rydra,Arcitectus,0.621,0,79,13
Rydra,Phoib,0.666,0,79,13
Rydra,Basti504,0.578,0,79,13
Rydra,runeavalon,0.278,0,79,13
Rydra,DSUK,0.578,0,79,13
Rydra,DoGyAUT,0.568,0,79,12
Rydra,aydjay,0.475,0,79,12
Rydra,collimation,0.606,0,79,11
Rydra,Apollo-X,0.554,0,79,11
Rydra,bateramos,0.348,0,79,11
Rydra,Baxxster,0.606,0,79,11
Rydra,probonopd,0.555,0,79,11
Rydra,theKalash,0.657,0,79,11
Rydra,Nyerguds,0.35,0,79,11
Rydra,Nineeva,0.455,0,79,11
Rydra,j2k15,0.505,0,79,11
Rydra,colonelpopcorn,0.596,0,79,10
Rydra,KevinYeti,0.485,0,79,10
Rydra,Turupawn,0.205,0,79,10
Rydra,noamyogev84,0.485,0,79,10
Rydra,SteelPhase,0.709,0,79,10
Rydra,VanDeWetering,0.647,0,79,9
Rydra,ThisBlunt,0.582,0,79,9
Rydra,Raymond-cnc,0.523,0,79,9
Rydra,lovalmidas,0.395,0,79,9
Rydra,mazarf,0.582,0,79,9
Rydra,skruw,0.46,0,79,9
Rydra,ROCKNROLLKID,0.52,0,79,9
Rydra,JoshuaPettus,0.335,0,79,9
Rydra,Muh-Muh,0.52,0,79,9
Rydra,avalach21,0.27,0,79,9
Rydra,Smith00101010,0.645,1,79,9
Rydra,GeertJohan,0.518,2,79,9
Rydra,Robmaister,0.581,1,79,9
Rydra,suvjunmd,0.585,0,79,9
Rydra,leodew,0.358,0,79,8
Rydra,irungentoo,0.57,0,79,8
Rydra,samrocketman,0.568,0,79,8
Rydra,gardolf,0.709,0,79,8
Rydra,godest88,0.285,0,79,8
Rydra,viszkoktamas,0.5,0,79,8
Rydra,3Lucian,0.495,0,79,8
Rydra,ryanehlol,0.568,0,79,8
Rydra,fruestueck,0.495,0,79,8
Rydra,nicefive,0.427,0,79,8
Rydra,anvilvapre,0.353,0,79,8
Rydra,hartmark,0.495,0,79,8
Rydra,dufresnep,0.285,0,79,8
Rydra,salvadorc17,0.638,0,79,8
Rydra,Zogg,0.55,0,79,7
Rydra,riiga,0.629,0,79,7
Rydra,SzabKel,0.467,0,79,7
Rydra,Hanzik,0.629,0,79,7
Rydra,noobmapmaker,0.304,0,79,7
Rydra,grafviktor,0.226,0,79,7
Rydra,Marnador,0.546,0,79,7
Rydra,pizzaoverhead,0.707,1,79,7
Rydra,Marty,0.468,0,79,7
Rydra,Arular101,0.629,0,79,7
Rydra,Aquilar,0.627,0,79,7
Rydra,krisradio,0.468,0,79,7
Rydra,carlos444,0.387,0,79,7
Rydra,MartinCurwen,0.546,0,79,7
Rydra,AngryBirdz,0.709,0,79,7
Rydra,Computerfreaked,0.467,0,79,7
Rydra,ivicok,0.546,0,79,7
Rydra,ozzyyzzo4096,0.548,0,79,7
Rydra,Rowan94,0.629,0,79,7
Rydra,mylemans,0.341,1,79,6
Rydra,psydev,0.523,0,79,6
Rydra,Szunti,0.614,0,79,6
Rydra,PiDelport,0.521,0,79,6
Rydra,Narg6,0.146,0,79,6
Rydra,rautamiekka,0.614,0,79,6
Rydra,ChristianDK,0.521,0,79,6
Rydra,docholiday,0.333,0,79,6
Rydra,Walkman100,0.426,0,79,6
Rydra,Sora012,0.426,0,79,6
Rydra,svein83,0.426,0,79,6
Rydra,Omnomon,0.519,0,79,6
Rydra,salsero,0.614,0,79,6
Rydra,roundowl,0.614,0,79,6
Rydra,CanOPringles,0.709,0,79,6
Rydra,RRPRIME,0.426,0,79,6
Rydra,Inq8,0.426,0,79,6
Rydra,Beep6581,0.616,0,79,6
Rydra,marataziat,0.614,0,79,6
Rydra,JohnnyXP64,0.236,0,79,6
Rydra,SilverlineDev,0.708,1,79,6
Rydra,TGHoly,0.433,2,79,6
Rydra,fastslack,0.616,0,79,6
Rydra,RichSuther,0.333,0,79,6
Rydra,akoeplinger,0.709,0,79,6
Rydra,Boxhead78,0.426,0,79,6
Rydra,Herve-M,0.614,0,79,6
Rydra,Aneyrin,0.486,0,79,5
Rydra,hacklex,0.595,0,79,5
Rydra,XenGi,0.37,0,79,5
Rydra,lovenemesis,0.709,0,79,5
Rydra,Codes4Fun,0.595,0,79,5
Rydra,LordSyke,0.597,0,79,5
Rydra,mattathebest,0.486,0,79,5
Rydra,rmoriz,0.597,0,79,5
Rydra,PowaBanga,0.486,0,79,5
Rydra,tysonliddell,0.709,0,79,5
Rydra,Cilyena,0.709,0,79,5
Rydra,Askmewho,0.709,0,79,5
Rydra,Afijak,0.597,0,79,5
Rydra,ibrokemypie,0.595,0,79,5
Rydra,Wobling,0.595,0,79,5
Rydra,exaker,0.595,0,79,5
Rydra,iezed,0.372,0,79,5
Rydra,JColstrom,0.709,0,79,5
Rydra,MrRocket50,0.597,0,79,5
Rydra,DeadlySurprise,0.597,2,79,5
Rydra,bvandenbogaard,0.604,2,79,5
Rydra,LunaticEdit,0.481,1,79,5
Rydra,moviuro,0.597,0,79,5
jaZzKCS,Biofreak1987,0.739,6,76,72
jaZzKCS,abc013,0.732,3,76,71
jaZzKCS,huwpascoe,0.711,1,76,70
jaZzKCS,yaaaaa,0.557,4,76,67
jaZzKCS,ScottNZ,0.712,2,76,62
jaZzKCS,dragunoff,0.604,0,76,62
jaZzKCS,Nelax,0.557,1,76,59
jaZzKCS,epicelite,0.619,3,76,55
jaZzKCS,UberWaffe,0.625,4,76,54
jaZzKCS,ShadowA,0.535,0,76,51
jaZzKCS,tovl,0.575,1,76,47
jaZzKCS,kyrreso,0.64,4,76,46
jaZzKCS,FrameLimiter,0.756,1,76,44
jaZzKCS,42foobar42,0.568,0,76,42
jaZzKCS,KOYK,0.591,0,76,40
jaZzKCS,kyrylo,0.508,2,76,39
jaZzKCS,anjew175,0.658,7,76,39
jaZzKCS,LavenderMoon,0.664,1,76,39
jaZzKCS,pevers,0.497,0,76,38
jaZzKCS,evgeniysergeev,0.803,1,76,37
jaZzKCS,OmegaBolt,0.616,0,76,33
jaZzKCS,dan9550,0.694,0,76,33
jaZzKCS,AMHOL,0.543,3,76,32
jaZzKCS,netnazgul,0.617,2,76,32
jaZzKCS,whinis,0.74,0,76,31
jaZzKCS,fgdzfggsfgsfgsf,0.5,3,76,25
jaZzKCS,xp65,0.296,0,76,25
jaZzKCS,airetaM,0.598,4,76,25
jaZzKCS,ihptru,0.776,0,76,24
jaZzKCS,Mortecha,0.404,1,76,24
jaZzKCS,gdavegdave,0.653,3,76,24
jaZzKCS,RadicalEdward2,0.492,1,76,24
jaZzKCS,rapgro,0.619,1,76,23
jaZzKCS,GrayHatter,0.594,4,76,22
jaZzKCS,FRenzy-OpenRA,0.478,2,76,22
jaZzKCS,ChaoticMind,0.493,2,76,22
jaZzKCS,Townes27,0.662,1,76,21
jaZzKCS,tohava,0.649,0,76,21
jaZzKCS,ubitux,0.741,0,76,21
jaZzKCS,Punsho,0.772,0,76,21
jaZzKCS,dtluna,0.58,0,76,20
jaZzKCS,Aaron-Lloyd,0.653,2,76,19
jaZzKCS,Truth99A,0.559,0,76,19
jaZzKCS,ABrandau,0.667,1,76,19
jaZzKCS,Sapena,0.58,0,76,19
jaZzKCS,sajwang,0.447,2,76,19
jaZzKCS,StormWingDelta,0.506,1,76,19
jaZzKCS,paulvt,0.724,2,76,18
jaZzKCS,cookgreen,0.724,0,76,18
jaZzKCS,teinarss,0.604,1,76,18
jaZzKCS,fusion809,0.651,1,76,17
jaZzKCS,sinf,0.599,0,76,17
jaZzKCS,Zjordy,0.278,0,76,16
jaZzKCS,IceReaper,0.601,0,76,16
jaZzKCS,DrMelon,0.634,0,76,16
jaZzKCS,hypercube33,0.717,2,76,15
jaZzKCS,klaas1,0.401,2,76,15
jaZzKCS,RockyTV,0.717,0,76,15
jaZzKCS,SMIFFGIG,0.666,0,76,15
jaZzKCS,Templarfreak,0.631,0,76,15
jaZzKCS,jrb0001,0.58,0,76,15
jaZzKCS,drogoganor,0.564,0,76,15
jaZzKCS,chazechad,0.674,0,76,15
jaZzKCS,GSonderling,0.588,0,76,15
jaZzKCS,Murto,0.611,1,76,14
jaZzKCS,jtyle6,0.748,0,76,14
jaZzKCS,Sininini,0.508,1,76,14
jaZzKCS,e1d1s1,0.417,2,76,14
jaZzKCS,RockYourBuddy,0.555,0,76,14
jaZzKCS,jabbink,0.664,0,76,14
jaZzKCS,Arcitectus,0.703,1,76,13
jaZzKCS,Phoib,0.744,0,76,13
jaZzKCS,Basti504,0.645,0,76,13
jaZzKCS,runeavalon,0.243,0,76,13
jaZzKCS,DSUK,0.645,0,76,13
jaZzKCS,DoGyAUT,0.632,0,76,12
jaZzKCS,aydjay,0.504,1,76,12
jaZzKCS,collimation,0.672,1,76,11
jaZzKCS,Apollo-X,0.628,1,76,11
jaZzKCS,bateramos,0.381,1,76,11
jaZzKCS,Baxxster,0.675,0,76,11
jaZzKCS,probonopd,0.617,1,76,11
jaZzKCS,theKalash,0.744,0,76,11
jaZzKCS,Nyerguds,0.36,0,76,11
jaZzKCS,Nineeva,0.467,0,76,11
jaZzKCS,j2k15,0.535,1,76,11
jaZzKCS,colonelpopcorn,0.662,0,76,10
jaZzKCS,KevinYeti,0.509,1,76,10
jaZzKCS,Turupawn,0.139,0,76,10
jaZzKCS,noamyogev84,0.509,0,76,10
jaZzKCS,SteelPhase,0.804,1,76,10
jaZzKCS,VanDeWetering,0.718,0,76,9
jaZzKCS,ThisBlunt,0.659,1,76,9
jaZzKCS,Raymond-cnc,0.548,0,76,9
jaZzKCS,lovalmidas,0.418,0,76,9
jaZzKCS,mazarf,0.659,0,76,9
jaZzKCS,skruw,0.477,0,76,9
jaZzKCS,ROCKNROLLKID,0.575,0,76,9
jaZzKCS,JoshuaPettus,0.32,0,76,9
jaZzKCS,Muh-Muh,0.575,0,76,9
jaZzKCS,avalach21,0.262,0,76,9
jaZzKCS,Smith00101010,0.731,0,76,9
jaZzKCS,GeertJohan,0.588,0,76,9
jaZzKCS,Robmaister,0.646,0,76,9
jaZzKCS,suvjunmd,0.633,0,76,9
jaZzKCS,leodew,0.355,0,76,8
jaZzKCS,irungentoo,0.618,3,76,8
jaZzKCS,samrocketman,0.627,0,76,8
jaZzKCS,gardolf,0.803,0,76,8
jaZzKCS,godest88,0.289,0,76,8
jaZzKCS,viszkoktamas,0.516,0,76,8
jaZzKCS,3Lucian,0.561,0,76,8
jaZzKCS,ryanehlol,0.627,0,76,8
jaZzKCS,fruestueck,0.561,0,76,8
jaZzKCS,nicefive,0.451,0,76,8
jaZzKCS,anvilvapre,0.397,1,76,8
jaZzKCS,hartmark,0.561,0,76,8
jaZzKCS,dufresnep,0.289,0,76,8
jaZzKCS,salvadorc17,0.722,0,76,8
jaZzKCS,Zogg,0.581,1,76,7
jaZzKCS,riiga,0.694,0,76,7
jaZzKCS,SzabKel,0.509,0,76,7
jaZzKCS,Hanzik,0.694,0,76,7
jaZzKCS,noobmapmaker,0.325,1,76,7
jaZzKCS,grafviktor,0.199,0,76,7
jaZzKCS,Marnador,0.618,0,76,7
jaZzKCS,pizzaoverhead,0.803,0,76,7
jaZzKCS,Marty,0.492,0,76,7
jaZzKCS,Arular101,0.694,0,76,7
jaZzKCS,Aquilar,0.711,0,76,7
jaZzKCS,krisradio,0.492,0,76,7
jaZzKCS,carlos444,0.4,0,76,7
jaZzKCS,MartinCurwen,0.618,0,76,7
jaZzKCS,AngryBirdz,0.803,0,76,7
jaZzKCS,Computerfreaked,0.509,0,76,7
jaZzKCS,ivicok,0.618,0,76,7
jaZzKCS,ozzyyzzo4096,0.602,0,76,7
jaZzKCS,Rowan94,0.694,0,76,7
jaZzKCS,mylemans,0.334,1,76,6
jaZzKCS,psydev,0.549,1,76,6
jaZzKCS,Szunti,0.695,0,76,6
jaZzKCS,PiDelport,0.568,0,76,6
jaZzKCS,Narg6,0.099,1,76,6
jaZzKCS,rautamiekka,0.695,0,76,6
jaZzKCS,ChristianDK,0.568,0,76,6
jaZzKCS,docholiday,0.333,1,76,6
jaZzKCS,Walkman100,0.461,0,76,6
jaZzKCS,Sora012,0.461,0,76,6
jaZzKCS,svein83,0.461,0,76,6
