name1,name2,period,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2
chandlerprall,mrdoob,20120,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,1.0
lanfeustxiii,mrdoob,20120,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,1.0
ghost,mrdoob,20120,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
meawoppl,mrdoob,20120,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
chandlerprall,lanfeustxiii,20120,1,0,1,0,1.0,0.0,1.0,0.0,2,1,1.0,1.0
ghost,lanfeustxiii,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
chandlerprall,ghost,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
chandlerprall,meawoppl,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
lanfeustxiii,meawoppl,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ghost,meawoppl,20120,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
libe,mrdoob,20120,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
davidedc,WestLangley,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
alteredq,chandlerprall,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.0
chandlerprall,valette,20120,1,0,0,1,0.12,0.0,0.0,0.12,9,1,0.0,0.88
alteredq,valette,20120,7,0,0,0,0.88,0.0,0.0,0.0,9,1,1.0,0.88
schmitzke,valette,20120,7,2,0,0,0.29,0.08,0.0,0.0,11,1,1.0,0.88
mrdoob,valette,20120,56,1,0,0,0.78,0.01,0.0,0.0,17,1,1.0,0.88
scald,valette,20120,7,1,0,0,0.44,0.06,0.0,0.0,10,1,1.0,0.88
chandlerprall,schmitzke,20120,0,2,0,0,0.0,0.67,0.0,0.0,4,1,0.0,1.0
alteredq,schmitzke,20120,1,0,0,0,0.33,0.0,0.0,0.0,4,1,1.0,1.0
mrdoob,schmitzke,20120,10,0,2,0,0.37,0.0,0.07,0.0,12,1,1.0,1.0
scald,schmitzke,20120,3,0,2,0,0.5,0.0,0.33,0.0,5,1,1.0,1.0
chandlerprall,mrdoob,20120,0,1,0,0,0.0,0.11,0.0,0.0,10,1,0.0,1.0
alteredq,mrdoob,20120,8,0,0,0,0.89,0.0,0.0,0.0,10,1,1.0,1.0
chandlerprall,scald,20120,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.0,1.0
alteredq,scald,20120,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
mrdoob,scald,20120,9,0,1,0,0.5,0.0,0.06,0.0,11,1,1.0,1.0
alteredq,libe,20120,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,1.0
libe,mrdoob,20120,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
alteredq,mrdoob,20120,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.0,1.0
etx,mrdoob,20141,2,0,0,0,0.33,0.0,0.0,0.0,5,1,1.0,1.0
Jiaying-YU,JosephClay,20150,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ghost,syoels,20160,0,1,0,0,0.0,1.0,0.0,0.0,2,1,1.0,0.0
mrdoob,syoels,20160,0,0,0,0,0.0,0.0,0.0,0.0,6,1,1.0,0.0
martha-anne,syoels,20160,0,3,0,0,0.0,1.0,0.0,0.0,4,1,1.0,0.0
