name,period,issue_num,label
wesm,20110,1,2
wesm,20101,2,2
wesm,20110,3,2
wesm,20101,4,2
wesm,20101,5,2
wesm,20101,6,2
wesm,20101,7,22
hector13,20101,7,2
wesm,20101,8,2
wesm,20110,8,20
wesm,20101,9,2
wesm,20110,9,1
wesm,20110,10,2
wesm,20101,11,2
wesm,20110,11,2
wesm,20101,12,12
wesm,20110,13,0
jreback,20121,13,2
ghost,20121,13,2
surbas,20121,13,1
wesm,20110,14,2
wesm,20101,15,2
wesm,20110,16,2
wesm,20111,17,2
wesm,20111,18,2
wesm,20110,19,2
wesm,20101,20,22
wesm,20101,21,2
wesm,20101,22,2212202
tgefell,20101,22,012022
wesm,20101,23,22
mpenning,20101,23,2
wesm,20110,23,1
wesm,20101,24,22
knm,20101,24,1
wesm,20101,25,22
wesm,20110,26,2
wesm,20110,27,2
wesm,20110,28,12
wesm,20110,29,02
wesm,20110,30,022
wesm,20110,31,02
triplechess,20110,31,1
wesm,20110,32,22
triplechess,20110,32,1
wesm,20110,33,2
wesm,20110,34,22
wesm,20110,35,1
ghost,20110,35,0
wesm,20110,36,222
tgefell,20110,36,22
wesm,20110,37,11
ghost,20110,37,11
wesm,20110,38,1
ghost,20110,38,1
CRP,20111,39,2
lodagro,20111,39,2
lodagro,20120,39,0
cpcloud,20131,39,2
jreback,20140,39,2
wesm,20110,40,2
wesm,20120,41,2
wesm,20110,42,2
wesm,20110,43,2
ghost,20110,44,212
wesm,20110,44,2
wesm,20110,45,22
wesm,20110,46,2
wesm,20110,47,2
wesm,20110,48,2
wesm,20110,49,2
wesm,20110,50,2
wesm,20110,51,1222
columW,20110,51,21
wesm,20110,52,2
wesm,20110,53,2
wesm,20110,54,2
wesm,20110,55,1
wesm,20111,56,2
wesm,20111,57,1
wesm,20111,58,22
ivanistheone,20111,58,2
rkern,20111,59,22
wesm,20111,59,1
wesm,20111,60,0022
yonatanf,20111,60,11
lodagro,20111,60,0
BrenBarn,20120,60,02
wesm,20120,60,2
dandavison,20120,60,0
yarivm,20121,60,2
maaku,20121,60,2
wesm,20121,60,2
sebpiq,20121,60,020
jreback,20121,60,22
jreback,20141,60,2
wesm,20111,61,2
wesm,20111,62,2
wesm,20111,66,2
wesm,20111,67,2
wesm,20111,68,2
wesm,20111,69,2
wesm,20111,70,2
wesm,20111,71,2
wesm,20111,72,2
wesm,20111,73,22
wesm,20111,74,1
wesm,20111,75,2
wesm,20111,76,2
wesm,20111,77,22222211222222
fonnesbeck,20111,77,22222220
keflavich,20111,77,22221
snth,20111,77,222
wesm,20111,78,2
wesm,20111,79,02
datakungfu,20111,79,1
wesm,20111,81,22
wesm,20111,82,22
talltom,20111,82,1
wesm,20111,83,2
wesm,20120,85,22
changhiskhan,20120,85,1
changhiskhan,20111,86,21
wesm,20111,86,22
wesm,20120,86,2
wesm,20111,87,2
wesm,20111,88,2
wesm,20111,89,1
xdong,20111,90,2
wesm,20111,90,1
wesm,20111,92,2
mdgoldberg,20170,92,21
jreback,20170,92,2
wesm,20111,94,22
wesm,20111,96,2
wesm,20111,97,1
wesm,20111,99,21
reckoner,20111,99,1
wesm,20111,100,2
wesm,20111,102,0
wesm,20111,104,2
wesm,20111,105,1
timClicks,20111,105,1
