name1,name2,period,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
ADR-007-SoftServe,gnossen,20190,0.33,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,7
ADR-007-SoftServe,jjinux,20190,0.47,0.0,0.27,0.0,1.0,1.0,7,0,4,0,1,8
AVVS,bimawa,20181,0.5,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,7
AVVS,davidben,20181,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AVVS,keslerm,20160,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AVVS,muxi,20181,0.33,0.0,0.0,0.0,1.0,0.6699999999999999,3,0,0,0,1,6
AVVS,samsidd,20181,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AdamLeMmon01,jtattermusch,20190,1.0,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,5
AdamLeMmon01,thelinuxfoundation,20190,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Adiqq,danielin917,20180,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Adiqq,flowbehappy,20180,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AhmadChaker,jtattermusch,20170,0.5,0.0,0.0,0.0,1.0,1.0,6,0,0,0,2,8
AjitParanjpeDev,Pablotagu,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AjitParanjpeDev,jtattermusch,20190,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
AlecZadikian9001,arvenil,20180,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AlexTelon,bobuva,20180,0.0,0.5,0.0,0.0,1.0,0.5,0,1,0,0,1,3
AlexanderLitus,jcanizales,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AlexanderLitus,joelchen,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AlexanderLitus,zayoo,20151,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AlgorithmsAreCool,Falco20019,20180,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,2
AlgorithmsAreCool,jtattermusch,20180,0.0,0.5,0.0,0.0,1.0,0.5,0,1,0,0,1,3
Allezxandre,AVVS,20181,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
Allezxandre,bimawa,20181,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,5
Allezxandre,davidben,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Allezxandre,muxi,20180,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
Allezxandre,muxi,20181,0.33,0.0,0.0,0.0,1.0,0.6699999999999999,1,0,0,0,1,4
Allezxandre,samsidd,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Allezxandre,variantf,20180,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AmandaCameron,grpc-kokoro,20151,0.5,0.0,0.0,0.0,0.5,1.0,1,0,0,0,1,3
AmandaCameron,murgatroid99,20151,0.5,0.0,0.0,0.0,0.5,1.0,4,0,0,0,1,6
AmandaCameron,nicolasnoble,20151,0.5,0.0,0.0,0.0,0.5,1.0,1,0,0,0,1,3
Anachronomicon,Frank591,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,dan-bar-dov,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,dustin-decker,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,fischman,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,kag0,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,mmoehring,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,pgrosu,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Anachronomicon,srini100,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
