name1,name2,period,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2
jboeuf,nicolasnoble,20150,12,0,0,0,1.0,0.0,0.0,0.0,7,1,1.0,1.0
ctiller,nicolasnoble,20150,12,0,0,0,1.0,0.0,0.0,0.0,7,1,1.0,1.0
chen-wang,ctiller,20150,4,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,1.0
ctiller,yang-g,20150,4,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,1.0
chen-wang,yang-g,20150,4,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,1.0
ctiller,jtattermusch,20150,2,0,0,0,0.67,0.0,0.0,0.0,4,1,1.0,0.6699999999999999
ctiller,maxwell-demon,20150,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
a-veitch,maxwell-demon,20150,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
a-veitch,ctiller,20150,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,1.0
googlebot,jyang,20150,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
jyang,murgatroid99,20150,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,vjpai,20150,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,jtattermusch,20150,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,1.0
jtattermusch,vjpai,20160,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,nathanielmanistaatgoogle,20150,2,0,2,0,1.0,0.0,1.0,0.0,3,1,1.0,1.0
nathanielmanistaatgoogle,nicolasnoble,20150,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1.0,1.0
ctiller,nicolasnoble,20150,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,nathanielmanistaatgoogle,20150,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
jboeuf,nathanielmanistaatgoogle,20150,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0
ctiller,jboeuf,20150,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0
nicolasnoble,vjpai,20150,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0
