name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AaronMeyers,WestLangley,20141,1.0,0.8,6,0,0,0,1,7
AaronMeyers,dmtaub,20141,1.0,1.0,2,0,0,0,1,3
AaronMeyers,mrdoob,20141,1.0,1.0,12,0,0,0,1,10
Arsakes,mrdoob,20141,1.0,1.0,0,0,0,0,1,2
CharlotteGore,mrdoob,20141,0.0,1.0,0,0,0,0,1,2
ChrisBence,WestLangley,20141,1.0,1.0,1,0,0,0,1,3
ChrisBence,mrdoob,20141,1.0,1.0,1,0,0,0,1,3
DanielJoyce,WestLangley,20141,1.0,1.0,6,0,0,0,1,5
DanielJoyce,mrdoob,20141,1.0,0.8,12,0,0,0,1,8
Ekki,WestLangley,20141,1.0,0.83,5,1,0,0,1,8
Ekki,mrdoob,20141,1.0,0.83,5,1,0,0,1,8
Fabrice3D,mrdoob,20141,1.0,0.0,0,0,0,0,1,2
Fabrice3D,ringodotnl,20141,1.0,1.0,0,0,0,0,1,2
Herst,WestLangley,20141,1.0,1.0,3,0,0,0,2,5
Herst,mrdoob,20141,1.0,1.0,4,0,0,0,2,6
JackCA,WestLangley,20141,0.6,1.0,6,0,0,0,1,7
JackCA,mrdoob,20141,0.6,1.0,3,2,0,0,1,7
Mann90,WestLangley,20141,1.0,1.0,2,0,0,0,1,3
Mann90,mrdoob,20141,1.0,1.0,2,0,0,0,1,3
MrSwitch,prashant4U,20141,1.0,1.0,2,0,0,0,1,3
Ni55aN,WestLangley,20141,0.5,1.0,2,0,0,0,1,4
TheJim01,WestLangley,20141,1.0,1.0,1,0,1,0,1,3
WestLangley,Wilt,20141,1.0,1.0,4,0,0,0,1,4
WestLangley,wwwtyro,20141,1.0,1.0,0,0,0,0,1,2
WestLangley,zz85,20141,1.0,1.0,4,0,0,0,3,7
Wilt,zz85,20141,1.0,1.0,2,0,0,0,1,3
alienlifeform,wivlaro,20141,1.0,1.0,3,0,2,0,1,5
antont,WestLangley,20141,1.0,1.0,2,0,0,0,1,3
antont,flexelektro,20141,1.0,0.75,3,0,0,0,1,5
antont,khx42,20141,0.0,1.0,0,0,0,0,1,10
antont,mrdoob,20141,0.5,0.875,3,0,0,1,2,8
arefin86,MrSwitch,20141,1.0,1.0,0,0,0,0,1,2
arefin86,eliasib13,20141,1.0,1.0,0,0,0,0,1,2
arefin86,mrdoob,20141,1.0,1.0,0,0,0,0,1,2
arefin86,prashant4U,20141,1.0,1.0,0,0,0,0,1,3
badjano,WestLangley,20141,1.0,1.0,1,0,0,0,1,2
badjano,mrdoob,20141,1.0,1.0,1,0,0,0,1,2
bhouston,Ekki,20141,0.73,1.0,8,3,0,0,1,13
bhouston,JackCA,20141,1.0,0.6,6,2,0,0,1,8
bhouston,WestLangley,20141,0.7999999999999999,0.9433333333333334,49,0,0,3,3,26
bhouston,gregtatum,20141,0.6699999999999999,0.6699999999999999,3,1,0,1,1,6
bhouston,mrdoob,20141,0.85,0.9575,49,0,1,3,4,28
bhouston,zz85,20141,1.0,0.6699999999999999,1,0,0,0,1,4
brianxu,WestLangley,20141,1.0,1.0,3,0,0,0,1,5
brianxu,mrdoob,20141,1.0,1.0,3,0,0,0,1,5
bwang29,gero3,20141,1.0,1.0,1,0,0,0,1,2
crobi,gero3,20141,1.0,0.0,0,0,0,0,1,2
crobi,kumavis,20141,1.0,1.0,2,0,0,0,1,3
crobi,lukyer,20141,1.0,0.0,0,0,0,0,1,3
crobi,mrdoob,20141,1.0,1.0,2,0,0,0,1,3
crobi,reddozen,20141,1.0,0.0,0,0,0,0,1,3
daoshengmu,Usnul,20141,0.0,1.0,0,1,0,0,1,2
daoshengmu,mrdoob,20141,0.5,0.835,0,2,0,0,2,6
daoshengmu,repsac,20141,1.0,0.5,0,2,0,0,1,5
datmorrison,WestLangley,20141,1.0,1.0,8,0,0,0,1,6
datmorrison,mrdoob,20141,1.0,1.0,6,0,0,0,1,5
davidedc,lmcd,20141,1.0,1.0,2,0,0,0,1,3
davidedc,mrdoob,20141,1.0,1.0,0,0,0,0,1,3
dionysiusmarquis,mrdoob,20141,1.0,1.0,4,0,0,0,1,4
dmarcos,mrdoob,20141,1.0,0.6699999999999999,2,0,0,0,1,4
dmtaub,WestLangley,20141,1.0,0.8,3,0,0,0,1,6
dmtaub,mrdoob,20141,0.5,1.0,6,0,0,0,2,11
eliasib13,MrSwitch,20141,1.0,1.0,1,0,0,0,1,2
eliasib13,mrdoob,20141,1.0,1.0,1,0,0,0,1,2
eliasib13,prashant4U,20141,1.0,1.0,2,0,0,0,1,3
erichlof,WestLangley,20141,0.9333333333333332,1.0,49,0,0,0,3,26
erichlof,greyelf,20141,1.0,1.0,1,0,0,0,1,3
erichlof,jochasinga,20141,1.0,1.0,3,0,0,0,1,4
erichlof,jonas-db,20141,1.0,1.0,1,0,0,0,1,3
erichlof,mrdoob,20141,0.9,0.835,14,1,1,0,2,15
erichlof,titansoftime,20141,1.0,1.0,3,0,0,0,1,4
etx,mrdoob,20141,1.0,1.0,2,0,0,0,1,5
fbreuer,mrdoob,20141,1.0,1.0,4,0,0,0,1,5
flexelektro,WestLangley,20141,0.75,1.0,6,0,0,0,1,6
flexelektro,mrdoob,20141,0.75,1.0,6,0,0,0,1,6
gero3,Mann90,20141,1.0,1.0,1,0,0,0,1,2
gero3,WestLangley,20141,1.0,1.0,2,0,0,0,1,3
gero3,kintel,20141,0.0,1.0,0,1,0,0,1,7
gero3,kumavis,20141,0.0,1.0,0,0,0,0,1,3
gero3,makc,20141,1.0,1.0,3,0,0,0,1,4
gero3,mikesherov,20141,1.0,1.0,9,0,0,0,1,7
gero3,mrdoob,20141,0.75,1.0,6,3,0,0,4,15
gero3,nebeleh,20141,1.0,1.0,2,0,0,0,1,3
gero3,zz85,20141,0.5,1.0,9,0,0,0,2,10
gregtatum,WestLangley,20141,0.6699999999999999,1.0,1,0,0,0,1,4
gregtatum,mrdoob,20141,0.335,1.0,1,1,0,0,2,7
