name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
Anima-t3d,draivin,20111,0.6699999999999999,1.0,0,0,0,0,1,4
Anima-t3d,mrdoob,20111,0.6699999999999999,1.0,0,0,0,0,1,5
Jakobud,mrdoob,20111,0.75,0.69,21,5,1,4,1,17
Jakobud,zz85,20111,0.75,1.0,5,1,1,0,1,7
KrisKringle,mrdoob,20111,1.0,1.0,2,0,1,0,1,4
KrisKringle,poudro,20111,1.0,1.0,5,0,3,0,1,7
alteredq,Jakobud,20111,0.88,0.75,15,1,0,1,1,12
alteredq,Pitel,20111,1.0,0.75,12,0,0,0,1,8
alteredq,danbri,20111,0.6,0.83,11,4,0,2,1,11
alteredq,danielribeiro,20111,0.0,1.0,0,1,0,0,1,3
alteredq,disolovyov,20111,1.0,1.0,1,0,0,0,1,2
alteredq,drsagitn,20111,0.75,1.0,2,2,2,0,2,8
alteredq,gero3,20111,0.88,1.0,7,0,0,0,1,9
alteredq,ghost,20111,1.0,0.6699999999999999,0,0,0,0,1,5
alteredq,maurrubio,20111,1.0,1.0,6,0,0,0,1,8
alteredq,mrdoob,20111,0.6466666666666666,0.9066666666666666,68,1,0,5,6,42
alteredq,remoe,20111,0.5,0.6699999999999999,6,0,0,2,1,8
alteredq,vance,20111,0.5,0.75,3,1,0,1,1,6
alteredq,zz85,20111,0.69,1.0,25,17,8,0,2,26
bagg,inear,20111,1.0,1.0,1,0,0,0,1,3
bagg,mrdoob,20111,1.0,1.0,2,0,0,0,1,3
danielribeiro,mrdoob,20111,0.5,1.0,2,0,0,0,2,6
disolovyov,mrdoob,20111,1.0,1.0,3,0,0,0,1,4
draivin,mrdoob,20111,1.0,1.0,2,0,0,0,1,3
drsagitn,mrdoob,20111,1.0,1.0,2,0,0,0,1,5
drsagitn,vance,20111,1.0,0.75,2,2,2,0,1,6
flyingdeath,mrdoob,20111,1.0,0.6699999999999999,4,2,0,0,1,7
gengshenghong,mrdoob,20111,1.0,1.0,0,0,0,0,1,2
gero3,Jakobud,20111,1.0,0.75,2,0,0,0,1,5
gero3,mrdoob,20111,1.0,0.69,8,0,0,0,1,14
gero3,zz85,20111,1.0,1.0,2,0,0,0,1,4
inear,mrdoob,20111,1.0,1.0,2,0,0,0,1,4
mrdoob,WestLangley,20111,1.0,1.0,1,0,0,0,1,2
mrdoob,namiwang,20111,0.5,1.0,0,1,0,0,1,3
mrdoob,poudro,20111,1.0,1.0,5,0,3,0,1,7
mrdoob,ralfnap,20111,1.0,0.335,4,2,4,0,2,17
mrdoob,remoe,20111,0.75,0.6699999999999999,14,0,0,2,1,10
mrdoob,romsson,20111,1.0,1.0,3,0,0,0,1,4
mrdoob,savalin,20111,1.0,1.0,0,0,0,0,1,2
mrdoob,towerrounder,20111,1.0,1.0,3,0,0,0,1,4
mrdoob,ymmd,20111,1.0,1.0,4,0,4,0,1,4
mrdoob,zz85,20111,0.8966666666666666,1.0,22,4,3,0,3,33
ralfnap,romsson,20111,0.0,1.0,0,0,0,0,1,2
ralfnap,towerrounder,20111,0.0,1.0,0,0,0,0,1,2
romsson,towerrounder,20111,1.0,1.0,1,0,0,0,1,2
ymmd,zz85,20111,1.0,1.0,2,0,2,0,1,5
