name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
3lnc,Carreau,20170,1.0,0.33,1,0,0,0,1,4
3lnc,nosarthur,20170,1.0,1.0,1,0,0,0,1,2
Apteryks,Carreau,20170,1.0,1.0,2,0,2,0,1,4
BLeila,Carreau,20170,0.6,1.0,4,0,0,0,2,12
BLeila,LunaticKiarra,20170,0.6,1.0,2,0,0,0,1,6
BLeila,Malaratgithub,20170,0.6,1.0,1,2,1,0,1,6
BLeila,No-O-ne,20170,0.6,1.0,2,0,0,0,1,6
BLeila,gzerveas,20170,0.6,1.0,2,0,0,0,1,6
BLeila,hemanthsavasere,20170,0.6,1.0,2,0,0,0,1,6
BLeila,ivanov,20170,0.6,1.0,2,0,0,0,1,6
BLeila,s13varun,20170,0.6,1.0,2,0,0,0,1,6
BLeila,takluyver,20170,0.6,0.75,8,1,0,2,1,9
BLeila,tanejasarthak,20170,0.6,1.0,2,0,0,0,1,6
BLeila,tarajb,20170,0.6,1.0,2,0,0,0,1,6
BLeila,tushar629,20170,0.6,0.0,2,1,0,2,1,6
BrenBarn,Carreau,20170,0.5,0.5,3,0,0,1,2,5
BrenBarn,dmyersturnbull,20170,1.0,1.0,1,0,0,0,1,2
BrenBarn,jbvsmo,20170,1.0,1.0,1,0,0,0,1,3
BrenBarn,rkern,20170,1.0,1.0,1,0,0,0,1,2
BrenBarn,takluyver,20170,0.6666666666666666,0.89,3,0,0,0,3,9
CHK16,takluyver,20170,1.0,1.0,1,0,0,0,1,2
CRP,minrk,20170,1.0,1.0,1,0,0,0,1,3
CRP,takluyver,20170,1.0,1.0,2,0,0,0,2,6
Carreau,Casyfill,20170,0.0,1.0,0,0,0,0,1,2
Carreau,ChihChiu29,20170,0.0,1.0,0,0,0,0,1,2
Carreau,DarkStar1,20170,0.0,1.0,0,0,0,0,1,2
Carreau,ElieGouzien,20170,1.0,1.0,1,0,0,0,1,2
Carreau,FractalMatter,20170,1.0,1.0,0,0,0,0,1,2
Carreau,GaelVaroquaux,20170,0.25,0.33,6,2,0,6,1,7
Carreau,Gr1N,20170,1.0,1.0,0,0,0,0,1,2
Carreau,IgnacioDeveloper,20170,1.0,1.0,1,0,0,0,1,2
Carreau,Igonato,20170,1.0,0.6699999999999999,5,4,4,0,1,8
Carreau,JamiesHQ,20170,0.88,1.0,5,0,0,0,1,9
Carreau,LightHub01,20170,1.0,1.0,1,0,1,0,1,2
Carreau,LucianaMarques,20170,1.0,1.0,0,0,0,0,1,4
Carreau,LunaticKiarra,20170,1.0,1.0,1,0,0,0,1,2
Carreau,MSeifert04,20170,0.0,0.5,1,0,0,1,2,4
Carreau,Malaratgithub,20170,1.0,1.0,0,0,0,0,1,2
Carreau,Marek77,20170,1.0,1.0,2,0,0,0,1,3
Carreau,Mazior,20170,1.0,1.0,0,0,0,0,1,3
Carreau,Michael-F-Ellis,20170,1.0,1.0,0,0,0,0,1,2
Carreau,MrMino,20170,0.0,0.0,1,0,0,1,1,2
Carreau,NicoSabbath,20170,1.0,1.0,0,0,0,0,1,2
Carreau,No-O-ne,20170,1.0,1.0,1,0,0,0,1,2
Carreau,NoobPythoner,20170,0.0,0.0,1,0,0,1,1,2
Carreau,Omnifarious,20170,1.0,0.6699999999999999,2,0,0,0,1,4
Carreau,Perlence,20170,1.0,0.0,0,1,0,0,1,3
Carreau,Pierrocana,20170,1.0,1.0,3,0,0,0,1,4
Carreau,RaymondDavidson,20170,0.89,0.6666666666666666,21,0,0,0,3,18
Carreau,SrivastavaKshitij,20170,0.0,1.0,0,1,0,0,1,2
Carreau,SurealCereal,20170,0.0,1.0,0,0,0,0,1,2
Carreau,SylvainCorlay,20170,0.0,0.83,1,0,0,1,1,7
Carreau,Vict0rSch,20170,1.0,1.0,1,0,0,0,1,3
Carreau,XuuLiu,20170,1.0,1.0,0,0,0,0,1,2
Carreau,Yoonsen,20170,1.0,1.0,2,0,0,0,1,4
Carreau,ccordoba12,20170,0.55,0.7,15,1,0,1,5,25
Carreau,cdosborn,20170,0.0,1.0,0,1,0,0,1,2
Carreau,ceilingcat,20170,1.0,1.0,1,0,1,0,1,6
Carreau,chiwhalee,20170,1.0,1.0,1,0,0,0,2,4
Carreau,choldgraf,20170,0.0,1.0,0,0,0,0,2,6
Carreau,chorus12,20170,1.0,1.0,1,0,0,0,1,2
Carreau,chrisaycock,20170,1.0,1.0,8,0,2,0,2,10
Carreau,chuckdries,20170,0.0,0.0,1,0,0,1,1,2
Carreau,cjwelborn,20170,1.0,1.0,0,0,0,0,1,2
Carreau,cottrell,20170,1.0,1.0,1,0,0,0,2,4
Carreau,cris1403,20170,1.0,1.0,2,0,0,0,1,3
Carreau,damianavila,20170,0.0,1.0,0,0,0,0,1,2
Carreau,danielflanigan,20170,1.0,1.0,1,0,1,0,1,2
Carreau,data4science,20170,1.0,1.0,0,0,0,0,1,2
Carreau,davidhalter,20170,1.0,1.0,0,0,0,0,1,2
Carreau,davidlowryduda,20170,1.0,1.0,3,0,0,0,1,4
Carreau,dhirschfeld,20170,1.0,0.0,0,0,0,0,1,2
Carreau,dhruveshsheladiya,20170,1.0,1.0,1,0,1,0,1,3
Carreau,dieggsy,20170,0.0,0.0,1,0,0,1,1,2
Carreau,dimpase,20170,0.5,1.0,1,0,0,0,1,3
Carreau,dkapitan,20170,1.0,1.0,0,0,0,0,1,2
Carreau,dkasak,20170,0.0,0.5,1,0,0,1,1,3
Carreau,dropnz,20170,0.0,0.0,1,0,0,1,1,2
Carreau,drorata,20170,1.0,1.0,1,0,0,0,1,2
Carreau,dwf,20170,0.0,0.75,1,0,0,1,1,5
Carreau,egorlitvinenko,20170,0.0,0.0,1,0,0,1,1,2
Carreau,ellisonbg,20170,0.6,0.6085714285714285,32,27,4,10,7,46
Carreau,ethan1987-2,20170,1.0,0.0,0,0,0,0,1,2
Carreau,evectant,20170,0.0,1.0,0,0,0,0,1,2
Carreau,fenwickipedia,20170,1.0,1.0,12,0,0,0,1,10
Carreau,flothesof,20170,0.0,0.0,1,0,0,1,1,2
Carreau,flying-sheep,20170,1.0,0.915,11,1,1,0,2,13
Carreau,fmaussion,20170,1.0,1.0,0,0,0,0,1,3
Carreau,fperez,20170,0.8214285714285714,0.5428571428571428,25,3,8,5,7,38
Carreau,fronchetti,20170,1.0,1.0,0,0,0,0,1,2
Carreau,gatagat,20170,1.0,1.0,1,0,0,0,1,2
Carreau,gerdm,20170,1.0,1.0,1,0,1,0,1,3
Carreau,gforsyth,20170,1.0,1.0,3,0,0,0,2,5
Carreau,ghost,20170,1.0,1.0,1,0,1,0,1,2
Carreau,gnestor,20170,0.922,0.966,21,2,2,1,5,36
Carreau,gr1d99,20170,0.0,1.0,0,0,0,0,1,2
Carreau,graingert,20170,1.0,1.0,1,0,0,0,1,3
Carreau,gzerveas,20170,1.0,1.0,1,0,0,0,1,2
Carreau,hadim,20170,0.3333333333333333,0.6666666666666666,0,1,0,0,3,7
Carreau,hainm,20170,1.0,1.0,1,0,0,0,1,2
Carreau,hemanthsavasere,20170,1.0,1.0,1,0,0,0,1,2
Carreau,hugovk,20170,0.6699999999999999,0.5,3,1,0,1,2,9
Carreau,ian-r-rose,20170,1.0,1.0,2,0,0,0,1,3
Carreau,iblis17,20170,1.0,1.0,1,0,0,0,1,2
Carreau,ifischer,20170,1.0,1.0,1,0,0,0,1,2
Carreau,infinity0,20170,1.0,1.0,20,0,0,0,1,10
